0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0,0.0
0.0,0.0
1.788085906051973e-20,9.96549277842521e-10
1.029465424260595e-19,2.4940987511970035e-09
2.593387911892818e-19,4.1133260768808006e-09
4.586467219607759e-19,5.791078961786424e-09
6.788510234462795e-19,7.516618792180684e-09
9.10241803999261e-19,9.288230922669222e-09
1.1495345744939249e-18,1.1105722636328364e-08
1.3957903125558975e-18,1.2969154682666103e-08
1.6487813388135302e-18,1.4878630131071329e-08
1.9084721724220014e-18,1.6834259542909927e-08
2.1748753380495543e-18,1.88361552448538e-08
2.448014730352986e-18,2.0884430375975762e-08
2.7279168813677264e-18,2.297919871560725e-08
3.014608976467438e-18,2.5120574639189336e-08
3.3081184198597835e-18,2.7308673095614407e-08
3.608472741837248e-18,2.9543609588667415e-08
3.915699579005447e-18,3.1825500159701725e-08
4.229826669672073e-18,3.415446137104547e-08
4.550881852300922e-18,3.653061029003231e-08
4.8788930645597015e-18,3.895406447360982e-08
5.213888342469355e-18,4.1424941953496386e-08
5.555895819560834e-18,4.3943361221861994e-08
5.904943726024309e-18,4.6509441217513086e-08
6.261060387851196e-18,4.9123301312568746e-08
6.624274225972601e-18,5.1785061299620415e-08
6.994613755399351e-18,5.449484137938557e-08
7.372107584370938e-18,5.725276214889095e-08
7.756784413525147e-18,6.005894459027932e-08
8.148672996815014e-18,6.291354310991867e-08
8.547801496080237e-18,6.58166815261067e-08
8.954195629942012e-18,6.876843885120793e-08
9.367878504518214e-18,7.176891248835688e-08
9.788873863078517e-18,7.48182178195858e-08
1.0217207581045154e-17,7.7916474276247e-08
1.0652907030815644e-17,8.106380244907425e-08
1.1096000289128549e-17,8.426032355197635e-08
1.1546523506421181e-17,8.750286880943724e-08
1.2004016172923113e-17,9.076728652222126e-08
1.246660001556052e-17,9.404065868754567e-08
1.2932297464094559e-17,9.732050716956236e-08
1.339999330437106e-17,1.0060639836090958e-07
1.3869245161845496e-17,1.0389826710953303e-07
1.433991155709101e-17,1.071961126412496e-07
1.4811954694890372e-17,1.1049994526584731e-07
1.5285367418407543e-17,1.1380977719667487e-07
1.5760150752131785e-17,1.1712562098532141e-07
