x,y
1,-0.058941303385184
2,1.3573774010303
3,0.991285218288333
4,-0.078737390098615
5,-0.054626042451258
6,-0.089734632552032
7,0.766985133777185
8,-0.065698784886261
9,-0.115370930971594
10,-0.180273546903746
11,-0.18991430930265
12,-0.19871220008743
13,-0.114329027020796
14,-0.193875063951813
15,-0.067617455428677
16,-0.066965038046791
17,0.010170048292699
18,-0.064216257631787
19,-0.083142774872431
20,-0.071314610249955
21,1.05555477556986
22,0.196765168129176
23,-0.046383100624758
24,-0.060001047218585
25,-0.05075877258085
26,-0.070069786987112
27,-0.082888509228512
28,-0.107147687869704
29,-0.085512292123819
30,-0.088118508415219
31,-0.323243604146825
32,-0.064811919502758
33,-0.155329531713859
34,-0.206498247559036
35,0.900221456136506
36,1.19324770195834
37,-0.171784850545433
38,1.45437682871468
39,-0.060145559657985
40,-0.062739978286681
41,-0.063463045004062
42,-0.07928569593919
43,-0.122091069566019
44,0.396429259422586
45,-0.058152759692039
46,-0.040132272471475
47,-0.076802829037747
48,-0.094735186936785
49,0.483072199228594
50,-0.065275250557657
51,-0.020176116435134
52,-0.072229602763945
53,-0.058973856912339
54,3.19504759689801
55,0.007610580148873
56,-0.029915694219652
57,-0.047255740997052
58,-0.022052590413714
59,-0.049739278591213
60,0.020969672138279
61,0.034284629374017
62,-0.0185276308206
63,-0.011464036558819
64,0.482383636707717
65,0.166572427759415
66,-0.009106487087912
67,0.312897760870763
68,-0.003081774482079
69,0.082876827146762
70,0.00341136870034
71,-0.009735558126524
72,-0.005358602291283
73,-0.020491990423135
74,-0.012705616987835
75,-0.007370685306822
76,-0.004117100394521
77,-0.007764084107633
78,-0.00438055316135
79,-0.007939154034172
80,-0.011741919092887
81,-0.014098214180717
82,-0.014141695551233
83,-0.011882493837205
84,-0.011773568710014
85,-0.011812132627066
86,-0.013386150799215
87,0.108809106506193
88,0.746754063860185
89,-0.001459854992661
90,-0.001908822772296
91,-0.001672139656367
92,-0.00134023783731
93,0.02134240745377
94,0.020975036931164
95,0.449999673193917
96,-0.001500507386488
97,-0.00158972576414
98,-0.001880938378585
99,-0.002080914216211
100,0.856363884444646
101,0.04260969510349
102,0.009341633862062
103,0.174165961932374
104,0.009606636044825
105,-0.001505291484781
106,-0.001411941157728
107,-0.001489447608521
