Days	TopIn_[kg/m2/day]	BottomIn_[kg/m2/day]	TranspirationRate_[kg/day]	Evaporation_[kg/m2/day]
1	3.39806395262838	0	0	3.39806395262839
2	5.22069344830989	0	0.001293410525452	5.15636448625589
3	3.26989146171219	0	0.002586821050905	3.14123353760417
4	2.86007196525994	0	0.003880231576357	2.66708507909791
5	2.68732669806076	0	0.00517364210181	2.43001084984471
6	3.1665355613078	0	0.006467052627262	2.84489075103773
7	3.76428153918135	0	0.007760463152715	3.37830776685727
8	3.4344854011712	0	0.008314781949337	3.02094207368112
9	5.61723355468309	0	0.00886910074596	5.176120672027
10	3.86674639045049	0	0.009423419542582	3.3980639526284
11	3.18309325785707	0	0.009977738339205	2.68684126486896
12	3.05261332685431	0	0.010532057135827	2.5287917787002
13	5.60897466072054	0	0.01108637593245	5.05758355740042
14	3.38433903798167	0	0.011640694729072	2.80537837949555
15	4.5577673678712	0	0.012195013525695	3.95123715421907
16	3.08386680443395	0	0.012749332322317	2.44976703561582
17	2.24216418567178	0	0.01330365111894	1.58049486168764
18	1.99314714004244	0	0.013857969915562	1.30390826089228
19	3.71974867152265	0	0.014412288712185	3.0029402372065
20	2.6804841950495	0	0.014966607508807	1.93610620556734
21	2.11536817708267	0	0.01552092630543	1.3434206324345
22	2.93686908550611	0	0.01773820149192	2.05464332019392
23	3.36324627850763	0	0.01995547667841	2.37074229253142
24	3.27366941759957	0	0.0221727518649	1.26439588935011
25	0	0	0.02439002705139	2.37074229253145
26	0	0	0.026607302237879	1.77805671939858
27	0	0	0.028824577424369	5.68978150207546
28	17.2118662335508	0	0.031041852610859	2.76586600795334
29	3.18871891303801	0	0.032335263136312	1.58049486168765
30	2.97646127429663	0	0.033628673661764	1.30390826089226
31	0	0	0.034922084187217	3.0819649802909
32	0	0	0.037832257869485	3.27952683800182
33	13.4683159855935	0	0.040742431551753	1.46195774706106
34	4.42330764722785	0	0.043652605234021	2.25220517790487
35	0	0	0.046562778916289	4.89953407123163
36	0	0	0.047856189441741	1.93610620556734
37	0	0	0.049149599967194	3.43757632417058
38	0	0	0.050443010492646	3.12147735183308
39	0	0	0.052383126280825	2.96342786566432
40	33.4482735593036	0	0.054323242069004	2.13366806327829
41	3.6675820232778	0	0.056263357857182	0.869272173928175
42	0	0	0.058203473645361	2.70608378981001
43	0	0	0.064023821009897	2.28627274464855
44	0	0	0.069844168374433	2.39122550593891
45	0	0	0.07566451573897	2.60113102851965
46	0	0	0.081484863103506	2.07636722206781
47	0	0	0.085365094679863	1.54098249014544
48	41.6704233616579	0	0.08924532625622	2.01513094865173
49	6.88389044579389	0	0.093125557832578	2.25220517790486
50	0	0	0.097005789408935	2.25220517790486
51	0	0	0.100886020985293	2.25220517790486
