Days	TopIn_[kg/m2/day]	BottomIn_[kg/m2/day]	TranspirationRate_[kg/day]	Evaporation_[kg/m2/day]
1	3.39806395262838	0	0	3.39806395262839
2	5.21951488988673	0	0.001269714202355	5.15636448625589
3	3.26753434486586	0	0.002539428404709	3.14123353760417
4	2.85653628999045	0	0.003809142607064	2.66708507909791
5	2.6826124643681	0	0.005078856809418	2.43001084984471
6	3.16064276919198	0	0.006348571011773	2.84489075103773
7	3.75721018864236	0	0.007618285214128	3.37830776685727
8	3.45397341286408	0	0.008706611673289	3.02094207368112
9	5.66328092860783	0	0.00979493813245	5.176120672027
10	3.9393531266071	0	0.010883264591611	3.3980639526284
11	3.28225935624554	0	0.011971591050772	2.68684126486896
12	3.17833878747465	0	0.013059917509933	2.5287917787002
13	5.76125948357274	0	0.014148243969094	5.05758355740042
14	3.56318322306574	0	0.015236570428255	2.80537837949555
15	4.817299832585	0	0.017413223346578	3.95123715421907
16	3.42408754877749	0	0.0195898762649	2.44976703561582
17	2.66307320964506	0	0.021766529183222	1.58049486168764
18	2.49474444364545	0	0.023943182101544	1.30390826089228
19	4.30203425475541	0	0.026119835019866	3.0029402372065
20	3.34345805791199	0	0.028296487938189	1.93610620556734
21	2.85903031957489	0	0.030473140856511	1.3434206324345
22	3.67851084213006	0	0.032649793774833	2.05464332019392
23	4.1028676492633	0	0.034826446693155	2.37074229253142
24	3.10477908087773	0	0.037003099611477	1.26439588935011
25	0	0	0.0391797525298	2.37074229253145
26	0	0	0.041356405448122	1.77805671939858
27	0	0	0.043533058366444	5.68978150207546
28	21.0485576360268	0	0.045709711284766	2.76586600795334
29	4.10651100692164	0	0.050788568094185	1.58049486168765
30	4.08252602064967	0	0.055867424903603	1.30390826089226
31	0	0	0.060946281713022	3.0819649802909
32	0	0	0.066659995623617	3.27952683800182
33	17.7696381372127	0	0.072373709534213	1.46195774706106
34	6.13595500120214	0	0.078087423444809	2.25220517790487
35	0	0	0.083801137355405	4.89953407123163
36	0	0	0.090149708367178	1.93610620556734
37	0	0	0.096498279378951	3.43757632417058
38	0	0	0.102846850390724	3.12147735183308
39	0	0	0.10856056430132	2.96342786566432
40	48.1409043864293	0	0.114274278211915	2.13366806327829
41	6.8369853170435	0	0.119987992122511	0.869272173928175
42	0	0	0.125701706033107	2.70608378981001
43	0	0	0.131415419943703	2.28627274464855
44	0	0	0.137129133854298	2.39122550593891
45	0	0	0.142842847764894	2.60113102851965
46	0	0	0.14855656167549	2.07636722206781
47	0	0	0.154905132687263	1.54098249014544
48	65.4428621945227	0	0.161253703699036	2.01513094865173
49	10.5880584571771	0	0.167602274710809	2.25220517790486
50	0	0	0.173950845722582	2.25220517790486
51	0	0	0.180299416734355	2.25220517790486
