x,y
1,2.87627088746257E-05
2,0.000112721781424
3,0.000264742475537
4,5.41418307235398E-05
5,0.000728030457413
6,0.000340064511897
7,0.001781270243273
8,0.001508047475684
9,0.002027749749088
10,0.002738137605532
11,0.003144593930088
12,0.003656097422264
13,0.005407761010671
14,0.005711764920141
15,0.001643664585877
16,0.004289454508268
17,0.002955480688119
18,0.006922019125765
19,0.009195963151557
20,0.010494018706411
21,0.015277117053771
22,0.017013999861998
23,0.018597301093104
24,0.015860095515824
25,0.008997285307395
26,0.020666863577399
27,0.02504982878518
28,0.027517141258812
29,0.03439860250577
30,0.028465799755277
31,0.038258587312346
32,0.036147459337106
33,0.03442220417071
34,0.043161906538263
35,0.044217769369622
36,0.043931433816501
37,0.043829392313732
38,0.029919511680861
39,0.042102965067271
40,0.043098764846368
41,0.047753836672334
42,0.059665063225494
43,0.056450828358391
44,0.028576346126717
45,0.038964353990375
46,0.051970299555719
47,0.054757827359718
48,0.059196495733863
49,0.072133516060623
50,0.072241450903798
51,0.084132271090062
52,0.088828583493728
53,0.044045131393911
54,0.056726437731256
55,0.051250131319339
56,0.04987652814297
57,0.052665356424468
58,0.060832317687553
59,0.027315900208461
60,0.076850194497053
61,0.076628830365748
62,0.076004312133671
63,0.094394021480783
64,0.09671338392841
65,0.089305318353056
66,0.109729819970755
67,0.056448835929749
68,0.104866812216704
69,0.073168858829159
70,0.089668812503736
71,0.048856101437865
72,0.064187795676486
73,0.088481026210282
74,0.095307155686491
75,0.093777679288347
76,0.109078321287582
77,0.086607894566141
78,0.080574723676408
79,0.083372735884859
80,0.118533643529925
81,0.110889852076476
82,0.106012721354082
83,0.036264243793388
84,0.076409223822197
85,0.11806202174535
86,0.106604525950097
87,0.113434026335138
88,0.115480706296456
89,0.119193890632225
90,0.125026375220636
91,0.124840059908411
92,0.138846462709984
93,0.134441193574294
94,0.11755765318407
95,0.133435762153987
96,0.111106064266912
97,0.113190457445436
98,0.119326903235477
99,0.110698651463084
100,0.120040263152493
101,0.140294765901746
102,0.09655586472442
103,0.09312635418636
104,0.111987086954155
105,0.123875914027072
106,0.105395641635321
107,0.092151791926937
108,0.108876934010739
109,0.110883894577362
110,0.110354854479337
111,0.110539957263032
112,0.104576378145207
113,0.118131781079494
114,0.116002020444575
115,0.113929831193794
116,0.073073114059358
117,0.049716861470204
118,0.060171883562633
119,0.085216351388216
120,0.087500247567302
121,0.046403114460269
122,0.039281110809187
123,0.032238083947333
124,0.010943300886329
125,0.012410500303353
126,0.014609397086747
127,0.012549991975513
128,0.032526211943209
129,0.033230273839622
130,0.030488382051663
131,0.034200231514214
132,0.031686764589237
133,0.031921639203812
134,0.02969870972104
135,0.034967293380209
136,0.03304983625939
137,0.015325363021517
138,0.021899544901503
139,0.02978345669629
140,0.029035531017747
141,0.033920698530505
142,0.027495070886168
143,0.028764203263075
144,0.029838384714057
145,0.023499317627083
146,0.016851386136396
147,0.02266320999971
148,0.018396948292921
149,0.019964489509678
150,0.020997277451235
151,0.022241503024343
152,0.023876606477962
153,0.022686393109164
154,0.010954988799008
