psi err 

0, ot 2, errPsi(0) 0.203807, psiXyl -2421.29, psiXyl_old -2011.36 size 172, errRatio flux 0.24073, outputFlux -0.000520383, outputFlux_old -0.000395111, errFlux(5) 0.317054, sum(errFlux(7)) 0.317054
1, ot 2, errPsi(0) 0.203807, psiXyl -2415.72, psiXyl_old -2007.13 size 172, errRatio flux 0.241927, outputFlux -0.000255888, outputFlux_old -0.000193982, errFlux(5) 0.319134, sum(errFlux(7)) 0.636188
2, ot 2, errPsi(0) 0.203807, psiXyl -2408.32, psiXyl_old -2001.52 size 172, errRatio flux 0.241871, outputFlux -0.000254831, outputFlux_old -0.000193194, errFlux(5) 0.319134, sum(errFlux(7)) 0.955225
3, ot 2, errPsi(0) 0.203807, psiXyl -2401.08, psiXyl_old -1996.04 size 172, errRatio flux 0.24266, outputFlux -0.000252906, outputFlux_old -0.000191535, errFlux(5) 0.320411, sum(errFlux(7)) 1.27564
4, ot 2, errPsi(0) 0.203807, psiXyl -2393.87, psiXyl_old -1990.57 size 172, errRatio flux 0.277405, outputFlux -0.014696, outputFlux_old -0.0106192, errFlux(5) 0.383901, sum(errFlux(7)) 1.65954
5, ot 2, errPsi(0) 0.203807, psiXyl -2389.76, psiXyl_old -1987.33 size 172, errRatio flux 0.241899, outputFlux -0.000255917, outputFlux_old -0.000194011, errFlux(5) 0.383901, sum(errFlux(7)) 1.97862
6, ot 2, errPsi(0) 0.203807, psiXyl -2408.58, psiXyl_old -2001.78 size 172, errRatio flux 0.24183, outputFlux -0.000254874, outputFlux_old -0.000193238, errFlux(5) 0.383901, sum(errFlux(7)) 2.29759
7, ot 2, errPsi(0) 0.203807, psiXyl -2401.74, psiXyl_old -1996.7 size 172, errRatio flux 0.241848, outputFlux -0.000253755, outputFlux_old -0.000192385, errFlux(5) 0.383901, sum(errFlux(7)) 2.61658
8, ot 2, errPsi(0) 0.203807, psiXyl -2394.81, psiXyl_old -1991.52 size 172, errRatio flux 0.290972, outputFlux -0.0140107, outputFlux_old -0.00993401, errFlux(5) 0.410382, sum(errFlux(7)) 3.02696
9, ot 2, errPsi(0) 0.203807, psiXyl -2390.95, psiXyl_old -1988.52 size 172, errRatio flux 0.240781, outputFlux -0.000518647, outputFlux_old -0.000393766, errFlux(5) 0.410382, sum(errFlux(7)) 3.34411
10, ot 2, errPsi(0) 0.203807, psiXyl -2410.53, psiXyl_old -2003.15 size 172, errRatio flux 0.241738, outputFlux -0.000255325, outputFlux_old -0.000193604, errFlux(5) 0.410382, sum(errFlux(7)) 3.66291
11, ot 2, errPsi(0) 0.203807, psiXyl -2403.52, psiXyl_old -1997.93 size 172, errRatio flux 0.241957, outputFlux -0.000253982, outputFlux_old -0.00019253, errFlux(5) 0.410382, sum(errFlux(7)) 3.9821
12, ot 2, errPsi(0) 0.203807, psiXyl -2396.42, psiXyl_old -1992.59 size 172, errRatio flux 0.242081, outputFlux -0.000252756, outputFlux_old -0.000191569, errFlux(5) 0.410382, sum(errFlux(7)) 4.3015
13, ot 2, errPsi(0) 0.203807, psiXyl -2389.39, psiXyl_old -1987.3 size 172, errRatio flux 0.279382, outputFlux -0.0145485, outputFlux_old -0.0104839, errFlux(5) 0.410382, sum(errFlux(7)) 4.6892
14, ot 2, errPsi(0) 0.203807, psiXyl -2385.38, psiXyl_old -1984.14 size 172, errRatio flux 0.240481, outputFlux -0.00025666, outputFlux_old -0.000194938, errFlux(5) 0.410382, sum(errFlux(7)) 5.00582
15, ot 2, errPsi(0) 0.203807, psiXyl -2403.28, psiXyl_old -1997.69 size 172, errRatio flux 0.240493, outputFlux -0.000255528, outputFlux_old -0.000194075, errFlux(5) 0.410382, sum(errFlux(7)) 5.32246
16, ot 2, errPsi(0) 0.203807, psiXyl -2396.13, psiXyl_old -1992.3 size 172, errRatio flux 0.242474, outputFlux -0.000252347, outputFlux_old -0.000191159, errFlux(5) 0.410382, sum(errFlux(7)) 5.64255
17, ot 2, errPsi(0) 0.203807, psiXyl -2389.24, psiXyl_old -1987.15 size 172, errRatio flux 0.285784, outputFlux -0.0142226, outputFlux_old -0.010158, errFlux(5) 0.410382, sum(errFlux(7)) 6.04269
18, ot 2, errPsi(0) 0.203807, psiXyl -2385.31, psiXyl_old -1984.08 size 172, errRatio flux 0.240608, outputFlux -0.000517551, outputFlux_old -0.000393024, errFlux(5) 0.410382, sum(errFlux(7)) 6.35953
