psi err 

0, ot 2, errPsi(0) 0.0320531, psiXyl -3148.41, psiXyl_old -3050.63 size 172, errRatio flux 0.0402398, outputFlux -0.000742585, outputFlux_old -0.000712703, errFlux(5) 0.0419269, sum(errFlux(7)) 0.0419269
1, ot 2, errPsi(0) 0.0320531, psiXyl -3140.46, psiXyl_old -3043 size 172, errRatio flux 0.0403798, outputFlux -0.000365695, outputFlux_old -0.000350928, errFlux(5) 0.0420789, sum(errFlux(7)) 0.0840058
2, ot 2, errPsi(0) 0.0320531, psiXyl -3129.88, psiXyl_old -3032.85 size 172, errRatio flux 0.0403733, outputFlux -0.000364158, outputFlux_old -0.000349456, errFlux(5) 0.0420789, sum(errFlux(7)) 0.126078
3, ot 2, errPsi(0) 0.0320531, psiXyl -3119.51, psiXyl_old -3022.9 size 172, errRatio flux 0.0404654, outputFlux -0.000361762, outputFlux_old -0.000347123, errFlux(5) 0.0421719, sum(errFlux(7)) 0.16825
4, ot 2, errPsi(0) 0.0320531, psiXyl -3109.22, psiXyl_old -3013.02 size 172, errRatio flux 0.0443486, outputFlux -0.0219271, outputFlux_old -0.0209547, errFlux(5) 0.0464067, sum(errFlux(7)) 0.214656
5, ot 2, errPsi(0) 0.0320531, psiXyl -3103.58, psiXyl_old -3007.59 size 172, errRatio flux 0.0403765, outputFlux -0.000365724, outputFlux_old -0.000350957, errFlux(5) 0.0464067, sum(errFlux(7)) 0.256732
6, ot 2, errPsi(0) 0.0320531, psiXyl -3130.15, psiXyl_old -3033.11 size 172, errRatio flux 0.0403684, outputFlux -0.000364202, outputFlux_old -0.0003495, errFlux(5) 0.0464067, sum(errFlux(7)) 0.298798
7, ot 2, errPsi(0) 0.0320531, psiXyl -3120.17, psiXyl_old -3023.56 size 172, errRatio flux 0.0403705, outputFlux -0.000362611, outputFlux_old -0.000347973, errFlux(5) 0.0464067, sum(errFlux(7)) 0.340867
8, ot 2, errPsi(0) 0.0320531, psiXyl -3110.16, psiXyl_old -3013.96 size 172, errRatio flux 0.0457792, outputFlux -0.0212419, outputFlux_old -0.0202695, errFlux(5) 0.0479755, sum(errFlux(7)) 0.388843
9, ot 2, errPsi(0) 0.0320531, psiXyl -3104.77, psiXyl_old -3008.78 size 172, errRatio flux 0.0402458, outputFlux -0.000740155, outputFlux_old -0.000710367, errFlux(5) 0.0479755, sum(errFlux(7)) 0.430776
10, ot 2, errPsi(0) 0.0320531, psiXyl -3133.11, psiXyl_old -3035.94 size 172, errRatio flux 0.0403577, outputFlux -0.000364806, outputFlux_old -0.000350083, errFlux(5) 0.0479755, sum(errFlux(7)) 0.472831
11, ot 2, errPsi(0) 0.0320531, psiXyl -3122.94, psiXyl_old -3026.19 size 172, errRatio flux 0.0403833, outputFlux -0.000362985, outputFlux_old -0.000348326, errFlux(5) 0.0479755, sum(errFlux(7)) 0.514914
12, ot 2, errPsi(0) 0.0320531, psiXyl -3112.71, psiXyl_old -3016.39 size 172, errRatio flux 0.0403978, outputFlux -0.000361288, outputFlux_old -0.000346693, errFlux(5) 0.0479755, sum(errFlux(7)) 0.557012
13, ot 2, errPsi(0) 0.0320531, psiXyl -3102.61, psiXyl_old -3006.7 size 172, errRatio flux 0.0445599, outputFlux -0.0217582, outputFlux_old -0.0207886, errFlux(5) 0.0479755, sum(errFlux(7)) 0.60365
14, ot 2, errPsi(0) 0.0320531, psiXyl -3097.07, psiXyl_old -3001.37 size 172, errRatio flux 0.0402106, outputFlux -0.00036614, outputFlux_old -0.000351417, errFlux(5) 0.0479755, sum(errFlux(7)) 0.645545
15, ot 2, errPsi(0) 0.0320531, psiXyl -3122.7, psiXyl_old -3025.95 size 172, errRatio flux 0.040212, outputFlux -0.000364531, outputFlux_old -0.000349872, errFlux(5) 0.0479755, sum(errFlux(7)) 0.687442
16, ot 2, errPsi(0) 0.0320531, psiXyl -3112.43, psiXyl_old -3016.1 size 172, errRatio flux 0.0404436, outputFlux -0.000360879, outputFlux_old -0.000346284, errFlux(5) 0.0479755, sum(errFlux(7)) 0.72959
17, ot 2, errPsi(0) 0.0320531, psiXyl -3102.47, psiXyl_old -3006.55 size 172, errRatio flux 0.0452375, outputFlux -0.0214323, outputFlux_old -0.0204627, errFlux(5) 0.0479755, sum(errFlux(7)) 0.776971
18, ot 2, errPsi(0) 0.0320531, psiXyl -3097.01, psiXyl_old -3001.3 size 172, errRatio flux 0.0402255, outputFlux -0.000738433, outputFlux_old -0.000708729, errFlux(5) 0.0479755, sum(errFlux(7)) 0.818883
19, ot 2, errPsi(0) 0.0320531, psiXyl -3126.43, psiXyl_old -3029.51 size 172, errRatio flux 0.0402134, outputFlux -0.000365142, outputFlux_old -0.000350458, errFlux(5) 0.0479755, sum(errFlux(7)) 0.860781
20, ot 2, errPsi(0) 0.0320531, psiXyl -3116.3, psiXyl_old -3019.81 size 172, errRatio flux 0.0404218, outputFlux -0.000361691, outputFlux_old -0.000347071, errFlux(5) 0.0479755, sum(errFlux(7)) 0.902906
21, ot 2, errPsi(0) 0.0320531, psiXyl -3106.76, psiXyl_old -3010.68 size 172, errRatio flux 0.0456148, outputFlux -0.0212913, outputFlux_old -0.0203201, errFlux(5) 0.0479755, sum(errFlux(7)) 0.950701
22, ot 2, errPsi(0) 0.0320531, psiXyl -3101.47, psiXyl_old -3005.6 size 172, errRatio flux 0.0402155, outputFlux -0.000365122, outputFlux_old -0.000350439, errFlux(5) 0.0479755, sum(errFlux(7)) 0.992601
23, ot 2, errPsi(0) 0.0320531, psiXyl -3116.3, psiXyl_old -3019.81 size 172, errRatio flux 0.0402128, outputFlux -0.00036357, outputFlux_old -0.00034895, errFlux(5) 0.0479755, sum(errFlux(7)) 1.0345
24, ot 2, errPsi(0) 0.0320531, psiXyl -3106.48, psiXyl_old -3010.4 size 172, errRatio flux 0.0458181, outputFlux -0.0211969, outputFlux_old -0.0202257, errFlux(5) 0.0480181, sum(errFlux(7)) 1.08252
25, ot 2, errPsi(0) 0.0320531, psiXyl -3101.06, psiXyl_old -3005.19 size 172, errRatio flux 0.0402301, outputFlux -0.000736477, outputFlux_old -0.000706849, errFlux(5) 0.0480181, sum(errFlux(7)) 1.12443
26, ot 2, errPsi(0) 0.0320531, psiXyl -3120.36, psiXyl_old -3023.68 size 172, errRatio flux 0.0404671, outputFlux -0.000361986, outputFlux_old -0.000347337, errFlux(5) 0.0480181, sum(errFlux(7)) 1.16661
27, ot 2, errPsi(0) 0.0320531, psiXyl -3110.56, psiXyl_old -3014.3 size 172, errRatio flux 0.0405142, outputFlux -0.000360004, outputFlux_old -0.000345419, errFlux(5) 0.0480181, sum(errFlux(7)) 1.20883
28, ot 2, errPsi(0) 0.0320531, psiXyl -3100.53, psiXyl_old -3004.68 size 172, errRatio flux 0.0450182, outputFlux -0.021522, outputFlux_old -0.0205531, errFlux(5) 0.0480181, sum(errFlux(7)) 1.25597
29, ot 2, errPsi(0) 0.0320531, psiXyl -3095, psiXyl_old -2999.36 size 172, errRatio flux 0.0402202, outputFlux -0.000364208, outputFlux_old -0.000349559, errFlux(5) 0.0480181, sum(errFlux(7)) 1.29788
30, ot 2, errPsi(0) 0.0320531, psiXyl -3110.25, psiXyl_old -3013.99 size 172, errRatio flux 0.040214, outputFlux -0.000362692, outputFlux_old -0.000348106, errFlux(5) 0.0480181, sum(errFlux(7)) 1.33978
31, ot 2, errPsi(0) 0.0320531, psiXyl -3100.32, psiXyl_old -3004.47 size 172, errRatio flux 0.0458337, outputFlux -0.0211391, outputFlux_old -0.0201702, errFlux(5) 0.0480353, sum(errFlux(7)) 1.38781
32, ot 2, errPsi(0) 0.0320531, psiXyl -3094.94, psiXyl_old -2999.3 size 172, errRatio flux 0.0402362, outputFlux -0.000734715, outputFlux_old -0.000705153, errFlux(5) 0.0480353, sum(errFlux(7)) 1.42974
33, ot 2, errPsi(0) 0.0320531, psiXyl -3114.93, psiXyl_old -3018.45 size 172, errRatio flux 0.0405338, outputFlux -0.000360633, outputFlux_old -0.000346016, errFlux(5) 0.0480353, sum(errFlux(7)) 1.47198
34, ot 2, errPsi(0) 0.0320531, psiXyl -3104.9, psiXyl_old -3008.84 size 172, errRatio flux 0.0405099, outputFlux -0.000359288, outputFlux_old -0.000344734, errFlux(5) 0.0480353, sum(errFlux(7)) 1.5142
35, ot 2, errPsi(0) 0.0320531, psiXyl -3094.98, psiXyl_old -2999.33 size 172, errRatio flux 0.0457787, outputFlux -0.0211202, outputFlux_old -0.0201533, errFlux(5) 0.0480353, sum(errFlux(7)) 1.56218
36, ot 2, errPsi(0) 0.0320531, psiXyl -3089.63, psiXyl_old -2994.18 size 172, errRatio flux 0.0405488, outputFlux -0.0003605, outputFlux_old -0.000345882, errFlux(5) 0.0480353, sum(errFlux(7)) 1.60444
37, ot 2, errPsi(0) 0.0320531, psiXyl -3104.81, psiXyl_old -3008.75 size 172, errRatio flux 0.0405473, outputFlux -0.000358957, outputFlux_old -0.000344402, errFlux(5) 0.0480353, sum(errFlux(7)) 1.6467
38, ot 2, errPsi(0) 0.0320531, psiXyl -3094.85, psiXyl_old -2999.21 size 172, errRatio flux 0.0458417, outputFlux -0.0210911, outputFlux_old -0.0201243, errFlux(5) 0.0480441, sum(errFlux(7)) 1.69474
39, ot 2, errPsi(0) 0.0320531, psiXyl -3089.41, psiXyl_old -2993.97 size 172, errRatio flux 0.0402965, outputFlux -0.000732189, outputFlux_old -0.000702685, errFlux(5) 0.0480441, sum(errFlux(7)) 1.73673
40, ot 2, errPsi(0) 0.0320531, psiXyl -3110.14, psiXyl_old -3013.84 size 172, errRatio flux 0.0405683, outputFlux -0.000359687, outputFlux_old -0.000345095, errFlux(5) 0.0480441, sum(errFlux(7)) 1.77902
41, ot 2, errPsi(0) 0.0320531, psiXyl -3099.9, psiXyl_old -3004.01 size 172, errRatio flux 0.044641, outputFlux -0.0217137, outputFlux_old -0.0207444, errFlux(5) 0.0480441, sum(errFlux(7)) 1.82574
42, ot 2, errPsi(0) 0.0320531, psiXyl -3094.36, psiXyl_old -2998.67 size 172, errRatio flux 0.0404958, outputFlux -0.000360331, outputFlux_old -0.000345739, errFlux(5) 0.0480441, sum(errFlux(7)) 1.86795
43, ot 2, errPsi(0) 0.0320531, psiXyl -3100.67, psiXyl_old -3004.77 size 172, errRatio flux 0.0458563, outputFlux -0.0211382, outputFlux_old -0.0201689, errFlux(5) 0.0480602, sum(errFlux(7)) 1.91601
44, ot 2, errPsi(0) 0.0320531, psiXyl -3095.25, psiXyl_old -2999.56 size 172, errRatio flux 0.0402995, outputFlux -0.000730926, outputFlux_old -0.00070147, errFlux(5) 0.0480602, sum(errFlux(7)) 1.958
45, ot 2, errPsi(0) 0.0320531, psiXyl -3106.01, psiXyl_old -3009.85 size 172, errRatio flux 0.0408232, outputFlux -0.000356903, outputFlux_old -0.000342333, errFlux(5) 0.0480602, sum(errFlux(7)) 2.00056
46, ot 2, errPsi(0) 0.0320531, psiXyl -3095.91, psiXyl_old -3000.16 size 172, errRatio flux 0.0451503, outputFlux -0.0214365, outputFlux_old -0.0204686, errFlux(5) 0.0480602, sum(errFlux(7)) 2.04785
47, ot 2, errPsi(0) 0.0320531, psiXyl -3090.42, psiXyl_old -2994.88 size 172, errRatio flux 0.0406392, outputFlux -0.00035852, outputFlux_old -0.00034395, errFlux(5) 0.0480602, sum(errFlux(7)) 2.09021
48, ot 2, errPsi(0) 0.0320531, psiXyl -3095.87, psiXyl_old -3000.13 size 172, errRatio flux 0.0450258, outputFlux -0.0214958, outputFlux_old -0.0205279, errFlux(5) 0.0480602, sum(errFlux(7)) 2.13736
49, ot 2, errPsi(0) 0.0320531, psiXyl -3090.42, psiXyl_old -2994.88 size 172, errRatio flux 0.0403373, outputFlux -0.000729251, outputFlux_old -0.000699835, errFlux(5) 0.0480602, sum(errFlux(7)) 2.17939
50, ot 2, errPsi(0) 0.0320531, psiXyl -3102.51, psiXyl_old -3006.46 size 172, errRatio flux 0.0407663, outputFlux -0.00035697, outputFlux_old -0.000342417, errFlux(5) 0.0480602, sum(errFlux(7)) 2.22189
51, ot 2, errPsi(0) 0.0320531, psiXyl -3092.59, psiXyl_old -2996.96 size 172, errRatio flux 0.0454538, outputFlux -0.0212676, outputFlux_old -0.0203009, errFlux(5) 0.0480602, sum(errFlux(7)) 2.2695
52, ot 2, errPsi(0) 0.0320531, psiXyl -3087.14, psiXyl_old -2991.71 size 172, errRatio flux 0.0406483, outputFlux -0.000358006, outputFlux_old -0.000343454, errFlux(5) 0.0480602, sum(errFlux(7)) 2.31188
53, ot 2, errPsi(0) 0.0320531, psiXyl -3092.97, psiXyl_old -2997.34 size 172, errRatio flux 0.0458059, outputFlux -0.0211041, outputFlux_old -0.0201374, errFlux(5) 0.0480602, sum(errFlux(7)) 2.35988
54, ot 2, errPsi(0) 0.0320531, psiXyl -3087.85, psiXyl_old -2992.42 size 172, errRatio flux 0.0403451, outputFlux -0.000728336, outputFlux_old -0.000698952, errFlux(5) 0.0480602, sum(errFlux(7)) 2.40192
