psi err 

0, ot 2, errPsi(0) 0.0742867, psiXyl -2910.22, psiXyl_old -2708.98 size 172, errRatio flux 0.0918158, outputFlux -0.000669794, outputFlux_old -0.000608296, errFlux(5) 0.101098, sum(errFlux(7)) 0.101098
1, ot 2, errPsi(0) 0.0742867, psiXyl -2903.05, psiXyl_old -2702.46 size 172, errRatio flux 0.0921701, outputFlux -0.000329723, outputFlux_old -0.000299333, errFlux(5) 0.101528, sum(errFlux(7)) 0.202626
2, ot 2, errPsi(0) 0.0742867, psiXyl -2893.51, psiXyl_old -2693.8 size 172, errRatio flux 0.0921536, outputFlux -0.000328344, outputFlux_old -0.000298086, errFlux(5) 0.101528, sum(errFlux(7)) 0.304134
3, ot 2, errPsi(0) 0.0742867, psiXyl -2884.16, psiXyl_old -2685.33 size 172, errRatio flux 0.0923868, outputFlux -0.000326102, outputFlux_old -0.000295974, errFlux(5) 0.101791, sum(errFlux(7)) 0.405925
4, ot 2, errPsi(0) 0.0742867, psiXyl -2874.88, psiXyl_old -2676.9 size 172, errRatio flux 0.102326, outputFlux -0.0195583, outputFlux_old -0.017557, errFlux(5) 0.113991, sum(errFlux(7)) 0.519916
5, ot 2, errPsi(0) 0.0742867, psiXyl -2869.75, psiXyl_old -2672.19 size 172, errRatio flux 0.0921618, outputFlux -0.000329753, outputFlux_old -0.000299362, errFlux(5) 0.113991, sum(errFlux(7)) 0.621434
6, ot 2, errPsi(0) 0.0742867, psiXyl -2893.77, psiXyl_old -2694.07 size 172, errRatio flux 0.0921414, outputFlux -0.000328388, outputFlux_old -0.000298129, errFlux(5) 0.113991, sum(errFlux(7)) 0.722927
7, ot 2, errPsi(0) 0.0742867, psiXyl -2884.82, psiXyl_old -2685.99 size 172, errRatio flux 0.0921467, outputFlux -0.000326951, outputFlux_old -0.000296824, errFlux(5) 0.113991, sum(errFlux(7)) 0.824426
8, ot 2, errPsi(0) 0.0742867, psiXyl -2875.82, psiXyl_old -2677.84 size 172, errRatio flux 0.106042, outputFlux -0.0188731, outputFlux_old -0.0168717, errFlux(5) 0.11862, sum(errFlux(7)) 0.943047
9, ot 2, errPsi(0) 0.0742867, psiXyl -2870.93, psiXyl_old -2673.37 size 172, errRatio flux 0.091831, outputFlux -0.000667592, outputFlux_old -0.000606286, errFlux(5) 0.11862, sum(errFlux(7)) 1.04416
10, ot 2, errPsi(0) 0.0742867, psiXyl -2896.4, psiXyl_old -2696.42 size 172, errRatio flux 0.0921143, outputFlux -0.000328941, outputFlux_old -0.000298641, errFlux(5) 0.11862, sum(errFlux(7)) 1.14562
11, ot 2, errPsi(0) 0.0742867, psiXyl -2887.27, psiXyl_old -2688.16 size 172, errRatio flux 0.0921789, outputFlux -0.000327277, outputFlux_old -0.000297109, errFlux(5) 0.11862, sum(errFlux(7)) 1.24716
