psi err 

0, ot 2, errPsi(0) 0.407044, psiXyl -2011.36, psiXyl_old -1429.5 size 172, errRatio flux 0.450036, outputFlux -0.000395111, outputFlux_old -0.000217297, errFlux(5) 0.818301, sum(errFlux(7)) 0.818301
1, ot 2, errPsi(0) 0.407044, psiXyl -2007.13, psiXyl_old -1427.16 size 172, errRatio flux 0.452988, outputFlux -0.000193982, outputFlux_old -0.00010611, errFlux(5) 0.828113, sum(errFlux(7)) 1.64641
2, ot 2, errPsi(0) 0.407044, psiXyl -2001.52, psiXyl_old -1424.1 size 172, errRatio flux 0.45285, outputFlux -0.000193194, outputFlux_old -0.000105706, errFlux(5) 0.828113, sum(errFlux(7)) 2.47407
3, ot 2, errPsi(0) 0.407044, psiXyl -1996.04, psiXyl_old -1421.13 size 172, errRatio flux 0.454801, outputFlux -0.000191535, outputFlux_old -0.000104425, errFlux(5) 0.834192, sum(errFlux(7)) 3.30826
4, ot 2, errPsi(0) 0.407044, psiXyl -1990.57, psiXyl_old -1418.12 size 172, errRatio flux 0.544921, outputFlux -0.0106192, outputFlux_old -0.00483259, errFlux(5) 1.19742, sum(errFlux(7)) 4.50568
5, ot 2, errPsi(0) 0.407044, psiXyl -1987.33, psiXyl_old -1416.11 size 172, errRatio flux 0.452919, outputFlux -0.000194011, outputFlux_old -0.00010614, errFlux(5) 1.19742, sum(errFlux(7)) 5.33356
6, ot 2, errPsi(0) 0.407044, psiXyl -2001.78, psiXyl_old -1424.36 size 172, errRatio flux 0.452748, outputFlux -0.000193238, outputFlux_old -0.00010575, errFlux(5) 1.19742, sum(errFlux(7)) 6.16087
7, ot 2, errPsi(0) 0.407044, psiXyl -1996.7, psiXyl_old -1421.79 size 172, errRatio flux 0.452792, outputFlux -0.000192385, outputFlux_old -0.000105275, errFlux(5) 1.19742, sum(errFlux(7)) 6.98833
8, ot 2, errPsi(0) 0.407044, psiXyl -1991.52, psiXyl_old -1419.07 size 172, errRatio flux 0.582508, outputFlux -0.00993401, outputFlux_old -0.00414737, errFlux(5) 1.39526, sum(errFlux(7)) 8.38359
9, ot 2, errPsi(0) 0.407044, psiXyl -1988.52, psiXyl_old -1417.29 size 172, errRatio flux 0.450162, outputFlux -0.000393766, outputFlux_old -0.000216508, errFlux(5) 1.39526, sum(errFlux(7)) 9.20231
10, ot 2, errPsi(0) 0.407044, psiXyl -2003.15, psiXyl_old -1424.91 size 172, errRatio flux 0.452521, outputFlux -0.000193604, outputFlux_old -0.000105994, errFlux(5) 1.39526, sum(errFlux(7)) 10.0289
11, ot 2, errPsi(0) 0.407044, psiXyl -1997.93, psiXyl_old -1422.23 size 172, errRatio flux 0.453061, outputFlux -0.00019253, outputFlux_old -0.000105302, errFlux(5) 1.39526, sum(errFlux(7)) 10.8572
12, ot 2, errPsi(0) 0.407044, psiXyl -1992.59, psiXyl_old -1419.38 size 172, errRatio flux 0.453368, outputFlux -0.000191569, outputFlux_old -0.000104718, errFlux(5) 1.39526, sum(errFlux(7)) 11.6866
13, ot 2, errPsi(0) 0.407044, psiXyl -1987.3, psiXyl_old -1416.55 size 172, errRatio flux 0.55031, outputFlux -0.0104839, outputFlux_old -0.00471452, errFlux(5) 1.39526, sum(errFlux(7)) 12.9104
14, ot 2, errPsi(0) 0.407044, psiXyl -1984.14, psiXyl_old -1414.62 size 172, errRatio flux 0.449423, outputFlux -0.000194938, outputFlux_old -0.000107328, errFlux(5) 1.39526, sum(errFlux(7)) 13.7266
15, ot 2, errPsi(0) 0.407044, psiXyl -1997.69, psiXyl_old -1421.98 size 172, errRatio flux 0.449453, outputFlux -0.000194075, outputFlux_old -0.000106848, errFlux(5) 1.39526, sum(errFlux(7)) 14.543
16, ot 2, errPsi(0) 0.407044, psiXyl -1992.3, psiXyl_old -1419.09 size 172, errRatio flux 0.454339, outputFlux -0.000191159, outputFlux_old -0.000104308, errFlux(5) 1.39526, sum(errFlux(7)) 15.3757
17, ot 2, errPsi(0) 0.407044, psiXyl -1987.15, psiXyl_old -1416.4 size 172, errRatio flux 0.567967, outputFlux -0.010158, outputFlux_old -0.00438861, errFlux(5) 1.39526, sum(errFlux(7)) 16.6903
18, ot 2, errPsi(0) 0.407044, psiXyl -1984.08, psiXyl_old -1414.55 size 172, errRatio flux 0.449736, outputFlux -0.000393024, outputFlux_old -0.000216267, errFlux(5) 1.39526, sum(errFlux(7)) 17.5076
19, ot 2, errPsi(0) 0.407044, psiXyl -1999.5, psiXyl_old -1422.81 size 172, errRatio flux 0.449481, outputFlux -0.000194395, outputFlux_old -0.000107018, errFlux(5) 1.39526, sum(errFlux(7)) 18.3241
20, ot 2, errPsi(0) 0.407044, psiXyl -1994.26, psiXyl_old -1420.07 size 172, errRatio flux 0.453876, outputFlux -0.000191682, outputFlux_old -0.000104682, errFlux(5) 1.39526, sum(errFlux(7)) 19.1552
21, ot 2, errPsi(0) 0.407044, psiXyl -1989.54, psiXyl_old -1417.82 size 172, errRatio flux 0.578055, outputFlux -0.00999781, outputFlux_old -0.00421853, errFlux(5) 1.39526, sum(errFlux(7)) 20.5251
22, ot 2, errPsi(0) 0.407044, psiXyl -1986.64, psiXyl_old -1416.14 size 172, errRatio flux 0.449526, outputFlux -0.000194376, outputFlux_old -0.000106999, errFlux(5) 1.39526, sum(errFlux(7)) 21.3417
23, ot 2, errPsi(0) 0.407044, psiXyl -1994.26, psiXyl_old -1420.07 size 172, errRatio flux 0.44947, outputFlux -0.000193561, outputFlux_old -0.000106561, errFlux(5) 1.39526, sum(errFlux(7)) 22.1582
24, ot 2, errPsi(0) 0.407044, psiXyl -1989.25, psiXyl_old -1417.53 size 172, errRatio flux 0.583566, outputFlux -0.00990338, outputFlux_old -0.0041241, errFlux(5) 1.40134, sum(errFlux(7)) 23.5595
25, ot 2, errPsi(0) 0.407044, psiXyl -1986.23, psiXyl_old -1415.73 size 172, errRatio flux 0.449832, outputFlux -0.000391944, outputFlux_old -0.000215635, errFlux(5) 1.40134, sum(errFlux(7)) 24.3771
26, ot 2, errPsi(0) 0.407044, psiXyl -1996.12, psiXyl_old -1420.81 size 172, errRatio flux 0.454837, outputFlux -0.000191647, outputFlux_old -0.000104479, errFlux(5) 1.40134, sum(errFlux(7)) 25.2115
27, ot 2, errPsi(0) 0.407044, psiXyl -1991.2, psiXyl_old -1418.39 size 172, errRatio flux 0.455838, outputFlux -0.000190401, outputFlux_old -0.000103609, errFlux(5) 1.40134, sum(errFlux(7)) 26.0491
28, ot 2, errPsi(0) 0.407044, psiXyl -1985.98, psiXyl_old -1415.62 size 172, errRatio flux 0.562186, outputFlux -0.0102555, outputFlux_old -0.00448998, errFlux(5) 1.40134, sum(errFlux(7)) 27.3332
29, ot 2, errPsi(0) 0.407044, psiXyl -1982.83, psiXyl_old -1413.69 size 172, errRatio flux 0.449623, outputFlux -0.000193869, outputFlux_old -0.000106701, errFlux(5) 1.40134, sum(errFlux(7)) 28.1502
30, ot 2, errPsi(0) 0.407044, psiXyl -1990.89, psiXyl_old -1418.08 size 172, errRatio flux 0.449494, outputFlux -0.000193088, outputFlux_old -0.000106296, errFlux(5) 1.40134, sum(errFlux(7)) 28.9667
31, ot 2, errPsi(0) 0.407044, psiXyl -1985.76, psiXyl_old -1415.41 size 172, errRatio flux 0.583993, outputFlux -0.00987252, outputFlux_old -0.00410704, errFlux(5) 1.4038, sum(errFlux(7)) 30.3705
32, ot 2, errPsi(0) 0.407044, psiXyl -1982.77, psiXyl_old -1413.63 size 172, errRatio flux 0.449961, outputFlux -0.000390954, outputFlux_old -0.00021504, errFlux(5) 1.4038, sum(errFlux(7)) 31.1885
33, ot 2, errPsi(0) 0.407044, psiXyl -1993.05, psiXyl_old -1418.94 size 172, errRatio flux 0.456255, outputFlux -0.000190651, outputFlux_old -0.000103666, errFlux(5) 1.4038, sum(errFlux(7)) 32.0276
34, ot 2, errPsi(0) 0.407044, psiXyl -1987.88, psiXyl_old -1416.27 size 172, errRatio flux 0.455748, outputFlux -0.00019004, outputFlux_old -0.00010343, errFlux(5) 1.4038, sum(errFlux(7)) 32.865
35, ot 2, errPsi(0) 0.407044, psiXyl -1982.76, psiXyl_old -1413.59 size 172, errRatio flux 0.582494, outputFlux -0.0098772, outputFlux_old -0.00412379, errFlux(5) 1.4038, sum(errFlux(7)) 34.2602
36, ot 2, errPsi(0) 0.407044, psiXyl -1979.78, psiXyl_old -1411.84 size 172, errRatio flux 0.456576, outputFlux -0.000190517, outputFlux_old -0.000103532, errFlux(5) 1.4038, sum(errFlux(7)) 35.1004
37, ot 2, errPsi(0) 0.407044, psiXyl -1987.79, psiXyl_old -1416.17 size 172, errRatio flux 0.456544, outputFlux -0.000189708, outputFlux_old -0.000103098, errFlux(5) 1.4038, sum(errFlux(7)) 35.9404
38, ot 2, errPsi(0) 0.407044, psiXyl -1982.63, psiXyl_old -1413.47 size 172, errRatio flux 0.584211, outputFlux -0.00984817, outputFlux_old -0.00409476, errFlux(5) 1.40507, sum(errFlux(7)) 37.3455
