% Model:              rhizosphere_equilibrium.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jan 27 2020, 10:14
% Dimension:          1
% Nodes:              1981
% Expressions:        15
% Description:        Abhängige Variable c
% R                       c (g/cm^3) @ t=0         c (g/cm^3) @ t=86400     c (g/cm^3) @ t=1.728E5   c (g/cm^3) @ t=2.592E5   c (g/cm^3) @ t=3.456E5   c (g/cm^3) @ t=4.32E5    c (g/cm^3) @ t=5.184E5   c (g/cm^3) @ t=6.048E5   c (g/cm^3) @ t=6.912E5   c (g/cm^3) @ t=7.776E5   c (g/cm^3) @ t=8.64E5    c (g/cm^3) @ t=9.504E5   c (g/cm^3) @ t=1.0368E6  c (g/cm^3) @ t=1.1232E6  c (g/cm^3) @ t=1.2096E6
0.029999999999999978      0.0010000000002929111    3.6045642184365397E-4    2.9767741358289383E-4    2.6805833503609934E-4    2.4973238286821154E-4    2.3682202843388226E-4    2.2709179196509047E-4    2.193530714636883E-4     2.1296628502872808E-4    2.0760056300591636E-4    2.030008249799083E-4     1.9898918116103168E-4    1.9544050641526529E-4    1.922672901351214E-4     1.8940374148665768E-4
0.030999999999999975      0.0010000000000402883    3.885750082476961E-4     3.21222627948401E-4      2.893531346551907E-4     2.696120397365104E-4     2.556965396785249E-4     2.4520440727690817E-4    2.3685776667431267E-4    2.299681438542114E-4     2.2417898314454704E-4    2.192156433907367E-4     2.1488652855833996E-4    2.110567597799628E-4     2.0763198285191499E-4    2.0454127738561473E-4
0.03199999999999997       0.001000000000005411     4.156063325809306E-4     3.439464490468064E-4     3.099304644898248E-4     2.8883312479808946E-4    2.7395200491038075E-4    2.627267224422218E-4     2.537945473395711E-4     2.4642029126380335E-4    2.4022274559948103E-4    2.349085602992617E-4     2.30273012173409E-4      2.2617184960612227E-4    2.2250413561673352E-4    2.1919401973067974E-4
0.032999999999999974      0.001000000000000714     4.4159909859262575E-4    3.6589201143395685E-4    3.2983017711214145E-4    3.0743324389298694E-4    2.916243592846461E-4     2.79693365741408E-4      2.7019697859152514E-4    2.623554013186681E-4     2.557637645143636E-4     2.501108309268416E-4     2.4517930784071477E-4    2.4081593592751457E-4    2.3691344469044796E-4    2.3339124435788847E-4
0.03399999999999997       0.0010000000000000928    4.665977953576829E-4     3.870985379760415E-4     3.4908850720830097E-4    3.254465955661353E-4     3.0874628781539564E-4    2.9613583821337815E-4    2.860955977369062E-4     2.7780320322988737E-4    2.70831079839128E-4      2.648508973734319E-4     2.59633331777283E-4      2.550164666895593E-4     2.508869369131581E-4     2.471595962848155E-4
0.03499999999999996       0.001000000000000012     4.906432488378133E-4     4.076018090456777E-4     3.677384979124079E-4     3.429043700216495E-4     3.2534760472181486E-4    3.1208287804770956E-4    3.0151826667236477E-4    2.927908238394276E-4     2.854511914213278E-4     2.7915471548987486E-4    2.7366056114227295E-4    2.687984927121059E-4     2.6444927965246887E-4    2.605233951267836E-4
0.03599999999999996       0.0010000000000000013    5.137730943300041E-4     4.274345653858969E-4     3.858103669848147E-4     3.598350918139148E-4     3.414555792909276E-4     3.2756077360890276E-4    3.1649047462626266E-4    3.0734308183268555E-4    2.996483460143025E-4     2.9304603568673464E-4    2.8728430942494753E-4    2.82184938271055E-4      2.776230470785926E-4     2.7350489747978416E-4
0.036999999999999963      0.0010000000000000002    5.360221817083027E-4     4.466268555366051E-4     4.033318227272402E-4     3.7626491552973944E-4    3.5709521705402854E-4    3.4259363354153404E-4    3.310355993967878E-4     3.2148274162106886E-4    3.1344478494539337E-4    3.06546645254946E-4      3.005259640894498E-4     2.9519683459709956E-4    2.9042894994799854E-4    2.861245233464962E-4
0.037999999999999964      0.001                    5.57422924305129E-4      4.652063366774233E-4     4.203283376788973E-4     3.9221788198710747E-4    3.7228950343085477E-4    3.5720362082709704E-4    3.451751337303697E-4     3.3523073335052056E-4    3.268609587413816E-4     3.196765783588854E-4     3.1340519251760613E-4    3.078535222269989E-4     3.028860347362434E-4     2.984010523603863E-4
0.038999999999999965      0.001                    5.780056004838899E-4     4.8319853612723425E-4    4.368233866739474E-4     4.07716141106804E-4      3.870596156939965E-4     3.714111564134128E-4     3.5892888227577506E-4    3.486063443175665E-4     3.3991571386289825E-4    3.324542987419247E-4     3.259401211921659E-4     3.201728270632337E-4     3.1501185689830353E-4    3.103517945161581E-4
0.039999999999999966      0.001                    5.97798614788095E-4      5.0062707945992E-4       4.5283865467347814E-4    4.227801465214145E-4     4.0142510806824995E-4    3.8523509704085034E-4    3.7231513358557984E-4    3.616273861380658E-4     3.52626455786215E-4      3.4489685929100703E-4    3.381474921866827E-4     3.321712141370662E-4     3.2682263218766457E-4    3.219927392801659E-4
0.04099999999999997       0.001                    6.168287242417185E-4     5.175138901684983E-4     4.683942188488053E-4     4.374288261102321E-4     4.154040739469404E-4     3.986928910899271E-4     3.8535081086344585E-4    3.743103412625003E-4     3.6500929193796226E-4    3.5702004188983665E-4    3.500428003252122E-4     3.438639223792924E-4     3.3833336928572533E-4    3.333386862847075E-4
0.04199999999999997       0.001                    6.351212346606286E-4     5.338793649778233E-4     4.8350870863715086E-4    4.516797319415951E-4     4.2901328853515227E-4    4.118007156294131E-4     3.980516045315144E-4     3.866704918251868E-4     3.7707915739680403E-4    3.6883848041157616E-4    3.616404138075083E-4     3.55265083145457E-4      3.49557986444456E-4      3.444033602695123E-4
0.04299999999999996       0.001                    6.527001711785329E-4     5.497425282287172E-4     4.981994468773517E-4     4.655491725303374E-4     4.4226833468430734E-4    4.245735973201664E-4     4.1043208918563665E-4    3.9872203332254693E-4    3.888499257959453E-4     3.8036576923223083E-4    3.7295368063480197E-4    3.663878247897422E-4     3.6050941439992953E-4    3.5519951249497517E-4
0.04399999999999996       0.001                    6.695884265388811E-4     5.651211682038535E-4     5.12482574632756E-4      4.7905232984979434E-4    4.551837142373941E-4     4.3702551940242917E-4    4.225058270927655E-4     4.104781752138807E-4     4.003345074685577E-4     3.91614559262583E-4      3.839950227953483E-4     3.7724436521245364E-4    3.711996874509496E-4     3.657390104936046E-4
0.04499999999999996       0.001                    6.858078901053719E-4     5.800319578139741E-4     5.2637316189803E-4       4.922033631537866E-4     4.677729468390893E-4     4.4916951664370164E-4    4.342854600457969E-4     4.2195123020864723E-4    4.115449365568443E-4     4.025966431821648E-4     3.9477601986065956E-4    3.878460940031375E-4     3.8164002429894424E-4    3.7603291773248467E-4
0.04599999999999996       0.001                    7.01379560026576E-4      5.944905616921269E-4     5.398853060484234E-4     5.050155013475779E-4     4.800486578641676E-4     4.610177598353753E-4     4.457827911117466E-4     4.3315269373274753E-4    4.224924485406586E-4     4.1332303129968105E-4    4.0530748338926594E-4    3.982036455517522E-4     3.9184089999967544E-4    3.8609156451751544E-4
0.04699999999999996       0.001                    7.163236406071546E-4     6.085117314369217E-4     5.530322196100844E-4     5.175011253848222E-4     4.920226568685361E-4     4.72581631187094E-4      4.57008857577828E-4      4.440933148415383E-4     4.331875494223256E-4     4.2380401924978846E-4    4.155995233245085E-4     4.083269642936514E-4     4.0181211017394525E-4    3.959246112698203E-4
0.04799999999999996       0.001                    7.306596266867913E-4     6.221093904902129E-4     5.658263086972819E-4     5.296718419497168E-4     5.037060077601408E-4     4.8387179176892443E-4    4.6797399620764974E-4    4.547831596603922E-4     4.436400776220141E-4     4.340492485577804E-4     4.2566160739796475E-4    4.182253630823018E-4     4.115628284553789E-4     4.0554110513808724E-4
0.04899999999999996       0.001                    7.444063766337636E-4     6.352967099205565E-4     5.782792432680625E-4     5.415385495017077E-4     5.151090917140812E-4     4.94898241985327E-4      4.786879017591631E-4     4.652316682775648E-4     4.5385925948577253E-4    4.4406776095479964E-4    4.3550261440405383E-4    4.2790757554015427E-4    4.2110165801216977E-4    4.1494953077147404E-4
0.04999999999999996       0.001                    7.575821753624826E-4     6.480861762042346E-4     5.904020201869802E-4     5.531114976076523E-4     5.26241663711316E-4      5.056703759257037E-4     4.891596795813319E-4     4.7544770588328557E-4    4.638537591807208E-4     4.5386804720133866E-4    4.451308820889384E-4     4.37381803117805E-4      4.3043667786128986E-4    4.2415785596107056E-4
