% Model:              rhizosphere_equilibrium.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jan 30 2020, 13:50
% Dimension:          1
% Nodes:              1981
% Expressions:        15
% Description:        Abhängige Variable c
% R                       c (g/cm^3) @ t=0         c (g/cm^3) @ t=86400     c (g/cm^3) @ t=1.728E5   c (g/cm^3) @ t=2.592E5   c (g/cm^3) @ t=3.456E5   c (g/cm^3) @ t=4.32E5    c (g/cm^3) @ t=5.184E5   c (g/cm^3) @ t=6.048E5   c (g/cm^3) @ t=6.912E5   c (g/cm^3) @ t=7.776E5   c (g/cm^3) @ t=8.64E5    c (g/cm^3) @ t=9.504E5   c (g/cm^3) @ t=1.0368E6  c (g/cm^3) @ t=1.1232E6  c (g/cm^3) @ t=1.2096E6
0.029999999999999978      9.850330614660306E-4     1.0802681146811289E-4    9.923340172682664E-5     9.452298180484333E-5     9.099831186053812E-5     8.79042973447357E-5      8.500602249936941E-5     8.22266691194301E-5      7.954755214746951E-5     7.695892375645313E-5     7.445515058666662E-5     7.203168488726295E-5     6.968702437522626E-5     6.741856301573223E-5     6.522429025184572E-5
0.030999999999999975      9.90660211048841E-4      1.1667105874829149E-4    1.0717410410756461E-4    1.0208677934902977E-4    9.828007033166782E-5     9.493847257260455E-5     9.180827597650529E-5     8.880651667158029E-5     8.591301458888032E-5     8.311724198262412E-5     8.041311477077111E-5     7.779572131759792E-5     7.526343911053411E-5     7.281345357831299E-5     7.044359326760665E-5
0.03199999999999997       9.941950478093555E-4     1.250413827725259E-4     1.1486320495034556E-4    1.0941092455969345E-4    1.0533111472261396E-4    1.0174977873882115E-4    9.839500870878799E-5     9.517789019691106E-5     9.207679554084428E-5     8.908044181738051E-5     8.618230852038072E-5     8.337713166674139E-5     8.066317231930117E-5     7.803741397770956E-5     7.549752938725686E-5
0.032999999999999974      9.964046266512992E-4     1.331546205468105E-4     1.2231617205692377E-4    1.1651015134954492E-4    1.1216562963445309E-4    1.0835191818748062E-4    1.0477947127118316E-4    1.013536070335487E-4     9.8051294726808E-5       9.486051947366223E-5     9.177433776484216E-5     8.878714409886731E-5     8.589708668456481E-5     8.310095329364276E-5     8.039626565148374E-5
0.03399999999999997       9.977799683103508E-4     1.410261017624952E-4     1.2954708854965018E-4    1.2339787466462794E-4    1.1879652987996184E-4    1.1475736664678902E-4    1.1097372806490263E-4    1.0734533712879719E-4    1.0384780186374192E-4    1.0046839727964805E-4    9.719976948639331E-5     9.403598164807235E-5     9.0975072476668E-5       8.80136398472371E-5      8.514905896125335E-5
0.03499999999999996       9.986329042573992E-4     1.486698235346451E-4     1.3656881339134863E-4    1.3008634338596028E-4    1.25235607684106E-4      1.2097751542474106E-4    1.1698879482481097E-4    1.131637360506205E-4     1.0947662533983439E-4    1.0591404816903348E-4    1.0246825216028862E-4    9.913297873825586E-5     9.590616028037044E-5     9.278421025862496E-5     8.976436158591623E-5
0.03599999999999996       9.991601663752853E-4     1.560986005287863E-4     1.433931192963291E-4     1.3658677169534698E-4    1.3149365915170286E-4    1.2702279357688903E-4    1.2283475675925235E-4    1.1881855926478809E-4    1.1494720276825233E-4    1.112066026371626E-4     1.0758861923123114E-4    1.0408668129146327E-4    1.0069861784462587E-4    9.742066314405766E-5     9.424991181075767E-5
0.036999999999999963      9.994851836412231E-4     1.6332419452236424E-4    1.500308117495853E-4     1.429094524459983E-4     1.375805934108717E-4     1.3290277333892326E-4    1.2852087050646143E-4    1.243187607577318E-4     1.2026819639666259E-4    1.1635444104574258E-4    1.1256897841505583E-4    1.089049331228596E-4     1.0536003366536458E-4    1.0193033997789091E-4    9.861281216716796E-5
0.037999999999999964      9.996850291836361E-4     1.7035742669174465E-4    1.5649183215721602E-4    1.4906385541751444E-4    1.435055272044598E-4     1.3862626150199856E-4    1.3405565249719162E-4    1.296725785100864E-4     1.2544757579586804E-4    1.2136527362063508E-4    1.174167890938807E-4     1.1359495081672005E-4    1.0989738942424081E-4    1.0631999517329693E-4    1.0285959723243713E-4
0.038999999999999965      9.998076340400023E-4     1.772082753171251E-4     1.627853476013435E-4     1.550587128111233E-4     1.4927686719749293E-4    1.442013789217402E-4     1.394469558422679E-4     1.3488760887033494E-4    1.304926898102071E-4     1.2624621006085293E-4    1.221389296604527E-4     1.1816338887876285E-4    1.1431712302023125E-4    1.1059585706205052E-4    1.0699629262483131E-4
0.039999999999999966      9.998827004693144E-4     1.8388596112051293E-4    1.6891982923442544E-4    1.6090209392349337E-4    1.5490238186669197E-4    1.4963562996352602E-4    1.4470203748821972E-4    1.3997087151473273E-4    1.354103294009494E-4     1.3100382033691302E-4    1.2674175633849285E-4    1.226163966419315E-4     1.186251836231115E-4     1.1476368115589792E-4    1.1102846653146376E-4
0.04099999999999997       9.99928577397199E-4      1.9039902206899524E-4    1.7490312099608966E-4    1.6660147060236217E-4    1.603892645155221E-4     1.549359633750344E-4     1.498276170828263E-4     1.4492886638819467E-4    1.4020678273193198E-4    1.3564418798388156E-4    1.3123115474191136E-4    1.2695966814739164E-4    1.228270799308067E-4     1.1882879683302805E-4    1.1496127487526117E-4
0.04199999999999997       9.99956568975695E-4      1.9675537916643266E-4    1.8074250005167854E-4    1.7216377481676673E-4    1.6574418869786056E-4    1.6010882582551591E-4    1.548299287491737E-4     1.4976762378555308E-4    1.4488788361906692E-4    1.4017295697424191E-4    1.3561258522271977E-4    1.311984860163995E-4     1.2692792261321286E-4    1.2279614840025746E-4    1.1879950104069727E-4
0.04299999999999996       9.999736223107994E-4     2.0296239450581587E-4    1.8644473012121402E-4    1.7759544945511227E-4    1.7097335712201544E-4    1.651602091470853E-4     1.5971476676937164E-4    1.5449274854161156E-4    1.4945905428059207E-4    1.445953730769723E-4     1.3989112288453478E-4    1.3533776016139292E-4    1.309324617632272E-4     1.2667033132494988E-4    1.2254759092647212E-4
0.04399999999999996       9.999839975105864E-4     2.090269226497701E-4     1.920161086794032E-4     1.829024932851635E-4     1.7608254493434628E-4    1.700956921467082E-4     1.644875260179809E-4     1.5910945914256354E-4    1.5392534317415965E-4    1.4891632046334347E-4    1.4407149299744824E-4    1.3938206204813078E-4    1.3484512004364056E-4    1.3045562430290695E-4    1.2620968396968908E-4
0.04499999999999996       9.999903018322472E-4     2.149553562387645E-4     1.974625088530414E-4     1.8809050086309283E-4    1.810771381402727E-4     1.7492047772090484E-4    1.691532378530249E-4     1.6362262244351908E-4    1.5829145858319458E-4    1.531403542003125E-4     1.4815810243428448E-4    1.4333565510872163E-4    1.3867002211021047E-4    1.3415601772365777E-4    1.2978964068468388E-4
0.04599999999999996       9.999941281303819E-4     2.207536665881806E-4     2.0278941671502817E-4    1.9316469805761628E-4    1.8596216780387043E-4    1.7963942589256827E-4    1.7371660206356708E-4    1.680367845715294E-4     1.6256179851303502E-4    1.5727172917378746E-4    1.5215506765287745E-4    1.4720252181309616E-4    1.42411020801946E-4      1.377752390081945E-4     1.3329106717609377E-4
0.04699999999999996       9.999964479631457E-4     2.2642743992080618E-4    2.0800196456895032E-4    1.9812997375498259E-4    1.9074234057071978E-4    1.8425708329604534E-4    1.7818201538265393E-4    1.723561985062756E-4     1.667404773729855E-4     1.6131442590239505E-4    1.5606623967001697E-4    1.5098638783006844E-4    1.460717205157173E-4     1.4131677522268826E-4    1.3671733701656368E-4
0.04799999999999996       9.999978530612467E-4     2.319819097860347E-4     2.1310496073065252E-4    2.0299090822719964E-4    1.9542206597840874E-4    1.8877770955909087E-4    1.8255359699944317E-4    1.7658484875805643E-4    1.7083134985024573E-4    1.652721736345069E-4     1.5989522640703856E-4    1.546907436455915E-4     1.4965549812082793E-4    1.4478389331224842E-4    1.4007161082195776E-4
0.04899999999999996       9.999987033368996E-4     2.3742198613748276E-4    2.18102916240124E-4      2.0775179857626279E-4    2.000054809520616E-4     1.932053009655561E-4     1.8683521144172155E-4    1.8072647350214434E-4    1.7483803232308317E-4    1.6914847106458677E-4    1.6364541273218675E-4    1.5831886395275578E-4    1.531655217178617E-4     1.481796582491285E-4     1.4335685380889557E-4
0.04999999999999996       9.999992174324478E-4     2.4275228147403096E-4    2.2300006887575034E-4    2.1241668160877457E-4    2.044964718260706E-4     1.9754361172838984E-4    1.9103048914752592E-4    1.8478458447779828E-4    1.7876392211149626E-4    1.729466049574007E-4     1.67319978478908E-4      1.6187382508359803E-4    1.5660476750307888E-4    1.515069493481506E-4     1.4657585157915805E-4
0.05099999999999996       9.999995280200204E-4     2.47977134393156E-4      2.2780040479141041E-4    2.1698935444622682E-4    2.0889869418591728E-4    2.0179617315684576E-4    1.9514284500039613E-4    1.887624849174951E-4     1.8261221482227351E-4    1.7666966692863543E-4    1.7092191468052922E-4    1.6535852071535216E-4    1.5997603496342228E-4    1.5476847496708254E-4    1.497312243416115E-4
0.05199999999999996       9.999997155208354E-4     2.531006308580027E-4     2.3250767805333618E-4    2.2147339313472041E-4    2.1321559078402616E-4    2.059663109632039E-4     1.991754950654885E-4     1.9266328573583843E-4    1.8638592001043552E-4    1.803205685966864E-4     1.7445403822910027E-4    1.687756760521565E-4     1.6328196059660474E-4    1.5796678578010594E-4    1.5282543975366438E-4
0.052999999999999964      9.99999828636229E-4      2.581266234394498E-4     2.371254283167356E-4     2.258721694827317E-4     2.174504077497328E-4     2.1005716092160675E-4    2.031314717321325E-4     1.964899201770181E-4     1.900878753494502E-4     1.8390205529174856E-4    1.7791900513847357E-4    1.7212786065642872E-4    1.665250303248175E-4     1.6110428678743334E-4    1.558608245400068E-4
0.05399999999999996       9.99999896832162E-4      2.6305874876025057E-4    2.4165699685077492E-4    2.3018886632562358E-4    2.2160620928465713E-4    2.1407168306379807E-4    2.0701363744152727E-4    2.0024515709367058E-4    1.9372075947743996E-4    1.8741671848398247E-4    1.8131932256813438E-4    1.7541750008132892E-4    1.697075907485518E-4     1.6418324820279332E-4    1.5883957502574078E-4
0.05499999999999996       9.99999937921633E-4      2.679004433391536E-4     2.4610554109372884E-4    2.344264913900785E-4     2.256858910102026E-4     2.1801267457281185E-4    2.1082469715532354E-4    2.0393161300778738E-4    1.9728710366512188E-4    1.9086700707175844E-4    1.8465735974419403E-4    1.786468864362812E-4     1.728318593682089E-4     1.672058153423059E-4     1.617637667034027E-4
0.05599999999999995       9.999999626647026E-4     2.72654958007958E-4      2.5047404789717525E-4    2.3858788990979322E-4    2.29692192112876E-4      2.2188278151535917E-4    2.145672097011843E-4     2.075517630853274E-4     2.0078930243284444E-4    1.9425523765319452E-4    1.8793535789675414E-4    1.8181818800088413E-4    1.7589993388507377E-4    1.7017401762268908E-4    1.6463536293830482E-4
0.056999999999999953      9.9999997755632E-4       2.7732537105302693E-4    2.5476534559843047E-4    2.4267575612502124E-4    2.336277064150735E-4     2.2568450953621265E-4    2.1824359811457514E-4    2.1110795113986992E-4    2.0422962322830097E-4    1.9758360388893832E-4    1.9115543931808227E-4    1.849334579882483E-4     1.789138006794026E-4     1.7308977676336744E-4    1.6745622290368988E-4
0.057999999999999954      9.999999865142695E-4     2.819146002143379E-4     2.5898211504347577E-4    2.4669264378241596E-4    2.3749489248344003E-4    2.2942023362288784E-4    2.2185615908149582E-4    2.1460239876661293E-4    2.0761021526292378E-4    2.0085418505100884E-4    1.9431961563332487E-4    1.8799464254650337E-4    1.8187534255147768E-4    1.759549142755387E-4     1.7022810882605114E-4
0.058999999999999955      9.999999919002639E-4     2.8642541365922925E-4    2.6312689966799996E-4    2.5064097573768726E-4    2.41296082873495E-4      2.3309220703595753E-4    2.2540707157436325E-4    2.1803721369589374E-4    2.109331175932303E-4     2.0406895384115996E-4    1.9742979536451033E-4    1.9100358807659784E-4    1.8478634580120954E-4    1.7877115831132007E-4    1.7295269261135928E-4
0.059999999999999956      9.999999951371312E-4     2.908604400342151E-4     2.672021147315207E-4     2.545230527515307E-4     2.4503349259761105E-4    2.3670256948912406E-4    2.2889840476237753E-4    2.2141439744492635E-4    2.142002665232505E-4     2.072297835524187E-4     2.0048779085909328E-4    1.9396204793532403E-4    1.8764850671297643E-4    1.815401499374921E-4     1.7563156191461508E-4
0.06099999999999996       9.99999997081578E-4      2.9522217768628635E-4    2.712100557885613E-4     2.5834106155881993E-4    2.487092268933503E-4     2.402533546534382E-4     2.3233212526833008E-4    2.2473585233733485E-4    2.1741350239535054E-4    2.1033845463892258E-4    2.0349532464605121E-4    1.968716885845275E-4     1.904634375046741E-4     1.8426344889089494E-4    1.7826622570792412E-4
0.06199999999999996       9.999999982491633E-4     2.9951300313470756E-4    2.7515290647130603E-4    2.6209708228194984E-4    2.5232528836040865E-4    2.4374649705159146E-4    2.357101038355838E-4     2.2800338795215725E-4    2.2057457582911415E-4    2.1339666075177648E-4    2.0645403527536958E-4    1.9973409524052168E-4    1.9323267179323974E-4    1.8694253886603708E-4    1.808581193960105E-4
0.06299999999999996       9.999999989499923E-4     3.037351788652511E-4     2.7903274564981486E-4    2.657930952512824E-4     2.558835835267645E-4     2.471838384008219E-4     2.3903412146185224E-4    2.312187270570739E-4     2.236851534612548E-4     2.1640601429217686E-4    2.0936548269050187E-4    2.025507770716774E-4     1.959576696230583E-4     1.895788323798169E-4     1.8340860952260562E-4
0.06399999999999996       9.999999993705E-4        3.078908605108758E-4     2.8285155402860357E-4    2.694309872887024E-4     2.593859288979599E-4     2.5056713345652284E-4    2.4230587505014446E-4    2.343835110745889E-4     2.2674682323369763E-4    2.1936805152740908E-4    2.122311531779249E-4     2.0532317198687313E-4    1.986398220985463E-4     1.9217367525330614E-4    1.859189981063634E-4
0.06499999999999995       9.999999996227217E-4     3.1198210347591564E-4    2.866112202320076E-4     2.7301255750421846E-4    2.6283405653758205E-4    2.5389805540299324E-4    2.455269826217752E-4     2.3749930512460168E-4    2.2976109927185377E-4    2.2228423731037394E-4    2.150524639331184E-4     2.0805265105285634E-4    2.0128045565772683E-4    1.9472835074621037E-4    1.883905266407562E-4
0.06599999999999995       9.999999997739543E-4     3.1601086905474535E-4    2.903135464251499E-4     2.7653952265020807E-4    2.662296192218792E-4     2.5717820083280145E-4    2.4869898813156257E-4    2.4056760268216293E-4    2.3272942639061706E-4    2.251559694389513E-4     2.178307672781028E-4     2.1074052257450182E-4    2.0388083601967334E-4    1.9724408337581578E-4    1.9082437978872684E-4
0.06699999999999995       9.999999998646042E-4     3.1997903009052303E-4    2.9396025351240444E-4    2.800135220732059E-4     2.6957419520693007E-4    2.60409094351874E-4      2.5182336592108453E-4    2.4358982988512904E-4    2.3565318426166702E-4    2.2798458268768907E-4    2.2056735456196282E-4    2.1338803586837664E-4    2.0644217183524405E-4    1.9972204244888409E-4    1.9322168879962995E-4
0.06799999999999995       9.999999999189234E-4     3.2388837621488426E-4    2.975529859509029E-4     2.8343612229900624E-4    2.728692926427956E-4     2.6359219284357097E-4    2.5490152484216385E-4    2.4656734952283006E-4    2.3853369127217676E-4    2.3077135254094373E-4    2.2326345977253246E-4    2.1599638475686697E-4    2.089656180674732E-4     2.0216334533200504E-4    1.955835346731454E-4
0.06899999999999995       9.999999999514633E-4     3.277406187052863E-4     3.0109331621279743E-4    2.868088212831878E-4     2.7611635366557E-4       2.667288894216111E-4     2.5793481207946647E-4    2.495014647336816E-4     2.4137220810195015E-4    2.3351749865360965E-4    2.2592026288453416E-4    2.1856671080733745E-4    2.114522791252947E-4     2.0456906048331057E-4    1.9791095109231852E-4
0.06999999999999995       9.999999999709508E-4     3.3153739499300333E-4    3.045827489265931E-4     2.901330523559397E-4     2.7931675819513145E-4    2.6982051709870233E-4    2.609245166981719E-4     2.5239342243686653E-4    2.441699410432919E-4     2.3622418806295417E-4    2.2853889296691948E-4    2.2110010633833075E-4    2.13903211771889E-4      2.0694021026614872E-4    2.0020492714565758E-4
0.07099999999999995       9.999999999826183E-4     3.3528027285149474E-4    3.080227247248619E-4     2.934101878872019E-4     2.824718274636312E-4     2.728683521950657E-4     2.6387187294012643E-4    2.5524441652070845E-4    2.4692804508549766E-4    2.388925381727325E-4     2.3112043106990197E-4    2.2359761721262814E-4    2.1631942782682746E-4    2.0927777356326822E-4    2.024664098562347E-4
0.07199999999999995       9.99999999989602E-4      3.389707542919708E-4     3.114146238229665E-4     2.9664154269558004E-4    2.8558282729731663E-4    2.758736175086811E-4     2.667780632895514E-4     2.580555908081577E-4     2.496476267837178E-4     2.415236195286942E-4     2.3366591291016107E-4    2.2606024543505332E-4    2.187018966793178E-4     2.115826882082514E-4     2.046963065339823E-4
0.07299999999999995       9.999999999937813E-4     3.42610279190373E-4      3.147597693510541E-4     2.9982837722223997E-4    2.8865097117209093E-4    2.78837485266959E-4      2.6964422132741124E-4    2.6082804181782064E-4    2.5232974693002795E-4    2.4411845840273063E-4    2.3617633137092158E-4    2.2848895157117464E-4    2.2105154762817604E-4    2.1385585324931568E-4    2.0689548696581548E-4
0.07399999999999995       9.999999999962816E-4     3.462002286676946E-4     3.180594304594555E-4     3.0297190048895865E-4    2.916774230612805E-4     2.817610798776897E-4     2.724714343916522E-4     2.635628213372301E-4     2.5497542304285574E-4    2.4667803920129234E-4    2.3865263883201241E-4    2.3088465700152303E-4    2.233692720626687E-4     2.1609813105916495E-4    2.0906478545681338E-4
0.07499999999999996       9.99999999997777E-4      3.4974192824350277E-4    3.2131482521573364E-4    3.0607327285771306E-4    2.946633000923384E-4     2.846454804954198E-4     2.7526074605897273E-4    2.662609388234645E-4     2.575856316893843E-4     2.4920330671221566E-4    2.4109574934359828E-4    2.3324824602456934E-4    2.2565592549703763E-4    2.1831034930328575E-4    2.112050027344537E-4
0.07599999999999996       9.999999999986714E-4     3.532366507806784E-4     3.2452712330993547E-4    3.0913360860757423E-4    2.97609675027665E-4      2.8749172341792877E-4    2.780131584622809E-4     2.6892336364484174E-4    2.6016131065420637E-4    2.516951682028063E-4     2.4350654065600076E-4    2.3558056782047745E-4    2.27912329470332E-4      2.2049330277793596E-4    2.133169077267797E-4
0.07699999999999994       9.999999999992062E-4     3.5668561923774846E-4    3.2769744858308865E-4    3.1215397834323137E-4    3.005175785833361E-4     2.903008043261237E-4     2.807296344567445E-4     2.7155102717614304E-4    2.627033609662808E-4     2.5415449538083426E-4    2.458858561168979E-4     2.3788243828654903E-4    2.301392733221088E-4     2.2264775512804283E-4    2.1540123922438687E-4
0.07799999999999994       9.999999999995258E-4     3.600900092437001E-4     3.3082688139261996E-4    3.1513541124817985E-4    3.0338800159828615E-4    2.930736803794719E-4     2.834110996461362E-4     2.7414482475870543E-4    2.6521264879516356E-4    2.5658212622905677E-4    2.4823450644616176E-4    2.4015464175429377E-4    2.3233751585361153E-4    2.247744404543061E-4     2.1745870743521847E-4
0.07899999999999995       9.999999999997166E-4     3.634509515088442E-4     3.339164608271605E-4     3.180788971944395E-4     3.0622189706537307E-4    2.958112721780131E-4     2.860584442801519E-4     2.767056175357136E-4     2.676900072264992E-4     2.5897886672293386E-4    2.50553271397688E-4      2.4239793259716618E-4    2.3450778688317479E-4    2.2687406481797148E-4    2.1948999544036407E-4
0.07999999999999995       9.999999999998309E-4     3.667695340840994E-4     3.369671867821003E-4     3.2098538871963296E-4    3.0902018203474515E-4    2.985144656010139E-4     2.88672525032453E-4      2.7923423417209676E-4    2.701362379258823E-4     2.613454924403432E-4     2.52842901316744E-4      2.446130367372229E-4     2.3665078870383922E-4    2.2894730765099682E-4    2.2149576055832836E-4
0.08099999999999995       9.99999999999899E-4      3.7004680447998855E-4    3.399800219062681E-4     3.2385580288130333E-4    3.117837393990268E-4     3.011841135314606E-4     2.912541666682975E-4     2.817314724676411E-4     2.72552112699411E-4      2.6368275007135003E-4    2.5510411860061807E-4    2.468006530582296E-4     2.3876719745046087E-4    2.3099482307865934E-4    2.234766356245921E-4
0.08199999999999995       9.999999999999397E-4     3.732837716556752E-4     3.429558934292241E-4     3.2669102299750943E-4    3.1451341956902095E-4    3.038210374747894E-4     2.9380416360989993E-4    2.8419810087117057E-4    2.749383749585318E-4     2.659913588353846E-4     2.5733761906968983E-4    2.4896145473210333E-4    2.408576643829782E-4     2.3301724116104938E-4    2.2543323019269843E-4
0.08299999999999993       9.99999999999964E-4      3.764814078874914E-4     3.4589569487784123E-4    3.2949190028196536E-4    3.172100420478884E-4     3.064260290795458E-4     2.963232814069554E-4     2.866348599029896E-4     2.772957410961367E-4     2.6827201181255783E-4    2.59544073255434E-4      2.510960904649933E-4     2.4292281709193127E-4    2.3501516905934756E-4    2.2736613166257164E-4
0.08399999999999994       9.999999999999786E-4     3.7964065052560885E-4    3.4880028769013617E-4    3.3225925538130216E-4    3.1987439691109665E-4    3.0899985156701825E-4    2.988122581191387E-4     2.890424634921791E-4     2.796249017802878E-4     2.7052537719528464E-4    2.6172412761132414E-4    2.532051856687697E-4     2.4496326063181925E-4    2.369891921322892E-4     2.2927590634129472E-4
0.08499999999999992       9.99999999999987E-4      3.827624036467995E-4     3.516705027336338E-4     3.3499387982139647E-4    3.2250724619882856E-4    3.1154324107630655E-4    3.0127180561682605E-4    2.9142160023479014E-4    2.819265231714164E-4     2.727520994658745E-4     2.638784056521108E-4     2.552893435632195E-4     2.469795785874184E-4     2.3893987496777095E-4    2.3116310044114013E-4
0.08599999999999991       9.999999999999922E-4     3.8584753961057105E-4    3.545071417349732E-4     3.376965373691494E-4     3.2510932522699135E-4    3.140569079307588E-4     3.037026108057743E-4     2.9377293457848516E-4    2.842012480683657E-4     2.7495280050527916E-4    2.6600750902649686E-4    2.57349146213807E-4      2.48972334077764E-4      2.4086776235415156E-4    2.3302824101925821E-4
0.08699999999999991       9.999999999999953E-4     3.8889690052538247E-4    3.573109786269014E-4     3.403679653155757E-4     3.276813438224718E-4     3.1654153783123006E-4    3.061053367810396E-4     2.960971079387257E-4     2.8644969698821116E-4    2.771280806377734E-4     2.681120185278318E-4     2.5938515550947064E-4    2.509420707021188E-4     2.4277338019542674E-4    2.3487183686306506E-4
0.0879999999999999        9.999999999999972E-4     3.919112996310995E-4     3.60082760818325E-4      3.430088756855992E-4     3.30223987487828E-4      3.189977929811761E-4     3.0848062391498134E-4    2.983947397511993E-4     2.8867246918439806E-4    2.7927851961596055E-4    2.70192495047071E-4      2.613979140845644E-4     2.5288931343190474E-4    2.446572363741265E-4     2.3669437932505606E-4
0.0889999999999999        9.99999999999998E-4      3.948915226033699E-4     3.628232103926295E-4     3.4561995637952286E-4    3.327379185002053E-4     3.214263131482094E-4     3.108290908838068E-4     3.0066642846481197E-4    2.908701436073787E-4     2.8140467755014947E-4    2.72249480471915E-4      2.6338794618872987E-4    2.5481456945226146E-4    2.4651982156547955E-4    2.384963431104706E-4
0.08999999999999989       9.999999999999987E-4     3.978383287851527E-4     3.6553302523907854E-4    3.482018722507503E-4     3.352237769488788E-4     3.238277166663657E-4     3.131513356368063E-4     3.0291275247922055E-4    2.9304327981159923E-4    2.8350709578582476E-4    2.742834985357351E-4     2.6535575850819055E-4    2.567183289566058E-4     2.4836161000610775E-4    2.4027818702096904E-4
0.09099999999999989       9.999999999999992E-4     4.0075245235022617E-4    3.6821288012172315E-4    3.5075526612398636E-4    3.3768218171549634E-4    3.262026013830206E-4     3.1544793631204174E-4    3.051342710305901E-4     2.9519241881239715E-4    2.855862977326614E-4     2.762950556196132E-4     2.67301840941686E-4      2.5860106589730976E-4    2.501830602202684E-4     2.4204035465723672E-4
