{805: array([1.14956791e-06, 1.45058392e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1165: array([1.10302583e-06, 1.39185473e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1168: array([1.10302583e-06, 1.39185473e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1171: array([1.10302583e-06, 1.39185473e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1172: array([1.10302583e-06, 1.39185473e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1201: array([1.09869316e-06, 1.38638754e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1204: array([1.09869316e-06, 1.38638754e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1205: array([1.09869316e-06, 1.38638754e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1207: array([1.09869316e-06, 1.38638754e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1208: array([1.09869316e-06, 1.38638754e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1237: array([1.09441438e-06, 1.38098836e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1240: array([1.09441438e-06, 1.38098836e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1241: array([1.09441438e-06, 1.38098836e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1243: array([1.09441438e-06, 1.38098836e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1244: array([1.09441438e-06, 1.38098836e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1273: array([1.09018844e-06, 1.37565584e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1275: array([1.09018844e-06, 1.37565584e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1276: array([1.09018844e-06, 1.37565584e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1277: array([1.09018844e-06, 1.37565584e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1279: array([1.09018844e-06, 1.37565584e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1280: array([1.09018844e-06, 1.37565584e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1308: array([1.08601431e-06, 1.37038872e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1309: array([1.08601431e-06, 1.37038872e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1312: array([1.08601431e-06, 1.37038872e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1315: array([1.08601431e-06, 1.37038872e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1316: array([1.08601431e-06, 1.37038872e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1319: array([1.08601431e-06, 1.37038872e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1345: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1347: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1348: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1351: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1352: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1354: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1355: array([1.08189101e-06, 1.36518573e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1383: array([1.07781757e-06, 1.36004565e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1384: array([1.07781757e-06, 1.36004565e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1387: array([1.07781757e-06, 1.36004565e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1388: array([1.07781757e-06, 1.36004565e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1420: array([1.07379304e-06, 1.35496729e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00])}
