{805: array([1.14956791e-06, 1.45058392e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 844: array([1.14463214e-06, 1.44435571e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 878: array([1.13976244e-06, 1.43821087e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 880: array([1.13976244e-06, 1.43821087e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 914: array([1.13495742e-06, 1.43214765e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 916: array([1.13495742e-06, 1.43214765e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 950: array([1.13021575e-06, 1.42616437e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 952: array([1.13021575e-06, 1.42616437e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 986: array([1.12553614e-06, 1.42025939e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 988: array([1.12553614e-06, 1.42025939e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1022: array([1.12091732e-06, 1.41443113e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1024: array([1.12091732e-06, 1.41443113e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1060: array([1.11635806e-06, 1.40867802e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1061: array([1.11635806e-06, 1.40867802e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1096: array([1.11185716e-06, 1.40299855e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1097: array([1.11185716e-06, 1.40299855e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1132: array([1.10741346e-06, 1.39739127e-04, 9.16666667e-07, 8.33333333e-06,
       8.33333333e-07, 8.33333333e-06, 2.28160210e-06, 0.00000000e+00]), 1133: array([1.10741346e-06, 1.39739127e-04, 9.16666667e-07, 8.33333333e-06,
