,day,sur_P0,sur_P1,sur_P2,sur_P3
86,3.0,8.03843539039032,4.642004775073963,8.750840254249656,10.809287802224537
87,4.0,11.686464024294477,9.035119752552115,13.717806137857108,16.46773675398016
88,5.0,17.24921956075679,14.48575910340588,19.61239210537403,23.585122450430912
89,6.0,25.247811537485386,21.534199059690003,27.04424497577236,31.717400600485977
90,7.0,34.72632270884646,32.28119691883622,39.079421145460074,43.1214467412235
91,8.0,46.04729549874458,42.94949165881845,51.53450374491512,56.188808148304645
92,9.0,58.10598202901464,55.203090697845546,65.16239280604493,69.12129438879236
93,10.0,71.68066455253164,68.64558973119411,80.71345669486742,85.03486464582636
94,11.0,86.85434988762064,82.06927613461174,93.55879568771218,99.88054177166053
95,12.0,100.28596046650935,96.15743916056232,106.08602076020246,114.38787017994248
96,13.0,116.1306452797887,110.39843073100266,119.31340748265426,130.16383855945816
97,14.0,130.04765858694648,124.72478028188095,133.97263909258726,142.67436404949063
98,15.0,143.7204015511288,137.86415400775505,147.31139723559386,157.33746221281655
99,16.0,159.34825408582992,151.02222548512586,159.87053889230694,171.2948297042103
100,17.0,173.8991565819432,163.69551670860784,173.22772474978814,184.13060647041823
101,18.0,187.08910539003762,175.38090380745265,186.58882250579975,194.9564309310925
102,19.0,200.8117076416783,189.49884918879093,197.69459403654102,207.29382104886668
103,20.0,212.70345068059973,200.67214365129792,209.04567634960242,218.28845647926477
104,21.0,221.66497340041252,211.46142905436315,221.242738664943,229.78004699027477
105,22.0,233.02099362862248,223.90839314281655,233.14468591209112,241.38013956515726
106,23.0,244.0889722287662,235.58439379619034,243.65243451865388,253.06189439813502
107,24.0,255.66596905783112,244.74124063342327,255.8276050011563,266.33994998428625
108,25.0,265.58923581763275,255.71801350169162,265.93447880684477,278.4944523117555
109,26.0,274.5177083419397,264.39270510367015,276.3630064428793,290.27372449874895
110,27.0,284.64365479769776,272.9204818718024,285.3225217979691,299.51628215883454
111,28.0,294.3738180948443,283.11464082406883,295.91248925693884,310.3848350972504
112,1.0,1.3118584224163659,1.9299098966883186,1.7724642746771222,3.2046841206277548
113,2.0,2.636433091986869,3.8034845178787084,3.4442000784483437,7.087786157502372
114,3.0,4.718773695981191,6.386440540752647,6.230721994782684,11.896561872296722
115,4.0,8.66094204653416,11.887329572849406,11.354267925454812,18.457179492812937
116,5.0,13.823459837685855,19.02795509310856,18.220114076140305,27.911089181133363
117,6.0,20.52040648597505,28.08338146882332,26.086816642333975,39.92859087688088
118,7.0,29.754373527365313,39.737165076091415,37.11299598479709,54.73210722665507
119,8.0,40.65796976485799,51.68916273503085,49.801573983511794,72.13538361666498
120,9.0,52.141733377553514,67.1914398259265,62.93248208048543,92.0243362429894
121,10.0,64.8026212927405,80.392440086126,78.20487205967268,112.37588307696033
122,11.0,78.5298585909976,95.25739439577904,91.34782120918126,130.4190923841765
123,12.0,89.70505083444401,109.37636371675069,105.05903976969492,147.34170805081496
124,13.0,101.50935355651868,121.86402030499617,118.47703185711103,165.91403998464142
125,14.0,113.44227681524777,136.1083674894175,129.93423502125424,184.9256452727362
126,15.0,125.37958934833551,150.95182925177318,142.27461631898444,201.98201507762363
127,16.0,137.08968937521453,166.6503661066078,154.97856728450233,219.5508028902998
128,17.0,149.50860324946007,180.38681401936347,165.71932814428294,234.31355027968425
129,18.0,160.99304447843653,192.71289016342735,176.75923445314027,248.69042053814258
130,19.0,172.08724455566846,204.22494348017645,188.1049246868635,262.2136205008421
131,20.0,183.93793846577978,215.10986652434792,200.9082483477514,276.56780272702565
132,21.0,195.97508445923137,225.4299182339164,214.50590246434868,290.00440764185095
133,22.0,207.1801729337118,235.88492460445983,224.965061243378,301.4401894292658
134,23.0,217.94891009845446,244.5613562557634,235.62944049442285,313.46379958115585
135,24.0,227.38392921087467,253.9715959368292,247.30193723648162,326.0714316227577
136,25.0,237.290740113013,263.0479925532579,257.2830209061633,339.5963638759948
137,26.0,247.31683435621179,272.908000449511,268.4164254580537,353.9874556603821
138,27.0,257.3503605198253,282.437885746999,277.24188094893987,366.215350137515
139,28.0,267.10939546462237,291.53192441460936,287.8749287496016,377.8815518248948
140,1.0,1.2916799244631172,1.3199903042927585,1.7251937947760816,2.743070843372416
141,2.0,2.965582376138401,2.678063501187492,3.620489446842106,6.339831082382612
142,3.0,5.1254117407746005,5.550671802461986,7.405553227977718,10.49431966082703
143,4.0,8.213039896380803,8.362461914241598,10.904496574683428,15.683539046223146
144,5.0,12.735286205017422,12.827983737733152,15.757669952726104,22.80182232842932
145,6.0,20.029815630324894,20.915361492747383,23.70824150665719,33.518233479965836
146,7.0,29.34715958458976,30.69221370457921,33.654394141951656,46.03758927912133
147,8.0,43.277591073448576,41.93625219396979,45.81663090522266,60.51386315811003
148,9.0,57.419553010614514,55.299131131884735,57.80804486318436,75.6647718160947
149,10.0,71.53707950174969,69.01232910186643,73.00297711358562,91.49122623412711
150,11.0,83.78758380824988,82.16361636161668,86.71890866984894,106.99861782298098
151,12.0,95.53758364388283,96.09817245415292,100.71616951441331,120.92506025090134
152,13.0,108.94450530894784,111.36666671808126,114.12427090104339,138.75314135528365
153,14.0,121.01929497487916,124.05270299829226,125.56270079943494,154.60861045909257
154,15.0,130.56775799296958,137.11656961843929,136.7727417239557,169.74350445796293
155,16.0,142.532433471508,149.704028934716,148.10166769147298,183.84059853992613
156,17.0,153.66126136739587,161.52570104675155,159.28875670197772,196.9628458147925
157,18.0,165.46989609931427,173.5368674404703,170.7091717775591,211.9911102138779
158,19.0,177.06193299410563,184.4643362906591,179.2503477837717,225.9206452784191
159,20.0,190.33009843172525,196.37136080500966,190.1389839842189,238.82326473804022
160,21.0,201.90130211080714,209.56524200105503,201.41440073687465,250.8084940397789
161,22.0,214.34500541014373,220.77082033104568,213.08931008156713,262.90488292799546
162,23.0,225.41135373236725,233.8524425542069,223.1972481552375,274.5595567376948
163,24.0,235.39073138320546,245.7298138803431,232.21777334931022,286.71885460136025
164,25.0,245.50161865506436,256.00364587592225,241.59684902007552,297.39814794096253
165,26.0,255.22988536671158,266.2088116637375,250.604537259421,308.7760199960512
166,27.0,263.00983319197326,277.571835120733,259.2229789288564,320.4652315724259
167,28.0,271.4799062243191,287.44188848115294,268.6678247699913,330.9584235504441
168,1.0,1.4029600008592507,1.5333666747484738,2.519206236067937,2.3200828489437817
169,2.0,2.9039012998217713,3.549335810158875,6.97155616978759,5.176673759183497
170,3.0,5.109450639018395,6.729583077988924,11.778156930671871,8.419813758775907
171,4.0,8.694222531332251,10.396438768307661,16.741552793144187,12.97947908316199
172,5.0,13.381982771165072,15.102056929218797,24.975466186864473,20.53000848878485
173,6.0,21.27944155888707,21.360926211938015,36.767912457644044,31.6832977260582
174,7.0,31.116239295110805,31.92850499458998,49.245011199053124,44.08859702032928
175,8.0,42.791946382767925,46.75290196561354,62.126219272661174,56.8585561587326
176,9.0,54.73948158464645,59.15351197364657,77.97541885080574,70.9322786740397
177,10.0,67.75411959321349,72.76031668381897,91.57739808436506,84.94209838732873
178,11.0,80.28988004518757,87.48411246172954,105.12476634231612,100.29031659123262
179,12.0,93.09571663111532,101.5380068841682,119.74822159929687,115.09864733265087
180,13.0,105.9803322771484,113.15778981933678,134.4276621456292,128.07431314143864
181,14.0,121.00801905921486,125.35662730281203,149.4561601587261,142.52932054944233
182,15.0,134.9157456375803,137.334503707532,163.1255826777831,154.70429807771131
183,16.0,149.99414543589,150.44320013418076,176.8413440370679,168.29603135820423
184,17.0,164.22550834550123,163.6344373028874,188.92165202937332,181.36647168599654
185,18.0,176.46783115171274,176.35508165087342,200.42848473967368,193.51618124261526
186,19.0,189.34270916246857,187.810744260094,211.2616422265398,205.97263358564857
187,20.0,201.2392100517506,200.63882865050965,220.8901739837758,219.13963431701418
188,21.0,212.96625255413784,211.6421535202711,232.51296786276313,230.91325788175075
189,22.0,224.86606982012637,224.09155754547692,242.8729334845176,242.41152127002042
190,23.0,234.67924673753598,235.7818214146824,252.50237109597657,254.09768751598014
191,24.0,244.0873741169314,246.09418092712139,262.9211636944205,266.47774346771075
192,25.0,254.3734656303276,255.7172082295605,270.92028235509815,275.97211292434514
193,26.0,263.6628914741532,265.07566742638977,279.39897388910765,287.2319392884245
194,27.0,273.83668652930265,273.9671597168624,287.63240909736726,295.8711418359869
195,28.0,282.33965780836076,281.8662839719369,295.3097457156182,305.1973605986808
196,1.0,1.0712600008686028,2.1294589571132834,2.5586998587041707,3.2997795559705057
197,2.0,2.0570727903388337,4.401376981699523,5.021767182993168,7.098609001233794
198,3.0,3.416592051689008,7.694129188851939,8.811019382911017,12.005046398283463
199,4.0,6.782627163845618,12.458467848380463,15.956675359460965,18.57330518321629
200,5.0,11.47013894337836,18.387080208894343,23.95766473262716,27.71403483451629
201,6.0,16.81069186814732,26.375482337598243,33.274469325073525,40.4800626799571
202,7.0,25.446513003818136,35.99897228420553,46.11591636334734,55.15028593065052
203,8.0,35.10301180734545,47.19783115569565,60.842830881530475,71.11933372922088
204,9.0,46.043354682105175,61.08815783618852,73.95014869351448,89.19567739166888
205,10.0,58.036521112657155,73.88802823707225,88.63236149879143,108.61190533678365
206,11.0,69.48396135782359,86.37636568914192,102.80210231542654,124.33199000006611
207,12.0,82.21371600328484,98.32615350024062,116.2292511141138,141.51767530573852
208,13.0,94.52780260233983,111.77740370733686,130.62947693500342,157.78340993550466
209,14.0,105.25847110025325,124.67025614043163,145.18549920255592,173.3867448740698
210,15.0,116.89756715571355,137.118073447894,160.25445481682993,190.88010727824914
211,16.0,128.54096397399445,151.081755325034,172.1709598663236,205.43755127863147
212,17.0,140.0444632725141,163.06110442262508,185.58833736238392,218.7858938516516
213,18.0,152.91626971094263,174.55885288796694,197.86430918702206,232.62091203254008
214,19.0,163.47990240802744,184.3958378172594,209.05050352956087,247.31576014604417
215,20.0,173.84606594779729,196.4837578456968,219.46554845068357,260.1439674114657
216,21.0,183.40753735208952,209.1753470757015,232.26814968209868,272.87126240241196
217,22.0,192.70201249868668,221.33188481289358,243.3460718257226,285.1191952449965
218,23.0,202.63845474740302,232.74376924572803,253.88718707874182,297.582976453009
219,24.0,212.21129334178664,243.28628398275876,264.31134062914475,310.49975667127796
220,25.0,223.02186056451205,253.12646012468133,275.227776695497,322.9385666034573
221,26.0,233.1045429413653,262.9236759994877,282.35288542894466,335.29392317798033
222,27.0,240.93071347617644,272.58388537913413,290.35794153402196,346.97113817682714
223,28.0,249.39995259228894,282.31809793567834,298.43130848178896,359.00643338718703
224,1.0,2.0981875775202865,1.6454478175475833,1.9281689095875747,2.4418273206165537
225,2.0,5.110082111517111,3.3247996875228463,4.003016004138788,4.665788005583505
226,3.0,8.498873322582952,6.490764601615115,7.9730824029314205,7.772683327515057
227,4.0,13.605369231925117,10.116564030319257,12.791827223914193,12.383149613039668
228,5.0,20.730143339128624,15.941950898338119,18.557256208592154,19.21408859727241
229,6.0,29.192468382383574,23.195435631436315,26.45911171854514,28.70585313437063
230,7.0,41.380080954219565,33.37172548988887,37.58466392726008,41.22381454713704
231,8.0,56.34281858045555,45.99009035238781,48.23132042262668,58.02189187820724
232,9.0,71.1539709587606,58.56327249885717,60.87839066896649,73.85858200923681
233,10.0,87.65301336567785,71.24271077673822,75.39558827284965,90.13681241628073
234,11.0,102.86509004523514,83.35760323105677,90.58014296843291,107.02786119892295
235,12.0,116.75627166654726,94.65637928385583,103.94412991849043,122.28521957267142
236,13.0,130.99422812346876,108.0934692952262,117.2815029790238,138.64440096737053
237,14.0,146.28540060621106,121.42588678125026,130.3766279493063,154.7032972601657
238,15.0,162.26045831845462,135.85692351139716,143.56438845697693,171.01864374117184
239,16.0,176.55796643291745,147.7058109958336,157.29095524233094,187.11303496965084
240,17.0,190.0171518320671,160.200986041622,170.19797673442855,203.32191021694632
241,18.0,203.54362400043712,172.43513300831623,181.28004779630294,216.21539501653956
242,19.0,217.24039438445027,183.47391984429677,193.03004098045477,230.4042051944678
243,20.0,229.56456021667017,194.65260531102106,202.10444965434215,243.22941005538397
244,21.0,241.75932805973818,204.4515474588614,213.20934134615084,255.94794907112515
245,22.0,253.50873290602115,212.967756584781,223.81023746208052,269.44175408387963
246,23.0,265.2924124669185,222.56711922236877,234.61967858125456,281.9507059146842
247,24.0,274.85199873386256,233.41625911740206,246.85736974602477,294.2808663590602
248,25.0,285.0243705657331,242.67354032595173,259.29145477760625,304.744148499968
249,26.0,295.5228404853941,250.6205002057026,271.8838481322234,315.86967673490494
250,27.0,305.4140817963132,257.6099325726219,284.7775364484146,327.8443016603411
251,28.0,315.3359812030528,265.7029981153928,296.39913496204895,338.85295361964336
252,1.0,1.8692767026833703,1.412406886251801,1.659819247045632,2.743494456203014
253,2.0,3.7796865589106448,3.120666418149784,3.799653445834001,5.559494557216918
254,3.0,7.444093426479138,5.512370602347126,7.284136570631859,8.859148706840578
255,4.0,11.745216494471666,9.778290919932026,11.384011562564924,14.29211389958751
256,5.0,17.30611611503656,16.51695422771813,16.83697173268753,20.82597374275264
257,6.0,23.716383762088135,25.30022873344718,25.636784574730154,29.579919713956116
258,7.0,32.277256651854756,36.52896284213311,36.30230293738714,40.93958590599725
259,8.0,41.2813622950729,49.98656296145371,48.488543933610714,54.25977331282466
260,9.0,52.343251843829854,64.9581359476653,61.577779997419896,68.59153189750806
261,10.0,64.22338787157874,78.81669454165208,74.288771115462,84.37786268849636
262,11.0,75.62330716014505,93.69109440434354,87.53009905852409,100.26502362113375
263,12.0,87.63988311448415,107.2050089481762,99.12215656777073,112.68256940140354
264,13.0,99.73012258321566,122.91928705197799,114.1209619762944,126.41307195820049
265,14.0,113.3621687384661,137.6593010371388,128.46233410476918,139.9807650020964
266,15.0,127.13460871857701,153.1340828079461,141.27039343092775,153.58535639687315
267,16.0,140.57011880644478,168.0092656786661,153.29918552049418,165.37024688343064
268,17.0,153.4299477747374,181.2794608267759,165.3200330479039,179.2434179370595
269,18.0,166.68045574836685,192.97531041689675,178.99416449317178,192.56201563880677
270,19.0,176.51107935221495,206.03273582324897,192.6283619464829,205.50612341985655
271,20.0,188.36490075015809,217.64221417106012,206.16990246086613,216.12620943528225
272,21.0,198.98492392821578,228.78423717630557,220.9057954784464,226.90097357309907
273,22.0,209.0747802385161,239.58408680816757,233.1203761321187,237.8058682613448
274,23.0,219.3998732803282,250.97533481454371,244.73781979797016,248.6364347709445
275,24.0,229.44763886078738,260.3198856836651,255.1432290947402,259.6254573705618
276,25.0,239.2843896474605,269.6672686117147,265.3045956375007,270.45953663192637
277,26.0,248.17313346742495,279.78874689180367,275.09992319596097,281.6938707978133
278,27.0,257.98364158527403,289.8929012661148,284.69249701085187,291.29180403334897
279,28.0,268.00394195296536,300.40037572048914,293.808140117766,302.1019602869972
280,1.0,1.2340879220553322,1.872417647860045,2.2380301386380976,2.427092408880825
281,2.0,2.3651924211347035,3.7804560690441282,4.663957331777306,5.567424343509076
282,3.0,4.928780488911956,6.5449044565618415,8.521571092550356,8.771000266654275
283,4.0,8.889783263737803,11.17563355602508,13.06809650657929,13.40693163364131
284,5.0,15.0163724153308,16.77464489562038,18.980114204002746,20.695124636447343
285,6.0,22.846502989919703,26.07945263442336,26.973661037702595,30.411560023959492
286,7.0,34.07436771766024,38.28015338280657,37.30055574657019,41.14901577604136
287,8.0,47.424265225306954,54.12420570481648,50.64266113551608,53.91395705748111
288,9.0,61.456836837356214,68.3714216477158,65.35081995603456,68.99349728884728
289,10.0,76.16780416788387,81.72462002022215,82.55466351130354,83.52314863363904
290,11.0,89.57992225498899,95.87534202169249,98.26247265227694,99.09142274447314
291,12.0,100.68382469775867,109.30487815758698,113.09848946195027,113.74205808961983
292,13.0,114.41517024282837,121.93639352132843,126.26668743462477,129.40143165552593
293,14.0,127.44832052741957,134.90176677117535,142.52144529637877,145.09349496569143
294,15.0,139.02206712888346,145.76429591367543,157.2126469723682,161.1177931116448
295,16.0,151.51437875529598,157.759327181299,170.23115562066886,178.1286325021107
296,17.0,165.6838184502194,169.1945996588182,183.1002283741302,193.59995805493418
297,18.0,180.22305031399594,181.76169351179823,195.6562784808948,209.52875762736173
298,19.0,193.35130513671015,196.6394241007313,206.87274931228814,221.4440940385206
299,20.0,205.59155256843934,209.76663959856438,220.40260788009718,235.38569261059507
300,21.0,216.72357469600405,224.31410081620388,231.47765189305187,246.96170681274168
301,22.0,228.79305903022544,237.51207860812553,241.6914518254603,258.68695682343537
302,23.0,239.67642656646888,250.88438389543728,253.09446678661692,271.0537205720151
303,24.0,249.50427253025788,263.3094916884798,263.7049978605895,283.81397305545624
304,25.0,258.3270250692816,275.4898634422854,273.6903199891775,296.4777424255905
305,26.0,267.75857313271496,287.67888806651035,282.21012939020943,309.42835760818514
306,27.0,276.86563273349,297.9849487611494,290.54323801948055,322.48749559654965
307,28.0,286.5050322546677,308.3248400584448,299.0930248669506,334.7516066608795
308,1.0,1.1833749229645751,1.8280999290017352,2.156902756094735,2.408147774345404
309,2.0,2.2781557687968914,3.6890066180948953,4.409931593926514,4.673282404428192
310,3.0,4.718987860363675,5.957838991782603,8.267696979807045,8.496111818809936
311,4.0,7.341760604246345,9.695453029518708,12.931309322986442,13.417978348890518
312,5.0,11.426234850442842,14.303410597492531,18.936259394706948,19.972289470175838
313,6.0,18.509041266092144,21.58157875739317,27.308831778173765,31.126816315541998
314,7.0,27.928907066746486,30.519748254339763,37.65665132886086,45.381407147476395
315,8.0,37.904127107088335,43.29347116427541,50.974471505232124,60.5453267890125
316,9.0,50.61236802088815,54.94738674368932,64.2962364822563,77.43058819229975
317,10.0,65.5468276974934,67.83740637676777,80.06062295208308,95.88066929789909
318,11.0,80.73119461404465,80.1493045485019,93.94521313364072,113.64747146196112
319,12.0,93.63205593760402,92.76826177941481,108.28268725230234,130.31615425991427
320,13.0,107.02320038444219,103.92258479622589,121.87327182265047,149.5177604250016
321,14.0,120.76894982025934,116.81339247703026,135.28415839843336,167.19282045286195
322,15.0,135.19776202549372,128.4732454397261,148.34892294914312,184.643000255017
323,16.0,146.78792295307414,142.15618918175153,162.33093710018778,199.33704987635127
324,17.0,158.69008782509715,155.59600755362078,174.3348595408352,213.45138036701036
325,18.0,170.11034332916938,166.69207548062218,186.66888626849703,227.5333904342983
326,19.0,181.1883123065046,177.27527694550315,198.94609595042368,240.8288207089319
327,20.0,191.50483872616195,189.7643619117103,211.35252568849842,254.8303732130938
328,21.0,204.35345701723554,200.23132496095934,221.64344242843845,268.6405897494247
329,22.0,213.99098238254481,210.36030440836635,233.678200645759,280.28314193479764
330,23.0,224.20840895482436,221.104441007312,245.53439791371335,293.6324107407351
331,24.0,235.55609414624394,230.8645533904218,254.4977829080717,305.8934859791546
332,25.0,245.72361249473238,240.39108033008125,265.22468471165536,317.86157237085985
333,26.0,253.98317599209085,249.17277731803244,274.05532051288355,329.5085631945754
334,27.0,263.25477349814093,258.07931031900455,284.10314921144993,341.2446620349928
335,28.0,271.3578569450061,267.94525864006425,294.1252327821223,351.1436738260987
336,1.0,0.9794981850293488,1.5427010526982692,1.9469190345513672,2.232092691753189
337,2.0,1.9609804939257267,3.3061398696075903,3.735128951217631,4.401479762963078
338,3.0,3.377465707162781,6.007111877027973,7.268493072380803,7.0607143861508375
339,4.0,5.677167122502138,10.854924447035696,12.89210831014969,11.121032309450879
340,5.0,10.183549081225172,17.956710059628943,19.540172444342435,17.057822056418765
341,6.0,17.481994948975462,26.984891389341318,28.064340842382716,27.1105475691443
342,7.0,26.425997760426995,39.26047223952432,40.396460381187005,37.95356688217842
343,8.0,37.564478405676326,53.727736225206414,53.74339834645621,52.64363588179804
344,9.0,48.551800864024614,68.82667256975503,65.86102679802806,68.55930526364178
345,10.0,59.07923192436102,82.6168264141454,79.42285806936246,83.11652192488344
346,11.0,71.96673028777892,96.75496424957615,94.59531953557305,98.25987975793277
347,12.0,82.71154344862356,110.68126937878893,107.56242386606961,114.45122749960345
348,13.0,94.80035898505716,125.11274917481605,123.69930744402657,129.6408125034805
349,14.0,107.65241378296909,138.22082573242213,139.6786198113918,145.29269005936817
350,15.0,119.00722989209252,150.87776811279667,154.08421195803197,160.35215394395945
351,16.0,131.60313831365505,164.07594109094242,166.7548574417229,175.44767187446635
352,17.0,143.17669697787898,179.23485867924364,178.6605795539682,190.35109421136067
353,18.0,154.92803692498597,191.84990308247038,189.96786193315563,205.72271529272479
354,19.0,168.04460824160407,203.38979037645504,204.02492362009357,219.59596266354166
355,20.0,181.74347896126443,214.93773411720343,217.32029949014952,231.48588232137564
356,21.0,193.97567865150364,226.3498120966714,231.16922047860385,245.26808260585597
357,22.0,206.479015056395,236.3756740848787,242.82375884078996,257.72604362891866
358,23.0,218.12837610263153,245.70905699198272,254.17209210704416,269.65695996857164
359,24.0,229.1587534899228,254.89799906474002,264.0831687151922,280.3176008797677
360,25.0,239.84390677497242,264.35649399497123,273.82404838723886,292.07954929017785
361,26.0,249.76764942696832,273.2068959853046,284.0899373815867,302.894693159709
362,27.0,259.6680044060552,281.4960768839131,293.8999361644575,313.419687227895
363,28.0,270.45375867973354,288.404999421329,303.5795412507239,324.6530639751938
364,1.0,2.239006641959584,1.9390489245385427,2.3226441670829,2.7323106938912254
365,2.0,4.949201312053845,4.433774490634757,5.26190164616189,5.741960338213848
