,day,len_P0,len_P1,len_P2,len_P3
103,20.0,936.1399232987719,759.681654590797,800.800581155884,732.2285539933473
104,21.0,976.5362249627169,802.7302466928754,850.2804944977245,772.4574035516329
105,22.0,1027.851010477836,853.4101975990257,899.8321866286627,814.5768678025388
106,23.0,1079.6115086450898,898.8357831703964,939.9561400270538,855.1157191041519
107,24.0,1133.8679780439206,932.8647070457677,990.2367572299988,906.3059760353106
108,25.0,1180.7506217542877,978.9291396127828,1029.7721942943383,952.0710734583905
109,26.0,1224.6193428872475,1012.796058269871,1070.8786882533173,995.3889166779277
110,27.0,1270.850818105788,1044.7002514382336,1103.9731459425884,1028.8771571477014
111,28.0,1315.60030195015,1086.379858094333,1145.067440267455,1068.121181805754
112,1.0,4.0,4.7548512724416,4.564118287927186,4.966818034363306
113,2.0,8.03877323021097,9.511923863675253,8.86885946865693,12.40510027811455
114,3.0,16.161288216454896,17.622199521769605,19.000248033510324,25.348285173075414
115,4.0,31.4648692697348,38.02715213680895,39.916446663346946,46.35359449487951
116,5.0,51.85959834877485,64.84568732353307,65.30899088451675,76.18714016371955
117,6.0,76.35072339076952,99.47755593118411,92.31857637579218,112.79633642509224
118,7.0,111.20932646698076,144.31159848656128,130.9131687123866,158.3764424806767
119,8.0,154.95187831123937,192.5818499793657,175.3234843480956,213.12251891582756
120,9.0,201.8208725148635,257.885268174474,224.67257418186057,282.42642308710066
121,10.0,254.19923447546213,312.3165193546579,283.1135376419669,357.14608824749746
122,11.0,312.95131506528617,375.0310309788546,332.56586697636567,422.0559561743264
123,12.0,360.8457145816951,432.7751506546925,386.41713969528314,483.54386004366773
124,13.0,410.3608680728317,485.0211041017219,440.1690692900785,553.6642909463188
125,14.0,460.66967962643804,546.6444883732331,484.2989583881771,625.3534217803377
126,15.0,509.5816399056361,612.0649384433439,532.9888792718234,688.5146019944597
127,16.0,560.2479430472914,681.0320452142458,581.8098947632297,754.2040280168169
128,17.0,613.4944165367494,739.2716705907981,622.3358048800952,805.2936749514688
129,18.0,664.6465316345158,791.333660238838,662.354387590429,857.6973853378856
130,19.0,714.2787577453164,840.7764416322466,708.1914925719459,904.7407225205466
131,20.0,768.7597710931318,885.974058851842,761.9565474049526,959.0259761563568
132,21.0,822.729691563557,930.3605744373745,822.0867623563818,1007.0599365565738
133,22.0,872.8175916967805,974.6529056445424,865.5585462195786,1046.4262893490527
134,23.0,920.5805522825046,1011.7748531058497,910.5288213231213,1087.8069948709663
135,24.0,961.1993346676187,1049.0831707778607,960.4684526059493,1132.126412486733
136,25.0,1003.3087656830253,1086.4823696209992,1001.1041824427238,1181.6268888320992
137,26.0,1049.6277550495715,1129.751214436861,1046.4522064967198,1238.312039756232
138,27.0,1094.6521307237329,1171.3113801319462,1081.2838584699443,1282.675159524264
139,28.0,1137.4784939044941,1210.9918159863814,1124.8373074184512,1322.537096587027
140,1.0,4.217536429418914,3.816579440329996,4.374087263048226,4.502214717626572
141,2.0,10.361742586894792,7.824133167524921,9.735662753146629,14.018236982326407
142,3.0,19.459000003001282,18.78905340150799,25.361911642746303,26.998744000698576
143,4.0,32.45304354475724,30.313039288901628,38.50346971008678,41.3981570342035
144,5.0,51.18668106547879,46.19477531931839,55.88757202558237,59.69195012872301
145,6.0,80.28392276367363,76.20655667691608,85.95461978213645,89.43916295116023
146,7.0,116.43483170208074,111.95180460692241,122.40388963059775,124.99890719554953
147,8.0,177.1887178503251,152.20737730249868,168.76369326458277,170.05297876259826
148,9.0,238.639460495731,205.24050223106303,215.22482068702232,222.37810090844616
149,10.0,300.1244469714669,259.81292869880116,275.6356894658835,276.44094237356836
150,11.0,352.60801240179757,310.43570139205565,330.0843023167598,329.5708847289993
151,12.0,403.394755342562,363.5844608490538,388.3272882541619,375.6600454645243
152,13.0,464.15487080150194,426.28506881240116,444.8267592905904,445.58464438396834
153,14.0,517.5420182803437,477.6905080452755,492.6309041526125,504.2397113174342
154,15.0,558.3281414410399,530.1926800694313,535.7072723278607,561.1026616386478
155,16.0,610.0124276455747,580.0052647242694,579.4477520164952,608.5032048522419
156,17.0,658.6887276751975,627.509937691204,624.9368448924158,654.0736325205073
157,18.0,711.8841398577595,674.7146178505211,670.5168973797695,708.7877653597018
158,19.0,764.1521863844957,717.2171549240477,704.0109269205724,760.0064677723437
159,20.0,823.5773480118365,765.4272516604767,749.5170153963252,806.3012671869221
160,21.0,874.9900692935425,821.3974579687443,798.5301580500345,849.1311035693363
161,22.0,930.7547473302715,866.3575611457841,849.7979693077375,894.8668646416642
162,23.0,982.3416652702158,921.6777144009416,890.8260330310408,936.7918785579348
163,24.0,1026.3128143330914,970.1916553531461,926.7063447583648,982.074101525581
164,25.0,1070.1789722962,1012.2271468829538,966.5923342849069,1018.7757935144757
165,26.0,1112.0620466299665,1052.1681872935555,1003.3665207847824,1059.8597005668307
166,27.0,1146.5425723886635,1099.743900259955,1038.5139252208687,1104.2792071197296
167,28.0,1185.2596918826782,1140.575710487199,1077.9621469128836,1142.5950592848444
168,1.0,5.3425598229993545,3.906517294015795,6.726600694408628,3.7440979465276345
169,2.0,11.246859454193649,10.114658294478982,23.490416221802366,10.470937187713705
170,3.0,21.466851534086906,21.756735733486426,44.328238383753245,20.170502337400624
171,4.0,38.61973393251175,36.51762024786005,63.75916636447912,32.06163081929984
172,5.0,58.214404922507775,54.10561464609933,97.96134186510538,52.92427073251057
173,6.0,92.46245789834288,77.60108002988797,145.4866058604494,86.27365838060497
174,7.0,132.75223290157751,117.49003173611011,195.691918932897,122.83462270380954
175,8.0,182.21533483555942,178.63920597371742,246.05865562428573,160.9927475199751
176,9.0,232.30964054625574,229.42027754654234,309.77131211590336,206.43528607097204
177,10.0,288.5685613146726,285.65375034654204,362.90689754163134,252.8216921079231
178,11.0,344.44083009428385,347.0058530598874,416.8367265706329,304.59758649765934
179,12.0,399.15037879043126,405.47040252198894,476.20043417968134,354.2439492608538
180,13.0,454.3724432349061,455.11334167458574,538.5959208427574,397.1445366610727
181,14.0,522.9704375133097,508.82545325904397,600.7616970613522,445.79846787759976
182,15.0,584.9247645044984,561.0806787762195,658.3798370160146,485.3255605940799
183,16.0,653.0298943304813,618.6147637131462,715.311066847791,531.4571103825438
184,17.0,720.3718805421327,676.977035374367,764.6629021402198,574.5947528441352
185,18.0,778.3498906703885,731.1780201576337,809.669505741645,614.3937423075403
186,19.0,838.3576620218491,778.650876993947,852.9237049758977,657.3448526317743
187,20.0,891.5672575011424,834.518394515809,889.3562812638061,704.7922910160485
188,21.0,944.0313328623956,883.2366323840388,935.9151472850443,745.9020365149448
189,22.0,998.5151293569011,935.4015922333219,976.1563505885584,786.4057240403395
190,23.0,1043.0654028692907,986.4179800919844,1014.2626520313542,827.9154293742448
191,24.0,1085.5483784196235,1032.101232962285,1055.7031895915366,872.8264282357303
192,25.0,1133.6282041505938,1072.4317357974642,1086.496544681013,903.4883040928518
193,26.0,1175.876091964414,1112.985302386468,1120.5810633731808,942.0714646437522
194,27.0,1224.124582952526,1152.6429211410914,1153.9548157079096,970.090115246722
195,28.0,1262.2081806604024,1188.8320767440475,1183.4491348961474,1001.8119799399317
196,1.0,3.870542257105309,4.493527405339182,5.273732519799082,5.311674251364537
197,2.0,7.432357368418702,9.914265297792651,10.350356963408437,13.912497048035767
198,3.0,12.760731292403579,21.796410343059257,21.771242039488754,28.85405996988861
199,4.0,28.762441016473765,41.958134233918194,48.34650240864373,48.13653200834923
200,5.0,50.08763464224359,63.736300998510885,75.55872632063132,74.64012567407244
201,6.0,71.2485777245842,93.62072499777095,105.71708272972819,114.61198441449744
202,7.0,106.32059994024694,128.39927579676737,153.8137505783787,160.15832467117386
203,8.0,144.00587570242422,172.0802738528476,207.50315338296315,210.16907891874342
204,9.0,187.67150214384176,228.5859939294679,257.52126106236,271.69583258482294
205,10.0,237.28117272901974,279.2258307419495,312.88233787706037,340.321860776265
206,11.0,288.3578567624154,330.38972870769163,366.2933887827985,390.8819619097284
207,12.0,345.65982750446085,378.1943120388187,418.75289204068497,448.6569010594085
208,13.0,400.9078193588381,434.80448059122347,475.7608128279425,504.0044871826392
209,14.0,448.86431895679607,486.44549851862973,534.7358585053535,559.193505474113
210,15.0,499.70737330885277,537.5332801930654,596.4122097146235,623.4008611091633
211,16.0,554.2454125734935,598.0562468485481,640.6196488714457,674.1359982629806
212,17.0,607.6790503061163,647.6076809377311,693.0644952859623,719.7306633242059
213,18.0,665.5356972986654,695.1374663383357,742.9504609045143,766.1132112406773
214,19.0,713.6125828071621,733.7326168066691,785.7860445054482,818.6928512998613
215,20.0,761.4796846514155,785.089988422637,827.5798130716421,862.7999990764531
216,21.0,804.3028422190538,840.2612979074847,881.9761348382369,907.5397393299569
217,22.0,845.8392587517757,894.7621934112058,926.977392751579,950.2937493689894
218,23.0,890.1287806442997,945.5494866927263,969.0342584816491,995.7151705266527
219,24.0,932.5910543676193,992.4378956239088,1010.4780958191479,1044.2792360466624
220,25.0,981.3872114973955,1035.155224454868,1055.2096577036327,1090.788764501891
221,26.0,1026.785055257198,1076.746424556354,1081.2542076141021,1139.0730006715064
222,27.0,1061.3453361504135,1118.534189986946,1111.3277929864485,1182.0963604556337
223,28.0,1098.495590907341,1160.364185817616,1143.119314643514,1226.80240265422
224,1.0,5.67642515702901,5.0,4.5288874418849066,3.8171423307952117
225,2.0,15.359519559295757,10.524457558111717,10.165955722997378,7.2937085895706995
226,3.0,28.000220347772988,25.31574168921402,25.303263822339076,15.028027856542515
227,4.0,46.95506072802815,39.44737825876903,43.32809008322285,28.240647233963923
228,5.0,73.66936852093555,63.741576131772334,63.119458887074444,46.75837300651395
229,6.0,105.57842760439338,91.90411122576846,89.46624866770911,70.50865026475084
230,7.0,156.2922655041431,131.20273945724134,130.4270618079812,105.02468201456496
231,8.0,220.30355934690007,181.13258197346366,167.38974775787938,157.90555768028966
232,9.0,285.27769699830606,232.8677533942546,213.21152327246295,206.50837147076015
233,10.0,355.198759396378,283.21575506910824,270.4925602917582,258.53237162982106
234,11.0,419.3622112882488,332.154960140147,330.72502539593125,314.4042764571675
235,12.0,477.75851101391004,378.09006559939803,382.55363897893903,366.9115553547377
236,13.0,538.8045147272715,434.0754159928214,435.99787805181427,424.8863750048639
237,14.0,606.6277155509484,489.7297628315488,488.80243691214525,480.6388495391441
238,15.0,680.9545721144126,550.3058201122733,542.0124033916605,539.5787984028773
239,16.0,741.9525229855336,602.176394432878,597.3220213255494,597.2927872049976
240,17.0,799.7011978507303,654.5353872938218,651.2313700230027,656.6035236736886
241,18.0,857.4744852983251,705.056969253307,694.542880031867,699.9779069662443
242,19.0,917.7395298988135,751.3272001575623,739.7570140357241,748.260386594688
243,20.0,971.4699970754946,800.7685966166997,773.3800563413341,792.0819125527228
244,21.0,1026.4860548788154,842.1177378560132,817.0158825829694,837.9096935570645
245,22.0,1078.012317971648,876.7422015245795,861.9143144228788,883.9251699877836
246,23.0,1129.6039468482084,916.804013938796,907.2195766223027,926.5432128085902
247,24.0,1170.0085988197714,962.1603109279042,957.4252676785215,968.2140293174658
248,25.0,1213.9344606755012,999.9122517550861,1007.8854521967282,1004.0041768067799
249,26.0,1258.0125359988353,1033.0145802489808,1060.9665808122863,1042.3109590501476
250,27.0,1301.479150926278,1062.0556044443015,1114.5933110727697,1083.838097340052
251,28.0,1343.5952534543653,1095.2708278875045,1161.6311298266585,1120.9696310456927
252,1.0,5.25,3.815876547282736,4.3367455997243205,4.458741382827869
253,2.0,10.758311525287203,8.93226208105107,10.831923394729303,10.048852407076089
254,3.0,25.856296689109534,18.180935271343447,23.575833933328294,20.27649750623121
255,4.0,44.0966988030899,34.27224844915416,39.20578387359533,38.310000823372604
256,5.0,67.06635242474404,55.99319138522471,58.5632357651735,57.04483254624115
257,6.0,91.9387399408375,83.65177778346225,90.22343698507812,83.54514996502091
258,7.0,124.54795952229249,123.01683873544873,128.57366004574007,118.02288823652522
259,8.0,159.85530755877957,171.78509530096696,174.12419390048373,157.36255547245483
260,9.0,204.74457086864365,228.5618011790926,226.55441430418986,204.47442599938154
261,10.0,254.0918693900074,281.4358727858739,274.70894497333256,259.9088682286536
262,11.0,302.67023011691833,340.86233727077956,323.7966087187734,315.99392518249397
263,12.0,354.98368683486603,393.78100234148854,367.8877809488399,355.5235887750788
264,13.0,406.3283703530298,459.8672267097626,428.292069217944,400.8855891025916
265,14.0,465.5430396355298,519.4089589857512,485.0134896034433,447.62130425609695
266,15.0,525.3383690580106,580.8090650911947,537.2094896822381,491.92440935947434
267,16.0,584.9704709404406,641.3806080771944,586.0648142636232,530.0178450675801
268,17.0,643.3356335675353,696.247019017846,633.8493314591974,579.7672877845812
269,18.0,706.0531063321632,743.1799299166246,691.6837545867766,626.6030276703573
270,19.0,750.047278627979,795.8075461340928,750.1778074190049,671.4956536594885
271,20.0,803.204099840934,841.582102819209,808.9917170717556,705.4335892677688
272,21.0,851.5538951764004,885.8263600495399,871.116353281867,741.8258686650822
273,22.0,897.9250096277639,927.1804133325993,923.7599090504339,780.2335519989922
274,23.0,944.5994619579644,971.9279513361757,971.3248707677539,816.1173016954301
275,24.0,990.7910817464463,1006.7383831258707,1014.3677794413467,852.9136053714165
276,25.0,1034.264260980178,1044.2576028382532,1058.621083517965,889.4705134176581
277,26.0,1074.3891634016131,1087.3520236824916,1100.028551354635,928.0012732247753
278,27.0,1117.5777733880373,1129.676696832535,1139.6357815924905,959.5647533328367
279,28.0,1161.0658627988078,1174.096045898501,1178.2440013266264,998.4255374051756
280,1.0,4.6994843376743045,4.701041224466266,4.6128006308655465,4.152847807924028
281,2.0,9.006801330813236,9.982908968695579,10.267132396398493,12.233457490251519
282,3.0,21.42266765511233,19.44352627532901,24.073200245393792,21.887275348444266
283,4.0,37.66992109676272,39.54048859689551,38.97491632960816,35.19031834171738
284,5.0,62.48829549464602,58.539958919148525,57.39703623852055,56.007985317379905
285,6.0,94.0079619895619,93.2510676877199,82.7199069939572,83.66694833996476
286,7.0,139.81549614440334,137.92644487814334,116.36214939795278,111.89906744890158
287,8.0,195.25478815535524,197.45227192316193,163.11068708485368,148.0284906081772
288,9.0,254.89901374530317,251.49273552151195,218.71734015301848,197.64976927474027
289,10.0,319.81415582529394,302.67287240576263,286.60789525068685,245.88806573823712
290,11.0,379.0337567925918,360.0406464956475,345.2947298611756,298.63578870289484
291,12.0,427.26843185332336,410.91470665027236,400.2361864964949,349.1995326384838
292,13.0,488.19250132490697,458.5830839727737,448.66694474970234,403.9679712521674
293,14.0,544.6639746589569,507.8083393021258,513.4825004802676,461.29568031727933
294,15.0,592.7909349765662,547.2411828927136,571.073013629991,520.425901512906
295,16.0,647.4501977251962,593.3841901829719,621.7653640427529,586.4675904605668
296,17.0,716.5799041723753,638.5458270479776,672.2773895670612,644.3134619342568
297,18.0,782.9778532991413,690.4570315423665,719.741017783992,705.729950315027
298,19.0,840.2021468000042,753.4553568261824,764.8884196069847,745.6498944407186
299,20.0,895.1405688036577,806.2847483863576,818.654026266357,795.9776514566212
300,21.0,944.6880081944621,866.8698812439845,862.8071670850758,835.7047598931879
301,22.0,999.9881221717834,924.432545262461,902.0524257903262,878.2826791990358
302,23.0,1047.4366548796188,982.9402836763902,945.3412062933867,922.8075071162957
303,24.0,1090.6336414703271,1034.2424158201497,989.5993241189317,970.934858905527
304,25.0,1129.159082153406,1086.9495523217265,1028.6331603456242,1017.0470386935796
305,26.0,1171.6213022184124,1139.320058690113,1062.5246185304482,1064.793625539922
306,27.0,1210.8880963991996,1183.4235860585486,1095.824292012258,1113.4809010322651
307,28.0,1253.7816633077562,1228.3905591074954,1129.9752913254852,1159.7864327111868
308,1.0,4.5063660511371655,3.8865112743466823,5.0,4.3355859673795525
309,2.0,8.675360290709763,8.331394175507764,10.54646293251727,8.413693640436254
310,3.0,19.291570131596142,15.628803060875642,24.744300030400247,21.5762789523813
311,4.0,30.94664506611415,29.490513154595092,42.770261330452065,36.31555833230716
312,5.0,48.15257043805326,44.20177275142836,63.097555444569714,52.77234528662553
313,6.0,75.76690397632058,70.82549473881711,90.59804307915661,84.0008541587378
314,7.0,112.69755333316712,103.96975704052619,125.40279597581379,126.65822368252624
315,8.0,154.7671604946173,153.04978386504507,170.12769616107124,176.51996933022068
316,9.0,210.00696153578488,197.16979481569746,217.46039125534924,233.5060885441086
317,10.0,278.01044216480847,250.4887807249617,278.0956028293099,301.6370393782896
318,11.0,345.6937487345027,300.1759771785736,330.5394831847584,370.33574266752134
319,12.0,406.7312701200962,349.40640142783377,386.27740852361524,432.51243948672754
320,13.0,466.80501783278976,394.7594632143101,438.784470491947,504.98711435494215
321,14.0,530.5294925420974,446.52564959550796,488.47489294353926,568.3995406427159
322,15.0,596.7885519416795,493.5041174674817,537.351168053308,633.5310237858243
323,16.0,650.5069514783593,549.1796781624912,590.6642211972905,687.9887766782008
324,17.0,703.2914368779279,604.9740275836539,633.8408678492897,736.8164893641258
325,18.0,755.2757179957123,651.2071253217194,681.8640638945632,785.9523539069023
326,19.0,807.2933399447418,695.4554684036112,730.2584435216041,833.033455852466
327,20.0,854.9538578728386,747.4076757903473,779.4270173449895,884.6983890552181
328,21.0,913.9883108648751,789.7875350303091,818.9983304906739,933.5382378995329
329,22.0,958.535441876108,831.0458487418734,866.2608539538822,973.5682389337244
330,23.0,1004.3166271224388,876.0600987027353,914.7422087286307,1023.5659104091901
331,24.0,1055.3491983525369,915.6202611345973,948.4029973925158,1067.4898714660571
332,25.0,1100.145740356531,954.8034176015005,989.8260393821629,1110.9050496305654
333,26.0,1136.0639282401987,992.2215227579989,1022.4204216556,1153.5424184665026
334,27.0,1175.6327560822688,1031.7613543875561,1062.3948875181736,1197.6062527832073
335,28.0,1211.4319067369418,1072.894063976063,1101.996140940525,1234.2094134623917
336,1.0,3.7299906247031918,5.25,5.34423574726441,3.8801414789524835
337,2.0,7.4675369177428665,11.53563695683611,10.25281961267549,7.651279115845698
338,3.0,13.954813784802365,22.937603503201274,23.52457828760272,15.02865826637853
339,4.0,24.079968747835945,44.11840020467864,45.99923584535252,26.605966693224413
340,5.0,43.23618733102523,71.34761775512023,69.11878655975657,43.00420080235875
341,6.0,74.58951089505952,102.009833554446,97.15355749975609,75.10427536144596
342,7.0,112.10832596675753,143.58710193456022,142.19933674516176,107.07834288756949
343,8.0,157.5446844380834,195.255875641114,190.72610440307906,156.66531485424065
344,9.0,202.30615805446155,251.71050303722316,232.43905279866894,213.01752466571455
345,10.0,246.961737971204,300.5947585335409,284.4268425627666,265.07773557898054
346,11.0,304.4982959200187,351.45894259145115,344.11143786213756,320.2537228811641
347,12.0,351.84659340889186,400.46341024876654,395.61101057896053,380.7714821410142
348,13.0,405.88882172523336,452.81008660930127,459.37973193075175,433.61416388111695
349,14.0,464.5773960818898,499.90430376171656,522.1881049216115,489.69183478859196
350,15.0,514.8911908325222,548.4853544305196,580.4865664285924,542.3536956054284
351,16.0,572.1472520509412,603.3000457210659,630.5388242703963,594.8839163537998
352,17.0,624.5248633371918,667.640848260352,675.6119735777074,650.2055034678182
353,18.0,681.5294939957321,717.4146925044498,718.5705579139936,708.8750944798868
354,19.0,744.3670613064844,761.3238666533258,776.262079894908,760.5764708592669
355,20.0,807.7812474688287,804.675104330719,829.3210102351013,804.4046349025067
356,21.0,866.0631240696848,849.1783231261115,888.710265395859,857.1461714698147
357,22.0,925.8835001606446,889.0922831167425,934.345152683464,902.0630937890771
358,23.0,980.0429578852084,924.2967615834668,982.1054040958311,948.078012896946
359,24.0,1032.883013528189,957.9566346157726,1021.4038661586507,986.9709001975064
360,25.0,1084.10129694254,994.4062746542184,1059.621782016251,1031.477451920522
361,26.0,1131.0426151622128,1027.432981723769,1098.4378164612895,1070.14049634006
362,27.0,1177.60040811411,1058.8269206319812,1136.4769865428711,1109.5454319599985
363,28.0,1229.3551658420108,1084.1137921970228,1175.7191147433905,1152.6215916603821
364,1.0,5.342403867426585,3.8154720885270463,5.34392757872693,4.082868827101067
