,day,len_P0,len_P1,len_P2,len_P3
706,7.0,150.3109718879837,125.31696656558405,123.62129911908187,138.24230995788153
707,8.0,206.33047402444467,173.89290233561073,162.3285933676615,192.95619550009917
708,9.0,267.1099647770036,220.09369850866707,207.24822916555942,249.00427230761744
709,10.0,331.7942234317729,267.13610379896727,278.76047600599077,306.291678877204
710,11.0,391.4275046913343,313.4184595659858,351.5408128637117,370.33931484554194
711,12.0,449.67712457949835,363.03154904340715,412.4861953310995,441.5644319681261
712,13.0,505.54307962916454,407.2431864479362,471.84231399244993,494.88918895396455
713,14.0,553.4788918667703,448.60850755305773,519.4673637699589,545.2703434845707
714,15.0,597.343226671044,493.75347854711003,578.7418880949955,595.4581057666694
715,16.0,645.4485193340022,551.0605359119131,633.8133944412652,638.7037522292793
716,17.0,692.4009181972949,609.4084263475247,680.4913205672912,682.2870002934765
717,18.0,739.0589996772326,661.945631667224,726.8531719923571,731.3545555085625
718,19.0,783.1923820379101,713.9655989595792,770.180588049697,767.4741406704779
719,20.0,826.7804652891814,762.0452817137862,814.4168212594741,812.2875271304558
720,21.0,874.0308901852204,799.871369705081,846.7350678529384,848.7828898463504
721,22.0,924.5802634758109,842.5160729143756,887.9918611100272,889.5501654654618
722,23.0,972.1017535105702,892.553985276254,920.0060026132462,931.3651776683475
723,24.0,1015.741757779019,939.3779737835657,954.7234281746821,974.1775691982582
724,25.0,1056.279911718976,993.6952390436277,1004.493303121824,1013.0976745715078
725,26.0,1095.3039349564217,1035.645881899277,1058.6020608322826,1052.1363823660886
726,27.0,1131.6302876205598,1082.0495769164745,1098.5253609046542,1085.4807473982326
727,28.0,1167.3887221330797,1126.4079565139646,1138.8457240445164,1123.0218168499662
728,1.0,4.154640829354728,3.8368738677649916,5.125853237573928,4.311445960541666
729,2.0,10.096266903297076,11.330003877171851,13.965808857066351,8.866631295383078
730,3.0,23.75205646597796,18.592827617301253,34.41195994381312,16.59376464362622
731,4.0,39.14326982657815,30.108228598112152,51.70415613592626,31.533992630437417
732,5.0,57.781238615439825,51.448652342089886,77.78024344406683,52.82752776813072
733,6.0,86.04324785388397,74.21091643264614,103.07547783348079,86.22944096274719
734,7.0,125.95356813683954,106.89620662934556,140.17030924148338,118.53872852350158
735,8.0,167.49980863664473,147.19272938195934,195.89837511333775,164.94654463073857
736,9.0,222.05548800480085,201.66850497194358,251.46076745375188,225.4045798258933
737,10.0,273.55921536330067,246.88655874749222,305.7003065114038,277.0304152254897
738,11.0,328.40664918443974,299.3709747879477,356.244114607488,327.0731629683379
739,12.0,383.80154328674905,354.7859487787723,413.36299004382454,384.61332115669785
740,13.0,439.3362309687788,400.91454937265723,479.4762720585711,432.9829424839026
741,14.0,491.7451897909532,441.2136423741242,527.206184187148,486.5544571539716
742,15.0,559.5980666399498,487.11606740097795,585.8800925184632,528.5370597318098
743,16.0,620.5596340878012,535.2660939829694,642.4533531001944,577.6231764111036
744,17.0,678.3552517819495,573.3850399287547,692.4966894192542,629.1647314974143
745,18.0,730.9035516903064,616.6910876422397,743.7110334851279,679.4793743918292
746,19.0,787.2242595343525,660.116713520528,787.2409193419428,730.0166698916107
747,20.0,841.4345332987677,706.2137128767627,831.5987077847963,783.4005516902843
748,21.0,889.4952940468822,745.1943250341114,878.5057456252109,832.2760003705102
749,22.0,931.3530174046987,784.4638799470911,920.8796602026619,890.7218892061994
750,23.0,979.8376559047898,823.6271258381514,957.4570883228716,950.400531287264
751,24.0,1022.5053263314304,864.4001518306197,1005.8923384768926,1017.0644847456656
752,25.0,1064.1770389686749,896.5926977375814,1049.6020205564794,1061.5272619578723
753,26.0,1097.395950770719,926.0025448518015,1085.5978218994137,1109.8370750290007
754,27.0,1133.8070950863728,954.5070412887487,1126.5305264488272,1150.1551471974221
755,28.0,1169.061822295731,994.5803236319139,1168.0525096304023,1183.1225123725067
756,1.0,3.816698388893213,5.02781145447484,4.8308646740335135,4.064905387240416
757,2.0,7.528746710429485,10.788972380566642,11.05733776026587,9.240518865436306
758,3.0,16.74922452058478,21.643966586839113,21.18995040927819,20.744439033987774
759,4.0,31.27161473068462,33.36927228680912,36.55591369617065,42.10725957987321
760,5.0,48.0658554502339,52.26517765830252,53.04943836704006,66.96588596572246
761,6.0,68.06313025792836,82.50319954511417,78.72414784163671,97.29289634973453
762,7.0,97.47376073203841,128.3105736746698,117.43648137669551,124.80941273135323
763,8.0,138.4535736039339,178.15079407598154,167.96481853585772,167.42942653969152
764,9.0,191.1225485371414,231.04750343900258,224.51247074525122,221.64591118437775
765,10.0,240.76602558509106,292.90507158688894,280.0773767527859,269.59607459252777
766,11.0,300.05093797579684,347.44300583557026,339.75303002565863,323.48316085276343
767,12.0,363.54045794826686,404.10192455514397,399.0936787508738,368.79266307352725
768,13.0,417.8452486369037,465.0374562252849,458.46917758283485,416.6953396095731
769,14.0,469.82016637850063,518.3344408289387,510.0306070293051,474.1252806021684
770,15.0,527.1347939614363,565.3477817330626,568.1290415507747,533.7499575545943
771,16.0,581.5557218071192,618.2052357203723,619.7783203059485,584.6611376780555
772,17.0,621.2364830350853,674.2249281267113,671.0895477984801,637.3989672249874
773,18.0,665.3861722018457,739.1708968094906,716.5736237151359,687.4464525862822
774,19.0,704.1164766644717,803.1169612668683,773.7649554213269,738.9697679599719
775,20.0,745.4380107189893,860.6425397755182,813.8649432880889,787.3308301416522
776,21.0,792.3755726907444,913.9140684800983,849.5727651269146,840.2499365667945
777,22.0,830.0182174707124,969.3046940473288,888.9256412353192,887.4484799324473
778,23.0,862.6663338429462,1019.5341887478053,927.8609029549739,932.6182445862962
779,24.0,897.3325277038825,1064.883068060795,962.3185992366896,974.9577227503612
780,25.0,935.6738973590008,1119.6247723219249,993.8525094085862,1025.9789331105223
781,26.0,971.5562990100534,1169.9548775842727,1037.4890357526074,1066.582545383818
782,27.0,1003.9918939246155,1220.5016836484458,1078.045228366623,1106.619139409866
783,28.0,1043.6531215323594,1261.507446380373,1119.97263352566,1139.9538038026053
784,1.0,4.468963171463639,4.679799409658366,5.344451936125176,4.982164012801553
785,2.0,10.064787635027894,10.481051392516942,10.409754761281178,10.957228426921914
786,3.0,22.425428121029306,19.338272908045813,25.368691019433076,22.01679835724454
787,4.0,37.318983015918775,41.40383775394014,44.73786135121168,43.35645415618497
788,5.0,58.03742327349752,62.545868188343896,70.08334144579895,67.17647643834351
789,6.0,86.3827598972646,91.29218913443817,99.34821066571143,96.08040381022231
790,7.0,132.3255733079087,131.18539544770147,136.09209300409117,145.67031858779387
791,8.0,178.83511551583473,185.60662792122508,191.92447094280016,195.81429490958058
792,9.0,233.45708908399243,246.03827447627447,252.6485614593076,261.21517353714125
793,10.0,291.82099595564694,307.87604958442137,315.98228513096683,319.0199634628126
794,11.0,347.0914448238383,375.3491014660476,372.99024116024924,372.67358648212803
795,12.0,399.73192966884596,439.40377276723814,432.35604718993153,429.0937604759527
796,13.0,461.5749197810075,492.7680113382372,497.5286276422024,490.8739503809909
797,14.0,521.3068612066893,548.3695493235891,558.7678291806485,547.2185488588452
798,15.0,580.6159243033655,610.3443667167146,612.9821366924047,607.4994367677443
799,16.0,639.41689106767,672.0872277605172,661.5447054371537,659.2896837738792
800,17.0,697.696400626485,721.7739745747001,708.3342494614616,724.3057961810878
801,18.0,747.6375612909563,772.2108456499657,750.8946324161934,783.9404647435895
802,19.0,802.7937361764989,822.7651281701665,794.1257870705626,844.8670130963151
803,20.0,855.4141721352266,870.6420010938928,834.769494767304,894.1074691690582
804,21.0,907.5534811344124,914.7644721073407,869.3040435978915,939.8243412925233
805,22.0,953.533659466792,960.2547094721077,903.5105353448668,992.46201179253
806,23.0,1003.1198878868505,1008.4141540378662,943.5796836608249,1047.9020724157735
807,24.0,1045.4195714755988,1057.175027339114,978.762703283205,1091.8424033406345
808,25.0,1101.1334660468851,1090.2851215665416,1012.0619810009279,1142.721666575012
809,26.0,1154.7725028454856,1124.8173170371629,1046.6972507845012,1196.4689931262726
810,27.0,1206.409072808573,1162.820031389854,1078.5881266799959,1240.3613191330044
811,28.0,1249.5370247217418,1202.8705041607182,1111.8195958420215,1288.5143087634242
812,1.0,4.649136082389978,6.323397111045605,4.8401144969943575,4.0
813,2.0,13.31426965536464,18.58299582772996,9.514164126586502,8.24989598697729
814,3.0,24.86106272162614,29.98168182366678,16.60881149356741,15.428135560310826
815,4.0,43.56718805389412,50.468483456950956,32.81359158573828,28.781418151344784
816,5.0,65.86883305935517,70.86528621845733,56.22459308212965,49.023489556415726
817,6.0,99.7298013049239,99.07113997127118,88.76340643345819,73.3376703483506
818,7.0,140.48882817159935,140.80393670638398,127.90401977940371,110.80606342736036
819,8.0,186.7173853014195,187.5299904787155,171.9574510941466,154.07709482942084
820,9.0,235.57450555611155,237.2454892777096,232.2028973310812,204.0255564721824
821,10.0,284.3244983506966,296.2078710645444,277.17422684406995,255.55889666062942
822,11.0,345.5683414963627,346.95119258646673,333.79253268948776,304.8146008104082
823,12.0,398.2634925413837,405.8949136573607,380.6475119781937,353.83780442837474
824,13.0,446.87272719403154,463.6240824778283,438.7089890495705,404.0315657317277
825,14.0,493.647800622088,522.8453277308021,491.20915322110454,454.6490579763161
826,15.0,538.1771596794074,580.439494987281,539.500307121745,497.0502975216832
827,16.0,584.8645689788116,631.1999686355584,588.4192305137366,541.3906857937097
828,17.0,631.5545650445447,678.3623653730017,644.8614381567347,586.2387378938508
829,18.0,677.0957417087168,729.4085771854466,707.3283957330178,626.3139383215527
830,19.0,717.1425137166059,776.6198337220205,756.3991217107366,669.8942933420797
831,20.0,757.1277891376471,820.4125996269955,797.2082638731125,712.8172940699678
832,21.0,801.774279886844,869.7276954328242,841.0534811723687,768.3944830537757
833,22.0,842.8981062458638,905.2946919494534,892.8831143745474,815.0774036599962
834,23.0,876.2373080507352,946.8504076705331,937.6142864542552,865.6283892103672
835,24.0,914.0087286677299,987.074244492099,979.2076312220842,915.6413219127205
836,25.0,960.5879188174792,1027.3793048440398,1015.2146806179859,957.0022365199388
837,26.0,1002.8623389586472,1066.451048149244,1049.4356718522267,994.4720869600925
838,27.0,1039.7969082573354,1107.6794941683481,1085.118292307734,1029.9147506607076
839,28.0,1071.3250901947222,1149.3463247878478,1116.7006263260819,1061.8897922181322
840,1.0,5.343485546388615,4.5564146122676785,3.6113399410159133,4.760891904400335
841,2.0,13.22224250929716,12.373624440875796,7.3306924254401284,12.520485006897129
842,3.0,30.24203145499023,23.285628662045728,16.283886409983992,30.833373438634084
843,4.0,49.3556757197779,34.81967777553359,32.713435942677265,46.46490152065401
844,5.0,70.72087777174077,54.15016954580998,67.0640066290749,67.01165170111216
845,6.0,93.9819939146401,80.85642604441918,107.19561029168554,96.39773922245828
846,7.0,132.2556916832547,122.90860819307136,153.3182354207141,132.68464518360105
847,8.0,186.07684439211133,172.23365887650382,197.6414785294297,171.8231221073468
848,9.0,234.88495051775195,222.87905678867253,247.90112599374945,214.55758982584922
849,10.0,285.08264487062877,272.4075095454933,297.1449626796089,261.7980252395294
850,11.0,330.0295523951198,327.11999337740997,343.5597125086633,306.6525145862656
851,12.0,382.98581613692227,390.51274315548324,392.36396869190287,351.44718796911206
852,13.0,442.9108328314857,459.50711355658245,440.37874937776485,394.8652275288658
853,14.0,493.6306820743812,530.8084216608324,486.57052580213553,450.3721214773339
854,15.0,546.1641110248715,596.4345918885529,534.1215366116444,506.31372215398994
855,16.0,601.1875449675072,653.5085265920111,579.5909796115218,548.4241892721552
856,17.0,651.8442824119397,708.4079564581432,619.5526751326347,595.0905101650053
857,18.0,708.4784121756591,761.3880466436307,669.1805536435164,641.6734196872715
858,19.0,752.7333428581203,808.7839689482616,722.6067508910485,678.2538099288812
859,20.0,801.9930633932385,864.3339376266401,769.5742168402292,727.6670824149184
860,21.0,858.409681001856,921.1034137066532,824.9435399453877,767.3050749313657
861,22.0,909.9091803322469,967.3662415918322,867.8345379961315,805.3625962685335
862,23.0,964.3835673337984,1009.3847117336277,916.4370907416713,840.8727838672127
863,24.0,1011.6607487660801,1053.6374475645416,962.78174974901,884.0762903184352
864,25.0,1055.698293135748,1096.5303589274918,1003.324380684715,919.5229600876653
865,26.0,1102.2559306145808,1136.960894964186,1035.7152397174664,955.5416319160122
866,27.0,1137.8738008722867,1183.733671603073,1069.293501821253,986.6222163422467
867,28.0,1173.3498873332915,1234.0266255262131,1104.3858542784822,1018.3954365894884
868,1.0,4.5044725056671995,4.996981440864929,5.176592483217854,4.87055324000677
869,2.0,9.657283574891213,10.077619153716663,11.241143300657557,10.29174560180945
870,3.0,18.961307412717062,25.508517652665297,23.70226259981864,21.786910251402844
871,4.0,36.54743743375582,42.377603194447396,40.96485305174596,43.78509740793099
872,5.0,56.953426760914034,64.7305490900561,65.13859973444627,67.39402940470234
873,6.0,82.85468106694188,94.6772520885142,89.21026882496899,90.8701841622659
874,7.0,116.81967323818775,137.5090899144185,139.29990059773763,125.9345911880953
875,8.0,162.17314499827685,193.722099460605,181.41383422110292,175.76521631780918
876,9.0,219.02989629108728,248.4653528581506,233.7843088819645,227.73571531040574
877,10.0,273.05047011855515,307.2324229552487,287.07161260068267,280.0157728760354
878,11.0,324.8181670069911,368.9416203599218,333.650081336445,329.5601877123998
879,12.0,378.7204478889955,430.37955568684197,386.3711998299984,386.6649883032711
880,13.0,428.44337130420604,487.9074651398645,429.6699360211819,440.37511075022286
881,14.0,478.02130733536,537.9035264784504,487.0347466779658,501.69087545710926
882,15.0,521.4954643618221,597.5087996752542,533.5358241187762,556.4846865941089
883,16.0,566.5505139747893,651.8407021869772,575.7862865091455,602.0517698077101
884,17.0,607.4703734392923,695.7186479901937,624.39636140992,652.4595025238326
885,18.0,655.9036628630173,738.6517838935661,669.7037729646099,703.3587056960628
886,19.0,707.0371131094222,783.4063034244946,709.7523274618858,752.2882065652562
887,20.0,751.9943440312584,833.0522492436252,752.7753315467971,805.1365193806447
888,21.0,785.9487570077758,869.5416359732894,788.822660062026,852.1852708352521
889,22.0,825.6148564509356,912.3477686456059,823.2476261761933,900.2467659802044
890,23.0,859.9953241040098,952.8701929608942,857.0189589517066,946.3816995393217
891,24.0,901.1576321020564,989.9707384143016,893.6457119311297,991.0312375129427
892,25.0,932.298524991759,1026.5663003095997,927.3726752054193,1033.744741157498
893,26.0,968.9676758842246,1065.6527353535503,961.780245998787,1071.1860638644544
894,27.0,999.2078617345992,1098.4329159763033,997.2592207478647,1109.0668817700923
895,28.0,1029.6255310505915,1134.5589876303197,1031.799534486689,1145.6615260865933
896,1.0,3.8149509050798622,4.373208024144503,4.089272761553791,5.25
897,2.0,8.743136661147517,8.378488960844487,10.650036482719596,11.601705080111577
898,3.0,17.865373368081574,17.708693531945443,18.93219988811662,26.488599403838386
899,4.0,35.41582043550646,33.74851871930183,33.52404323099118,47.48368523315114
900,5.0,54.95376034654418,53.7540481756583,55.173962163305696,74.78831487831606
901,6.0,89.58075489080011,79.10548682340273,82.51042508880742,112.67897642241192
902,7.0,128.19926142890898,114.95579423432422,117.41337395529703,153.42639935179963
903,8.0,178.51516448446804,153.96151970337837,169.64667929751252,195.8507491291517
904,9.0,222.48938506612822,199.59156301482125,218.8367147287809,247.08785289364172
905,10.0,269.795906972378,256.667982108867,263.9415157183116,301.72661841380364
906,11.0,327.3084210050147,310.18305459056785,314.8986722153678,360.62972977643284
907,12.0,386.3336164341304,361.24414073793076,361.95564692490507,428.75784905382636
908,13.0,438.42613234036975,416.2376630900648,410.0724735723337,491.65535143507486
909,14.0,491.98197317621606,471.2407147031562,453.31580508497007,559.6414922400518
910,15.0,535.0099104848807,521.8201175195338,497.8799515378161,631.3946995700209
911,16.0,588.5706308131131,565.3908860159536,543.6345791251155,697.5261036735269
912,17.0,648.4500007906888,615.9376556407121,592.1132375653546,755.5115714410834
913,18.0,703.0102145302608,660.9548381859769,633.9146410569363,812.4545957002767
914,19.0,754.8413605548875,702.6369577494406,677.1849179633929,864.1514788480413
915,20.0,802.3712970077631,743.6089319425624,724.2073087561362,921.7025166673438
916,21.0,849.3147480069126,787.5476665683377,763.4836638821221,989.7531129372103
917,22.0,894.9192521787086,827.3774925924254,799.1336130974676,1052.2713832369648
918,23.0,932.9051916951337,863.9807971681992,844.703286425302,1113.3224570020868
919,24.0,973.6521198969929,908.8158349200114,883.1852073757935,1155.7766242648272
920,25.0,1014.7277810335376,946.3957577923659,921.3717353036815,1195.2859449312748
921,26.0,1050.0150583414704,984.3567556045081,958.8269823352765,1233.9618901456324
922,27.0,1088.0142773430916,1023.4163947855,993.062353927535,1274.534549892947
923,28.0,1124.2792568005543,1071.9588314310483,1026.743597876808,1309.073189698187
924,1.0,5.0,3.9215510973090413,4.18674332612084,4.226447353651521
925,2.0,10.698005105208125,9.641497410948125,12.489262103747743,8.8066836171281
926,3.0,26.41729365677866,17.689476039654494,25.096714024382266,24.096430042678072
927,4.0,44.86675005465162,31.105002804057566,37.85900396672782,38.30042549105683
928,5.0,65.55504334665542,60.55055883218163,54.46264088191439,57.724526323852835
929,6.0,99.36999701540037,86.94739739865324,89.55583281582216,81.52090012382186
930,7.0,138.44184604952687,122.7638164270307,129.87468405095086,120.27651886341854
931,8.0,195.20034621930537,178.46346545146162,177.6898231833878,162.73118169974205
932,9.0,250.4459911872363,230.8187014980545,235.350149995063,204.97924095027136
933,10.0,306.2982456435931,284.01675121951314,279.4394294373125,250.47763884157806
934,11.0,358.81515122694805,331.1145946764576,335.9130452642029,292.3819525750646
935,12.0,420.36579972283084,384.30521548475747,394.2978961528221,332.9860955915581
936,13.0,495.48176733592663,450.8033488708545,444.4588325730725,377.3886036330739
937,14.0,557.4752116460663,503.5763540515029,503.0190813214059,436.50525492761415
938,15.0,614.5103562131726,560.3252200635162,566.2054882985065,487.73075234970077
939,16.0,678.8492378014396,610.6937575655218,618.1546097340552,539.9122326785376
940,17.0,736.213977925303,661.9227145190484,665.3730953630836,588.8274209623291
941,18.0,786.0097791231951,723.6841112087096,710.9827975748631,636.3353257747781
942,19.0,830.8391523634014,767.462360989186,751.6888772698464,681.4846938136136
943,20.0,874.7636690293821,813.38562450616,801.4682647544485,721.156521644024
944,21.0,926.0347102574196,854.572947624592,844.3141676692211,760.1222869364034
945,22.0,969.8135519982753,892.7248865984143,881.2994156769598,807.788140564099
946,23.0,1017.1489844695682,934.4621206320613,917.5344068542784,857.7134399612571
947,24.0,1066.8898896932183,970.0938413953584,946.1360061718045,900.0775631879756
948,25.0,1117.9583429168833,1009.409740662649,985.1837843484741,940.0182393281808
949,26.0,1164.996505937007,1047.5582177666363,1015.7058828760416,980.361872066867
950,27.0,1210.308734885457,1086.821478262525,1044.7121743801258,1015.1147222200233
951,28.0,1256.6154468995574,1119.270440648801,1074.7658305128543,1047.759712261995
952,1.0,3.8168138270920555,4.3869833199258865,5.608046975194592,4.888368845910224
953,2.0,7.529200022040803,9.280367022290342,13.558483184802773,12.58569690322703
954,3.0,21.032611215284003,18.801629227668187,32.38469961041978,26.692987389617716
955,4.0,34.05412722498632,29.13097452688728,46.09871348998868,43.98044213908367
956,5.0,52.73055287470559,50.34950033883688,72.54245300893619,69.58685254581061
957,6.0,82.55849247723063,75.73192172249998,107.14172256312779,106.79816740815366
958,7.0,116.460470968733,113.17588797442036,150.9129680146485,148.51765322865532
959,8.0,161.31844422968646,155.4910439502218,201.1531479715286,200.98335638647478
960,9.0,210.8338955356987,209.4645939710949,266.4413682561923,260.55868804440695
961,10.0,261.86753073383426,263.18574085831983,313.5485582634218,317.86275600451927
962,11.0,310.1367276058397,313.1866872842098,370.46805382078986,377.24661164401266
963,12.0,368.179294360309,367.8118851346578,417.7420005977194,430.19626677606084
964,13.0,429.4010407752264,417.70274434496486,463.84631474692196,478.4909225358192
965,14.0,498.22687090127357,469.702302893396,513.4950774253778,523.993279823892
966,15.0,573.2208888582243,523.5444582343373,556.4517489070961,573.5113801287382
967,16.0,635.1352206654053,569.1023332822757,604.0019234131014,615.3004030501062
968,17.0,701.081887529638,618.6220185229345,661.9729723566104,665.2583093294658
969,18.0,752.9447815869962,665.0378579910046,723.5589901033845,709.6541981680384
970,19.0,802.9034354570377,706.2814257441039,769.5673931453928,752.5438563262144
971,20.0,848.445501521865,745.6953049461317,816.2126594527039,798.3530666759324
972,21.0,897.024056418778,791.8167331283262,864.6135333716798,854.5994495532605
973,22.0,937.0151894473702,829.7630577042353,921.0621449468372,910.4594523797923
974,23.0,979.3571509409974,867.51091077689,963.6980995028806,966.5611151789362
975,24.0,1029.4379096121002,911.8408212675001,1003.4804741341638,1021.2250383303481
976,25.0,1079.550229613647,948.223965847352,1044.2288054000946,1064.5613068835605
977,26.0,1125.201598931218,981.8994425515248,1077.0592365963523,1108.5783813777766
978,27.0,1170.6076799118318,1020.7629619048951,1110.0341400618063,1144.9566908087181
979,28.0,1205.7832593965695,1053.793883319438,1139.8976779096229,1188.3411597029867
980,1.0,3.870119968867812,4.563142373795684,4.845480676365134,4.247546094695404
981,2.0,7.761028986965448,9.900367018475595,9.272961281396482,11.608887078960192
982,3.0,17.948722643867498,20.056161133079605,20.393161419365242,26.504872210131044
983,4.0,37.11432198786648,34.898778620856426,34.020510269752734,43.56902158817759
984,5.0,59.90646128269062,59.33219548650297,58.11520808049959,69.26446609545422
985,6.0,89.86526632426387,91.82991902612703,87.45367696642408,107.83035491017354
986,7.0,126.98224263584986,137.19316570441964,127.92123493388681,151.67754668518597
987,8.0,172.89833216262414,180.75694925653275,174.75881451739488,191.11879422622465
988,9.0,236.25132763464987,226.46872451235396,221.80613975867763,251.17860500954836
989,10.0,285.1974537975336,283.03208179327896,269.1686858713802,310.83636489079913
990,11.0,339.0286990774447,345.3007816257955,325.73049724534354,360.45775058810284
991,12.0,394.0929299985843,408.06074954078974,382.33609380087444,412.74981943643775
992,13.0,457.5352260099836,474.97160010990916,441.8722635590448,469.24176884935594
993,14.0,513.6910301444341,537.7318187821777,499.76220171042394,520.5962494043254
994,15.0,576.9068703784839,593.7718207565383,560.9854188593762,579.056327008761
995,16.0,636.6540687122422,645.198145111883,621.7059129067584,628.6446006255038
996,17.0,689.2698046296196,685.6250818053716,674.0353710529156,676.5996886118096
997,18.0,737.6125608610303,739.6429774636908,736.378506086074,729.7275525194591
998,19.0,786.4939079480642,781.1193932485915,789.0565022415485,787.6515086478773
999,20.0,834.0272304442948,822.7763784289068,839.8997939769218,841.3474095498129
1000,21.0,880.7213276667785,867.6917157362317,882.65278657987,900.7167188611163
1001,22.0,923.8306248772958,910.286965964592,932.833860211407,956.4592423036943
1002,23.0,967.948206991987,955.3862338366768,972.3840774210734,1008.2052342834507
1003,24.0,1006.4507645055573,1003.8535772499725,1015.8961039356327,1069.7151517359277
1004,25.0,1050.8288983568,1046.2656680695593,1075.5416195251426,1123.8370602335117
1005,26.0,1100.134150660344,1083.3768458846675,1134.0502413246345,1168.9305224780082
1006,27.0,1144.4018555719463,1128.8422214524394,1198.897334265534,1215.2128566231158
1007,28.0,1189.2728156964777,1169.9818384151977,1245.147467241546,1254.058795600848
1008,1.0,5.255343737859375,5.34324488736277,4.682304712819597,3.8856865255681425
1009,2.0,15.413077861701039,11.810827079350139,10.390389250378764,8.052120406145416
1010,3.0,30.676718330632923,23.447356623500664,23.300059056347955,17.97951873266663
1011,4.0,48.02818996486925,42.5683608643666,38.048618325057966,31.31579417272201
1012,5.0,71.42769226602253,65.24945065030339,64.11116492406585,52.02706401453018
1013,6.0,101.41033994909469,98.38206797288764,103.75954497994286,70.5418736010156
1014,7.0,141.81459947658956,137.48564458685217,144.23993774084383,109.75760906055112
1015,8.0,188.6055750581902,194.99271664963834,195.29279889287773,148.90205668477697
1016,9.0,235.12351472831867,249.9783417452057,268.47908795158116,204.14624109316523
1017,10.0,284.79267670706054,306.9328765310587,334.1804063162139,260.27765897417964
1018,11.0,339.6426857016796,366.8055519335319,399.95643712498145,315.753397373712
1019,12.0,397.10726265881647,425.28700984755005,463.4565185510631,362.09507719016017
1020,13.0,450.2639332822099,481.5768389098189,527.7151029875085,410.84535236662646
1021,14.0,503.47129365130775,533.5432130241719,600.1950069316863,465.0843119384043
1022,15.0,573.9267448642651,591.2298609951622,661.739483391666,527.0031614001889
1023,16.0,647.2020886039614,646.6663379210661,712.2266023121445,579.5574683899615
1024,17.0,702.3329965308417,703.8481155781828,754.7820137987753,628.2557139322198
1025,18.0,763.6596111960907,753.5326967539448,801.060194431145,676.7413925920433
1026,19.0,821.9834402898247,800.3580012395121,840.0432906152009,729.0896484603579
1027,20.0,862.2552834795956,841.7297579615448,880.2964496055698,780.8402312337951
1028,21.0,906.491513382861,884.2673220808313,923.2698208022148,830.3424736034624
1029,22.0,949.4986549853985,926.6586585561938,961.1385504577026,883.4272291571193
1030,23.0,988.3163078413685,960.3926380863968,1000.5511326087844,932.0032977336384
1031,24.0,1026.0163047103933,999.4672471087208,1043.1968905685512,984.1332175321144
1032,25.0,1063.3866047510219,1042.5710350909596,1083.2251163844944,1031.7641031854896
1033,26.0,1104.686276282493,1083.1356206771575,1123.0401607913145,1077.3963323882033
1034,27.0,1146.0081904771469,1127.53642125314,1165.127713704327,1116.6731016025146
1035,28.0,1186.5807507544966,1171.1351075153457,1215.8895266514655,1152.2236011619111
1036,1.0,4.319896684047758,4.0,4.634601866818553,5.0457537517235655
1037,2.0,10.041140455682955,8.061226259357621,12.080637801610669,11.17328957653009
1038,3.0,19.20167482905,19.434980797300376,27.61426921850822,22.26834109598835
1039,4.0,38.71163966610187,33.72453920068837,47.91072846629253,38.71407166981079
1040,5.0,61.975860763538016,49.86900305924975,72.95352508348498,61.49715167506796
1041,6.0,89.31240325883171,78.2104576069759,99.8116839822231,89.88880728502758
1042,7.0,124.12910244429803,120.6794682550397,132.24417541956737,129.6917223723882
1043,8.0,166.43087537848544,167.75025198046836,188.88314569817544,172.65556425501114
1044,9.0,216.99792455263977,219.09593928370901,264.05014705613223,238.54207327134117
1045,10.0,270.54138827030715,276.81752200233626,339.2237890056975,290.2659018056604
1046,11.0,321.40992930901257,332.56358187858086,413.56009511631544,333.8422177605628
1047,12.0,372.12967035731356,387.54608576259204,472.1480955537043,378.9778659669145
1048,13.0,426.04153393485717,441.7482116972695,527.554679803953,418.55442989550505
1049,14.0,467.84117315115867,490.46538826914605,577.1983368335648,464.0639429177428
1050,15.0,523.0317726573481,533.1022846631365,629.5419609099723,511.33939712008686
1051,16.0,566.999390619209,583.4837230820431,672.8750264973453,557.3357577850036
1052,17.0,614.9616898717687,629.7275569843478,726.5179228182166,611.1897005868132
1053,18.0,658.8904692360331,678.6866090340006,782.178084287468,665.9518061670872
1054,19.0,705.9178646279677,732.3362144625223,840.6969666975987,715.5097625008225
1055,20.0,745.4772810221532,782.2713069346263,895.9148094021175,761.008534282206
1056,21.0,788.1127398187757,831.259197001334,942.5556524490112,809.9477045735013
1057,22.0,840.7615282961046,886.9840665433907,997.1477192913007,853.5600673922772
1058,23.0,885.4706975920321,940.5503600661822,1045.9938433038024,902.510864948519
1059,24.0,929.770646348554,990.7976914893804,1088.6239365580805,946.0435365881812
1060,25.0,969.3484040366052,1045.282423422871,1130.690412420233,996.8654711998493
1061,26.0,1006.516502197947,1091.3484398812086,1170.8650058984647,1039.4802387428992
1062,27.0,1045.2776976877649,1127.1691762090252,1209.3151934649568,1081.3069393568103
1063,28.0,1082.8415110654323,1168.364258231792,1251.0865172544402,1116.4257576940004
1064,1.0,4.118500027207899,5.343832159439439,5.1760938306606405,3.6939921006332748
1065,2.0,8.830376864713415,12.413788508438781,12.423722132025487,10.118838139752645
1066,3.0,22.374650483424055,25.266233107053456,28.38376002313194,18.274925655016304
1067,4.0,37.99142475711647,42.408712156153896,42.86128508097946,26.983235679957545
1068,5.0,57.26290438265661,62.94777436859919,61.93019180333836,47.802141995012505
