7.993605777301127e-15,1.812943153713076e-13,7.993605777301127e-15,1.812943153713076e-13,7.993605777301127e-15,1.812943153713076e-13,3.979039320256561e-13,9.63883267144884e-14,0.0,0.0
2.6645352591003757e-15,6.04313612362411e-14,2.6645352591003757e-15,6.04313612362411e-14,9.769962616701378e-15,2.215816578662174e-13,5.684341886080802e-14,1.3770332207903783e-14,3.410605131648481e-13,8.262199324742268e-14
1.7763568394002505e-15,4.028749619039498e-14,1.7763568394002505e-15,4.028749619039498e-14,1.2434497875801753e-14,2.820124733327649e-13,3.410605131648481e-13,8.26251820850026e-14,3.410605131648481e-13,8.26251820850026e-14
2.6645352591003757e-15,6.043108902801474e-14,1.7763568394002505e-15,4.028739268534316e-14,9.769962616701378e-15,2.2158065976938734e-13,1.7053025658242404e-13,4.131402642867617e-14,7.958078640513122e-13,1.9279879000048882e-13
5.329070518200751e-15,1.2086179350274547e-13,5.329070518200751e-15,1.2086179350274547e-13,4.440892098500626e-15,1.007181612522879e-13,4.547473508864641e-13,1.101740752837641e-13,6.252776074688882e-13,1.5148935351517565e-13
0.0,0.0,8.881784197001252e-16,2.014355647067012e-14,5.329070518200751e-15,1.2086133882402073e-13,1.1368683772161603e-13,2.754422557438137e-14,1.0231815394945443e-12,2.478980301694324e-13
8.881784197001252e-16,2.0143469360268424e-14,8.881784197001252e-16,2.0143469360268424e-14,4.440892098500626e-15,1.0071734680134212e-13,2.2737367544323206e-13,5.50896174907259e-14,1.8189894035458565e-12,4.407169399258072e-13
1.7763568394002505e-15,4.0286743731790224e-14,1.7763568394002505e-15,4.0286743731790224e-14,6.217248937900877e-15,1.4100360306126578e-13,5.684341886080801e-13,1.3772639497301178e-13,3.353761712787673e-12,8.125857303407695e-13
8.881784197001252e-16,2.0143264253032322e-14,8.881784197001252e-16,2.0143264253032322e-14,7.105427357601002e-15,1.6114611402425858e-13,1.1368683772161603e-13,2.754565206337196e-14,4.149569576838985e-12,1.0054163003130766e-12
0.0,0.0,0.0,0.0,7.105427357601002e-15,1.61145180355752e-13,8.526512829121202e-13,2.065945483884512e-13,3.410605131648481e-12,8.263781935538048e-13
0.0,0.0,0.0,0.0,7.993605777301127e-15,1.8128720528516539e-13,4.547473508864641e-13,1.1018446589571994e-13,3.922195901395753e-12,9.503410183505844e-13
1.7763568394002505e-15,4.028577479902296e-14,8.881784197001252e-16,2.014288739951148e-14,7.105427357601002e-15,1.6114309919609185e-13,1.7053025658242404e-13,4.131917528136736e-14,3.808509063674137e-12,9.227949146172043e-13
4.440892098500626e-15,1.0071370069434113e-13,4.440892098500626e-15,1.0071370069434113e-13,1.0658141036401503e-14,2.417128816664187e-13,0.0,0.0,3.865352482534945e-12,9.365739828612153e-13
2.6645352591003757e-15,6.042774711551149e-14,2.6645352591003757e-15,6.042774711551149e-14,7.993605777301127e-15,1.8128324134653448e-13,4.547473508864641e-13,1.1018639458435114e-13,4.433786671143025e-12,1.0743173471974237e-12
2.6645352591003757e-15,6.042724483606443e-14,2.6645352591003757e-15,6.042724483606443e-14,4.440892098500626e-15,1.0071207472677406e-13,5.684341886080802e-14,1.3773498809498405e-14,4.490630090003833e-12,1.088106405950374e-12
3.552713678800501e-15,8.05689507453268e-14,3.552713678800501e-15,8.05689507453268e-14,7.993605777301127e-15,1.8128013917698532e-13,5.684341886080802e-14,1.3773752490477512e-14,4.661160346586257e-12,1.129447704219156e-12
3.552713678800501e-15,8.056820334254131e-14,3.552713678800501e-15,8.056820334254131e-14,4.440892098500626e-15,1.0071025417817663e-13,2.2737367544323206e-13,5.509635016488477e-14,4.604316927725449e-12,1.1157010908389166e-12
0.0,0.0,8.881784197001252e-16,2.0141854124901537e-14,5.329070518200751e-15,1.208511247494092e-13,1.1368683772161603e-13,2.7549005551129858e-14,4.661160346586257e-12,1.1295092275963241e-12
8.881784197001252e-16,2.0141647453427258e-14,8.881784197001252e-16,2.0141647453427258e-14,7.105427357601002e-15,1.6113317962741807e-13,0.0,0.0,4.888534022029489e-12,1.1846504745786679e-12
8.881784197001252e-16,2.0141429832828154e-14,0.0,0.0,6.217248937900877e-15,1.4099000882979707e-13,0.0,0.0,5.172751116333529e-12,1.253579332651247e-12
8.881784197001252e-16,2.014120102453655e-14,8.881784197001252e-16,2.014120102453655e-14,7.105427357601002e-15,1.611296081962924e-13,7.958078640513122e-13,1.9286773068032178e-13,4.547473508864641e-12,1.1021013181732674e-12
