1.709743457922741e-14,9.75781955236954e-19,1.0234868508263162e-16,1.9905274260476058e-20,2.303929616531697e-18,1.9905274260476058e-20,2.303929616531697e-18,4.404571325722362e-20,6.617444900424221e-23,2.0962571662563845e-12,2.557465181659668e-11,2.674176055171149e-11,2.964672190779631e-11,2.1382810179404813e-11,3.014076662317412e-11,2.1374839462624098e-11,1.7844160755490592e-11,1.1289755022562748e-12
1.8096635301390052e-14,1.0570971181733668e-18,1.1102230246251565e-16,2.0752307207730358e-20,2.4665599424045226e-18,2.0540548970916783e-20,2.4123498337802474e-18,4.912791094074942e-20,2.9116757561866574e-22,2.2106894622873878e-12,2.888360899775636e-11,3.0214321186690714e-11,3.307917429203183e-11,2.383967253459847e-11,3.3625074213584384e-11,2.2934514034819027e-11,2.0498197323554065e-11,3.241931563097038e-12
2.0317081350640365e-14,1.0299920638612292e-18,1.0755285551056204e-16,2.0752307207730358e-20,2.4665599424045226e-18,2.0328790734103208e-20,2.439454888092385e-18,4.997494388800372e-20,3.1763735522036263e-22,2.4833428137333144e-12,2.86937327054882e-11,2.96647691353372e-11,3.5240826166565984e-11,2.4135279216336635e-11,3.609142184653126e-11,2.3606581990781235e-11,2.1062885955056933e-11,2.8128019224163957e-12
2.1649348980190553e-14,9.893344823930228e-19,1.0755285551056204e-16,2.0540548970916783e-20,2.4665599424045226e-18,1.9905274260476058e-20,2.439454888092385e-18,4.997494388800372e-20,5.293955920339377e-22,2.6448104021742383e-12,2.836270550651055e-11,3.035060776502812e-11,3.749766396035134e-11,2.4723487750621376e-11,3.8680567105151025e-11,2.4173659932098632e-11,2.1571105723409516e-11,2.9970361555254115e-12
2.0539125955565396e-14,9.622294280808852e-19,1.0581813203458523e-16,2.0117032497289633e-20,2.4665599424045226e-18,1.9481757786848908e-20,2.439454888092385e-18,4.997494388800372e-20,2.117582368135751e-22,2.5077546157752272e-12,2.7358638110344884e-11,2.9769039058778006e-11,3.832917622039977e-11,2.445866149561302e-11,4.0157564130761806e-11,2.3900581295757115e-11,2.1571105723409516e-11,1.1628517178337886e-12
1.9539925233402755e-14,8.944667923005412e-19,9.8879238130678e-17,2.0117032497289633e-20,2.4123498337802474e-18,1.9058241313221758e-20,2.4123498337802474e-18,5.082197683525802e-20,6.352747104407253e-22,2.381224259851901e-12,2.5774912101438167e-11,2.8254599626257358e-11,4.021620742342633e-11,2.3995199965228173e-11,4.204985502333435e-11,2.363957638944912e-11,2.1881684470736088e-11,2.6590644067704227e-12
2.0650148258027912e-14,9.75781955236954e-19,1.0581813203458523e-16,2.0752307207730358e-20,2.656295322589486e-18,1.9905274260476058e-20,2.6291902682773483e-18,5.675120746603812e-20,1.376428539288238e-21,2.5195765818890397e-12,2.8371279527088055e-11,3.100314342438818e-11,4.355658646588756e-11,2.6876779911958813e-11,4.674857739250283e-11,2.6295481479760294e-11,2.4606307117737422e-11,4.866702077163221e-12
1.9761969838327786e-14,9.75781955236954e-19,1.0581813203458523e-16,2.0752307207730358e-20,2.656295322589486e-18,1.9905274260476058e-20,2.6291902682773483e-18,5.675120746603812e-20,1.376428539288238e-21,2.409628693854749e-12,2.8220054687890748e-11,3.100308717169981e-11,4.5561879336769805e-11,2.6881992143899976e-11,4.970735958181613e-11,2.6291358623110747e-11,2.4606307117737425e-11,4.300359619284421e-12
2.1316282072803006e-14,1.0299920638612292e-18,1.1275702593849246e-16,2.1175823681357508e-20,2.8189256484623115e-18,2.0117032497289633e-20,2.8189256484623115e-18,6.013933925505532e-20,2.117582368135751e-21,2.5966603101366143e-12,3.0642896876647346e-11,3.4406338883407316e-11,4.9645653145698006e-11,2.994123658313516e-11,5.49490626126331e-11,2.94364179871559e-11,2.6893296075324036e-11,5.966242510200812e-12
2.0539125955565396e-14,1.0299920638612292e-18,1.1102230246251565e-16,2.0752307207730358e-20,2.8189256484623115e-18,1.9693516023662483e-20,2.8189256484623115e-18,5.929230630780102e-20,2.541098841762901e-21,2.5013648507929198e-12,3.0523312567664044e-11,3.386727380236268e-11,5.0892393104934675e-11,2.999436768648919e-11,5.720277399592263e-11,2.947905241789526e-11,2.6540365680634743e-11,6.7838296582404076e-12
2.098321516541546e-14,1.0570971181733668e-18,1.1449174941446927e-16,2.0540548970916783e-20,2.846030702774449e-18,1.9481757786848908e-20,2.846030702774449e-18,6.098637220230962e-20,3.1763735522036263e-21,2.55535079310951e-12,3.099584559858154e-11,3.4752910538477857e-11,5.269200223780138e-11,3.02233405306334e-11,6.021165644223473e-11,2.969684399334855e-11,2.7119171527925177e-11,7.154371119470574e-12
2.020605904817785e-14,1.1519648082658485e-18,1.231653667943533e-16,2.0328790734103208e-20,3.0086610286472748e-18,1.9058241313221758e-20,3.0086610286472748e-18,6.352747104407253e-20,4.235164736271502e-21,2.4647439150185413e-12,3.442488636092232e-11,3.850220669066762e-11,5.470567393790285e-11,3.268888917999137e-11,6.253592095044481e-11,3.207160953192341e-11,2.855912753825749e-11,9.433211402663018e-12
