SP,num,Seq,ILU,ILURes,SORC
-705.7479505673822,-705.5117025271271,-708.2526994177472,-706.6239347756593,-706.3907039055175,-705.5239957006013
-709.2172587410514,-708.9614168275181,-711.9120062035901,-710.1576396828681,-709.9065854244826,-708.9779534392651
-712.8122338949075,-712.5359329433459,-715.7039852405455,-713.8191727662523,-713.5496669214771,-712.5572484100071
-716.5327381952209,-716.2351031597252,-719.628499269694,-717.6083818391237,-717.3197979868451,-716.2617584209594
-720.3786228710873,-720.0587697060263,-723.6854002597765,-721.5251050646324,-721.2168184884105,-720.0913510370103
-724.3497295421994,-724.006764771923,-727.8745292402061,-725.5691698442389,-725.2405569759909,-724.0458834629464
-728.445889224274,-728.0789101103715,-732.1957166257638,-729.7403935933852,-729.390832562696,-728.1252030107055
-732.6669227690393,-732.2750175001075,-736.6487820575109,-734.0385832454856,-733.6674537012893,-732.3291464084706
-737.0126410338409,-736.5948888794953,-741.2335347873426,-738.4635354967563,-738.0702187282872,-736.6575409750016
-741.482845028498,-741.038316377394,-745.9497729044195,-743.0150369772789,-742.5989157989078,-741.110203451503
-746.0773253899482,-745.6050812773788,-750.7972845640554,-747.692864191413,-747.2533230932228,-745.6869408651393
-750.7958630350704,-750.2949562425243,-755.7758469886152,-752.4967835233025,-752.0332086178529,-750.3875503785554
-755.6382287969444,-755.1077031122736,-760.8852272038605,-757.4265512034287,-756.9383303444162,-755.2118191055056
-760.604183930808,-760.0430743022171,-766.125181923433,-762.4819136157739,-761.9684364313543,-760.1595245052347
-765.6934796373629,-765.1008125314651,-771.4954572230644,-767.6626072149404,-767.1232648720737,-765.2304342201165
-770.9058572646259,-770.28065080288,-776.9957894722329,-772.9683583677838,-772.4025442059906,-770.4243065373121
-776.2410488950364,-775.582312198948,-782.6259043616066,-778.3988839811147,-777.8059926868987,-775.7408895776292
-781.6987765962247,-781.0055103456202,-788.3855173991101,-783.9538907566733,-783.3333191047758,-781.1799221164847
-787.2787528037625,-786.5499496892746,-794.2743345686621,-789.633075835812,-788.9842225447771,-786.7411337167939
-792.9806807140737,-792.215324334346,-800.2920510993889,-795.4361266987885,-794.7583923914285,-792.4242441174296
-798.8042538923485,-798.0013197276767,-806.438352997422,-801.3627212176146,-800.6555084865358,-798.228963878036
-804.749156416282,-803.9076117307399,-812.7129158981013,-807.4125275143471,-806.6752408427669,-804.1549940238925
-810.8150632321167,-809.9338664805679,-819.1154057447466,-813.5852041217058,-812.8172504631281,-810.2020267192929
-817.0016396759734,-816.0797409967136,-825.6454787488188,-819.8804006619316,-819.0811886236028,-816.3697445643197
-823.3085418419192,-822.3448834422442,-832.3027815216592,-826.2977566263859,-825.4666971958299,-822.6578211286504
-829.7354170315457,-828.7289323165734,-839.0869508872007,-832.8369026430423,-831.9734089649153,-829.0659210712363
-836.2819031450773,-835.2315170373679,-845.9976141826503,-839.4974598054025,-838.6009473719605,-835.5936999226641
-842.9476288961148,-841.8522583893728,-853.0343892562832,-846.27904005418,-845.3489266688571,-842.2408043267152
-849.7322142689356,-848.5907676227365,-860.1968845873811,-853.1812462345272,-852.2169517369433,-849.0068718721852
-856.6352700848375,-855.4466470968118,-867.484699347772,-860.2036717370019,-859.204618904254,-855.8915318822332
-863.6563986719295,-862.4194907406971,-874.8974232201357,-867.3459013169322,-866.3115148688377,-862.894404488321
-870.795192940676,-869.5088831027413,-882.4346369297799,-874.6075104862788,-873.5372180825077,-870.0151012058647
-878.0512375996585,-876.7144001453073,-890.0959120437196,-881.988065774496,-880.8812975096807,-877.2532252726702
-885.4241084895024,-884.0356093063165,-897.8808110117162,-889.4871250459317,-888.3433136353573,-884.6083711354142
-892.913372766002,-891.4720690580154,-905.7888873351511,-897.104237197705,-895.9228180663366,-892.0801251460763
-900.5185893246411,-899.0233293969542,-913.8196855511158,-904.8389423659415,-903.6193539793021,-899.6680648380018
-908.2393080272797,-906.688931999679,-921.9727413520291,-912.6907722134496,-911.4324555207235,-907.3717597927879
-916.0750711533774,-914.4684096918065,-930.2475819677979,-920.659249534414,-919.3616484993695,-915.1907714071389
-924.0254118867749,-922.3612871227245,-938.643725668966,-928.7438888009362,-927.4064503493997,-923.124652683736
-932.0898556653968,-930.3670807842266,-947.160682124289,-936.9441957868622,-935.566369903995,-931.1729489214936
-940.267919444519,-938.4852985491154,-955.7979528153081,-945.2596680645627,-943.8409077658233,-939.3351972730119
-948.5591120402038,-946.7154401579365,-964.5550304752783,-953.6897945736063,-952.2295561862107,-947.6109268315557
-956.9629345087537,-955.0569973357343,-973.43139971826,-962.2340561719559,-960.7317992563171,-955.9996591895294
-965.4788797944741,-963.5094538799231,-982.4265365551537,-970.8919258102342,-969.3471131974238,-964.5009080642924
-974.1064328310094,-972.072285285093,-991.5399091383026,-979.6628676022208,-978.0749655828539,-973.114179449617
-982.8450706861555,-980.7449590027377,-1000.7709775535657,-988.5463382629008,-986.9148165864544,-981.8389718185365
-991.6942630667681,-989.5269351330705,-1010.1191936614858,-997.541786211444,-995.8661179656108,-990.6747761979742
-1000.6534716748973,-998.4176655613609,-1019.5840014105993,-1006.6486518284149,-1004.9283139524625,-999.6210762459463
-1009.7221507546843,-1007.4165946754694,-1029.1648369491008,-1015.8663678708641,-1014.1008410160464,-1008.6773481282657
-1018.8997468031846,-1016.5231590763743,-1038.8611288013346,-1025.1943592346227,-1023.3831278608978,-1017.8430607768088
-1028.1856989777518,-1025.7367877258166,-1048.672297787278,-1034.6320432081195,-1032.774595434827,-1027.1176762037028
-1037.5794394813875,-1035.0569022590807,-1058.597756857678,-1044.1788294263927,-1042.2746573757665,-1036.5006491830104
-1047.0803927022926,-1044.4829168543974,-1068.6369119126182,-1053.834119647667,-1051.8827198267031,-1045.9914274919693
-1056.6879758209009,-1054.0142381485489,-1078.7891609250175,-1063.597308618661,-1061.5981813586625,-1055.5894519781368
-1066.401599461912,-1063.6502656367973,-1089.0538951371377,-1073.4677836515345,-1071.4204333325472,-1065.294156840867
-1076.2206666112158,-1073.3903916647757,-1099.4304982908707,-1083.4449242047308,-1081.34886006566,-1075.1049693644288
-1086.144573545218,-1083.2340011591375,-1109.9183467707185,-1093.5281031194845,-1091.382838280592,-1085.0213102478428
-1096.1727095212964,-1093.1804723221721,-1120.5168104026948,-1103.716685727705,-1101.5217382242395,-1095.042593852282
-1106.3044573177258,-1103.229176128622,-1131.2252513915191,-1114.0100304786229,-1111.764922395419,-1105.1682277702619
-1116.5391925980684,-1113.379476767441,-1142.0430258159427,-1124.4074886085323,-1122.111747072785,-1115.39761325011
-1126.8762847884277,-1123.6307314879803,-1152.9694829516236,-1134.9084045002855,-1132.5615615160739,-1125.7301456301464
-1137.3150962948325,-1133.982290929587,-1164.0039645356137,-1145.5121158048978,-1143.1137078293075,-1136.16521366242
-1147.854983326235,-1144.4334987619357,-1175.1458066593066,-1156.217953260914,-1153.7675220935612,-1146.7022001311082
-1158.4952960192606,-1154.9836925543682,-1186.3943385370058,-1167.025240975036,-1164.5223333249028,-1157.3404819559603
-1169.2353776580599,-1165.6322028755785,-1197.7488832232755,-1177.9332963573588,-1175.3774641679352,-1168.0794300594216
-1180.0745656564452,-1176.3783538797084,-1209.2087571047086,-1188.9414305104258,-1186.3322309231255,-1178.9184092805867
-1191.0121911827578,-1187.2214639438007,-1220.7732707655741,-1200.0489478298234,-1197.3859434170065,-1189.8567793147922
-1202.0475794788606,-1198.1608443367095,-1232.4417285088741,-1211.255146515973,-1208.537905244306,-1200.893893821502
-1213.1800496327996,-1209.1958005981182,-1244.2134289065152,-1222.559318570977,-1219.7874141322536,-1212.029100932057
-1224.408915092285,-1220.3256321201993,-1256.087664075961,-1233.9607495537389,-1231.1337613007765,-1223.2617436230178
-1235.7334835934596,-1231.5496321733617,-1268.0637210001016,-1245.4587192141496,-1242.5762322273813,-1234.5911592199263
-1247.1530568547664,-1242.867088083567,-1280.1408806471916,-1257.052501138084,-1254.1141063405382,-1246.0166798839757
-1258.6669312753497,-1254.277281182753,-1292.3184183602225,-1268.7413626959394,-1265.7466573243582,-1257.5376329538906
-1270.2743978381257,-1265.7794874528715,-1304.5956040838512,-1280.5245660624767,-1277.473153217401,-1269.1533403738367
-1281.9747418541483,-1277.372976527733,-1316.9717024466772,-1292.4013669516846,-1289.292856228529,-1280.863119180938
-1293.7672434077194,-1289.0570129959444,-1329.4459727424398,-1304.3710159542961,-1301.205023257183,-1292.6662817423116
-1305.6511776072532,-1300.8308554277978,-1342.0176690236092,-1316.4327579195688,-1313.2089053013544,-1304.5621355860808
-1317.6258138481137,-1312.6937573472987,-1354.6860402688455,-1328.585831862878,-1325.3037483424173,-1316.5499836730507
-1329.690417082263,-1324.6449665528078,-1367.4503305993323,-1340.8294717283202,-1337.4887930709403,-1328.6291242690772
-1341.8442471897367,-1336.6837258875273,-1380.309779240426,-1353.1629061923036,-1349.7632748685019,-1340.7988512923118
-1354.086558859328,-1348.8092727846163,-1393.2636205835272,-1365.5853582796926,-1362.1264240607275,-1353.0584543214798
-1366.416602456852,-1361.0208394672916,-1406.3110844741873,-1378.0960465248734,-1374.577465647615,-1365.4072189005785
-1378.833623381294,-1373.3176534938084,-1419.4513960961824,-1390.6941837580396,-1387.115620181917,-1377.8444260947126
-1391.3368624218535,-1385.6989369937235,-1432.6837763383332,-1403.3789782402248,-1399.7401032520363,-1390.369353034875
-1403.925556337942,-1398.1639076407507,-1446.0074416071516,-1416.1496331503047,-1412.4501254466177,-1402.9812731544293
-1416.5989369572715,-1410.7117782290545,-1459.4216041528784,-1429.0053469463035,-1425.2448928575743,-1415.679455831413
-1429.3562321386903,-1423.3417568113325,-1472.9254722129,-1441.9453135660697,-1438.1236071541775,-1428.463166804803
-1442.1966654144487,-1436.0530469656314,-1486.5182497137503,-1454.9687218556487,-1451.085465138284,-1441.3316680247806
-1455.1194563978288,-1448.8448474703257,-1500.1991372157174,-1468.0747568314491,-1464.1296600011456,-1454.2842185179763
-1468.1238205310476,-1461.7163531198348,-1513.9673309350928,-1481.262598504534,-1477.2553794356747,-1467.3200731916913
-1481.2089693719693,-1474.6667540052051,-1527.8220235945705,-1494.53142299498,-1490.4618083375722,-1480.4384840560224
-1494.3741108329823,-1487.6952362784068,-1541.7624044271652,-1507.880401792106,-1503.748126486574,-1493.6386998213732
-1507.6184488130946,-1500.8009816845597,-1555.7876593567107,-1521.3087024294268,-1517.1135100379815,-1506.9199662039914
-1520.9411840210691,-1513.9831680557386,-1569.8969705224886,-1534.8154885468134,-1530.5571312832928,-1520.2815258149076
-1534.3415134181419,-1527.2409692017116,-1584.0895171993936,-1548.3999195560316,-1544.0781585860616,-1533.7226184593626
-1547.8186305035251,-1540.5735550196794,-1598.3644754431873,-1562.0611510404535,-1557.6757566376943,-1547.242481142288
-1561.3717255488402,-1553.9800918085327,-1612.7210181813866,-1575.7983350004256,-1571.3490864723753,-1560.8403483383609
-1574.9999855422764,-1567.459741875844,-1627.158315423853,-1589.6106196412577,-1585.097305648775,-1574.5154517819274
-1588.7025944475326,-1581.0116640396373,-1641.6755346232471,-1603.4971493603903,-1598.9195683060225,-1588.267020825939
-1602.4787332641986,-1594.635013672086,-1656.2718404383531,-1617.4570656388146,-1612.8150251657378,-1602.0942826100675
-1616.327579872839,-1608.3289426835415,-1670.946394715604,-1631.489505966144,-1626.7828238741322,-1615.9964619668328
-1630.2483094486984,-1622.0925995899104,-1685.6983572810273,-1645.5936046788665,-1640.8221086857184,-1629.9727814529665
-1644.2400945554907,-1635.9251296341947,-1700.5268852910306,-1659.7684931770507,-1654.932020958258,-1644.0224618519628
-1658.30210496922,-1649.8256749245809,-1715.4311335478026,-1674.0132994231778,-1669.111699114093,-1658.1447217394991
-1672.433507986075,-1663.7933746736653,-1730.4102552306335,-1688.327148524436,-1683.3602786512115,-1672.3387783465507
-1686.6334685274849,-1677.827364829896,-1745.4634011536223,-1702.7091627290663,-1697.6768923205557,-1686.6038466471318
-1700.901149169588,-1691.9267785733905,-1760.5897202765636,-1717.1584611117812,-1712.0606701889633,-1700.939140420777
-1715.2357101201178,-1706.0907461536522,-1775.788359732476,-1731.674160364812,-1726.5107397714019,-1715.3438718823252
-1729.636309792436,-1720.3183956682371,-1791.0584649527207,-1746.255374335555,-1741.0262261413325,-1729.8172517499481
-1744.102104228115,-1734.608851908575,-1806.3991800405045,-1760.9012143630794,-1755.6062520235455,-1744.3584896143916
-1758.6322477472559,-1748.96123723464,-1821.8096475114207,-1775.6107894611532,-1770.249937701068,-1758.966793679962
-1773.2258928866422,-1763.374672130119,-1837.2890084511566,-1790.3832059698855,-1784.956401437413,-1773.6413713356937
-1787.88219013187,-1777.8482740833463,-1852.8364028081007,-1805.2175682851448,-1799.7247591620155,-1788.3814288317399
-1802.6002887358602,-1792.3811584445093,-1868.4509692673291,-1820.112978329028,-1814.5541251371335,-1803.1861718119
-1817.37933604167,-1806.9724389155162,-1884.131845632011,-1835.0685361146307,-1829.4436114038651,-1818.0548045664827
-1832.2184784173219,-1821.6212264591857,-1899.8781689095067,-1850.083339541449,-1844.3923284549637,-1832.9865315221327
-1847.1168603779151,-1836.3266304479746,-1915.6890751107653,-1865.156484941938,-1859.3993849998408,-1847.9805559253234
-1862.073625493019,-1851.0877581673021,-1931.5636996616834,-1880.2870662360663,-1874.4638878146727,-1863.0360806780106
-1877.087916144051,-1865.90371519909,-1947.5011773694962,-1895.474175948538,-1889.584942734218,-1878.1523088086108
-1892.158873620316,-1880.773605091636,-1963.5006423950222,-1910.7169052575891,-1904.7616533711791,-1893.3284424436595
-1907.2856382770185,-1895.6965303689778,-1979.5612289480991,-1926.0143432763214,-1919.9931228480057,-1908.5636840416735
-1922.4673495103261,-1910.6715915621025,-1995.6820707392133,-1941.365577995435,-1935.278452541426,-1923.8572354724263
-1937.7031462210741,-1925.697887735032,-2011.862301219016,-1956.7696958328818,-1950.6167425178178,-1939.2082991027075
-1952.9921663506516,-1940.7745166833029,-2028.1010540017012,-1972.225782064095,-1966.007092327925,-1954.6160772856351
-1968.3335472253957,-1955.9005747860153,-2044.3974623815038,-1987.7329207213706,-1981.4485998247915,-1970.0797725748903
-1983.7264259390681,-1971.075157597565,-2060.7506604707733,-2003.290195064706,-1996.9403627097956,-1985.5985877718142
-1999.1699388973236,-1986.297359002975,-2077.1597819089734,-2018.8966865474008,-2012.4814774876377,-2001.171726127721
-2014.6632225700382,-2001.5662723412834,-2093.6239609933996,-2034.5514765979563,-2028.0710398029019,-2016.7983912805025
-2030.205412635218,-2016.8809895795212,-2110.142332714458,-2050.2536451326587,-2043.7081449112825,-2032.477787786464
-2045.795645306995,-2032.2406021311488,-2126.714032256442,-2066.0022718243254,-2059.3918873422526,-2048.2091202574766
-2061.4330561865577,-2047.6442006916568,-2143.3381957043716,-2081.7964353712214,-2075.121361630147,-2063.9915945937096
-2077.1167813993457,-2063.090874715682,-2160.0139594221278,-2097.635213784745,-2090.895661233287,-2079.824417134138
-2092.845956421775,-2078.5797136024667,-2176.740460962277,-2113.5176848901815,-2106.713880090289,-2095.7067954313084
-2108.6197179124347,-2094.109805717961,-2193.516839047755,-2129.442925769891,-2122.575111038704,-2111.6379378870797
-2124.4372021467216,-2109.6802397258116,-2210.3422328262354,-2145.4100133175084,-2138.47844760906,-2127.617053523534
-2140.2975458101646,-2125.2901030588796,-2227.2157831861628,-2161.4180243721785,-2154.422983224458,-2143.643353422318
-2156.1998864779043,-2140.9384833939334,-2244.13663118243,-2177.4660350483146,-2170.407810435247,-2159.7160489219214
-2172.1433616669883,-2156.62446779929,-2261.103920461501,-2193.5531220676303,-2186.4320228240276,-2175.8343528982323
-2188.12711005746,-2172.34714341493,-2278.116794832238,-2209.678361174861,-2202.494714027828,-2191.997479946502
-2204.1502704115273,-2188.1055972644644,-2295.17440050039,-2225.840829287061,-2218.594977660057,-2208.204645269491
-2220.2119824972233,-2203.898916175767,-2312.2758841606615,-2242.039602287032,-2234.7319077663005,-2224.45506633293
-2236.3113872779154,-2219.7261875497766,-2329.420395055953,-2258.2737570151708,-2250.904599112045,-2240.747961465544
-2252.4476260857664,-2235.5864982034586,-2346.6070831783054,-2274.5423704539976,-2267.112146170635,-2257.082550915902
-2268.6198412681097,-2251.4789359537267,-2363.835101202607,-2290.8445194226006,-2283.353645093017,-2273.458056100132
-2284.82717637156,-2267.4025880429244,-2381.1036025743483,-2307.1792820651226,-2299.6281916947273,-2289.873700530964
-2301.0687756350726,-2283.356542637271,-2398.411743592647,-2323.5457356525985,-2315.9348828406023,-2306.3287092552127
-2317.343785157929,-2299.3398881524604,-2415.7586815403192,-2339.942959373166,-2332.2728159112817,-2322.8223086228945
-2333.6513515225947,-2315.3517133563023,-2433.143576400208,-2356.370032037443,-2348.6410895821145,-2339.3537272994486
-2349.9906229810595,-2331.391107686698,-2450.5655894820957,-2372.826033199301,-2365.038803077058,-2355.9221954679588
-2366.360748573165,-2347.4571613681965,-2468.023884928679,-2389.3100436165687,-2381.465056490805,-2372.5269447822807
-2382.7608795574074,-2363.548964722269,-2485.5176282872844,-2405.82114441011,-2397.918950935333,-2389.1672095631743
-2399.190167635832,-2379.6656093397296,-2503.045987645174,-2422.358417536392,-2414.399588795129,-2405.8422249720284
-2415.647766630817,-2395.806186892129,-2520.608133588621,-2438.9209458401965,-2430.906073065158,-2422.5512284340953
-2432.132831284268,-2411.969790869994,-2538.203238305991,-2455.507813197767,-2447.4375083441887,-2439.2934597555018
-2448.6445189099986,-2428.155514769398,-2555.830476706314,-2472.1181040401566,-2463.9930000585655,-2456.068159646362
-2465.1819867044937,-2444.36245346909,-2573.4890259067943,-2488.75090480656,-2480.571655516742,-2472.8745713357134
-2481.744395063794,-2460.5897024387737,-2591.1780653851397,-2505.4053014669385,-2497.1725825105304,-2489.711939657944
-2498.3309050919697,-2476.8363587598064,-2608.8967767014715,-2522.080382421329,-2513.7948902454996,-2506.5795111469356
-2514.9406798048253,-2493.101520079861,-2626.6443444010933,-2538.7752364247513,-2530.4376895881965,-2523.4765343062195
-2531.5728838917785,-2509.3842854139166,-2644.419955012628,-2555.488953884284,-2547.1000929520087,-2540.4022594861394
-2548.226683679014,-2525.6837546481456,-2662.222797564166,-2572.220626383265,-2563.781213748721,-2557.3559388094664
-2564.901247368509,-2541.9990289983684,-2680.052063285639,-2588.9693462379673,-2580.4801669532494,-2574.3368259824615
-2581.595744447363,-2558.3292114519477,-2697.90694664993,-2605.734207339907,-2597.196068980933,-2591.344176349714
-2598.309346637132,-2574.673405181343,-2715.7866431334414,-2622.514305247116,-2613.928038016429,-2608.3772472029964
-2615.0412269538,-2591.0307156437,-2733.690352192093,-2639.308736103658,-2630.675193518938,-2625.435297028445
-2631.7905609973513,-2607.400249176977,-2751.6172745100193,-2656.1165981696054,-2647.4366561966935,-2642.5175863034688
-2648.5565247972418,-2623.781113531594,-2769.566614211292,-2672.9369906753586,-2664.2115489850203,-2659.6233765858947
-2665.3382970682687,-2640.1724179803987,-2787.5375764088135,-2689.7690140563664,-2680.998995906141,-2676.751931077189
-2682.1350580125318,-2656.573273010759,-2805.529370060762,-2706.611770726253,-2697.798122440868,-2693.902514030333
-2698.9459893994017,-2672.9827908574816,-2823.541205308648,-2723.464363920757,-2714.608056117023,-2711.0743911514296
-2715.7702749087484,-2689.4000847982757,-2841.572295264913,-2740.3258985090433,-2731.427925775095,-2728.266829310508
-2732.60709973204,-2705.824269930408,-2859.6218552953583,-2757.1954811967216,-2748.2568617874113,-2745.4790966068363
-2749.4556505433798,-2722.254462797541,-2877.6891026265293,-2774.072219551833,-2765.093996132948,-2762.710461724261
-2766.31511618677,-2738.6897814681433,-2895.7732565511883,-2790.9552228901416,-2781.9384623701017,-2779.9601944399747
-2783.18468658276,-2755.1293454389643,-2913.8735387365355,-2807.843601906591,-2798.7893958099094,-2797.227565236919
-2800.0635530760187,-2771.572275882794,-2931.9891734412718,-2824.7364687114355,-2815.645932853045,-2814.511845090325
-2816.950909080742,-2788.0176950811774,-2950.119385858691,-2841.6329370194385,-2832.5072118611824,-2831.812305685034
-2833.8459490895048,-2804.4647278249836,-2968.263403702432,-2858.5321217415553,-2849.372372468747,-2849.128219191911
-2850.7478693501353,-2820.912499243347,-2986.4204565194095,-2875.4331396545176,-2866.240555881407,-2866.458857790422
-2867.6558668568455,-2837.360137053695,-3004.589775792977,-2892.335108155903,-2883.110904695942,-2883.803493857844
-2884.5691402277635,-2853.806770268981,-3022.770594178724,-2909.2371469420004,-2899.982562860432,-2901.161399865325
-2901.4868895956192,-2870.251528805048,-3040.9621462525515,-2926.1383762323194,-2916.8546764644284,-2918.5318475274444
-2918.408315515052,-2886.6935452049424,-3059.1636685236335,-2943.0379186241794,-2933.726391201773,-2935.9141087689936
-2935.332620907502,-2903.131953113294,-3077.3743981641946,-2959.9348969537155,-2950.5968566301594,-2953.3074548395275
-2952.259008537806,-2919.565886730789,-3095.5935742397546,-2976.8284357378207,-2967.4652210165236,-2970.711156151755
-2969.186682770944,-2935.994483494858,-3113.8204368337424,-2993.7176617008668,-2984.3306351017063,-2988.1244831516547
-2986.1148480668644,-2952.416881543877,-3132.0542272978687,-3010.601701616436,-3001.192251129257,-3005.5467032041565
-3003.0427110536666,-2968.832220295812,-3150.2941875418664,-3027.4796838122948,-3018.04922191676,-3022.97708471385
-3019.969477618704,-2985.239640948155,-3168.5395608761523,-3044.3507381909276,-3034.9007015527623,-3040.414893149176
-3036.8943557760463,-3001.6382860017384,-3186.789591390973,-3061.2139955017237,-3051.7458451568996,-3057.8593932671283
-3053.8165528438512,-3018.0273001995765,-3205.0435230806333,-3078.0685878189292,-3068.583808238116,-3075.30984710313
-3070.7352770156463,-3034.40582816549,-3223.300601806938,-3094.913647939405,-3085.4137487194075,-3092.7655160897466
-3087.649736705266,-3050.773017357742,-3241.5600722213453,-3111.748310225916,-3102.2348235665504,-3110.2256578994065
-3104.559140888771,-3067.128016463105,-3259.8211807483012,-3128.5717100123584,-3119.0461914471202,-3127.6895290187945
-3121.4626986536728,-3083.4699745834114,-3278.0831725291487,-3145.3829833413806,-3135.847011644306,-3145.1563821868044
-3138.3596186823115,-3099.7980435114164,-3296.345293709107,-3162.1812665474295,-3152.636444108937,-3162.6254682701046
-3155.2491104650526,-3116.1113751679677,-3314.6067900239555,-3178.965698773574,-3169.4136491695235,-3180.09603465442
-3172.130382401634,-3132.409123512556,-3332.866906518062,-3195.735417885588,-3186.1777882591537,-3197.5673259385044
-3189.002643664126,-3148.6904435017223,-3351.1248886647218,-3212.489563977471,-3202.928021889547,-3215.0385824455343
-3205.8651018638843,-3164.9544912068554,-3369.3799793703006,-3229.2272773332306,-3219.6635120211126,-3232.5090416603603
-3222.716965349634,-3181.20042509993,-3387.631423455623,-3245.947698786121,-3236.383420885681,-3249.9779365578447
-3239.5574408913367,-3197.4274028413497,-3405.878462972138,-3262.6499705341225,-3253.0869103085765,-3267.444495690115
-3256.3857354024135,-3213.634584781236,-3424.1203387266796,-3279.3332348570093,-3269.77314234766,-3284.907944953625
-3273.2010542553744,-3229.8211318319472,-3442.3562919280002,-3295.9966347252953,-3286.441279371326,-3302.367503816096
-3290.0026027098356,-3245.9862060860614,-3460.5855608048105,-3312.6393139258485,-3303.0904832587853,-3319.822387759823
-3306.7895844373024,-3262.1289710484466,-3478.807382308533,-3329.2604158841473,-3319.719916271857,-3337.271807247753
-3323.561202209654,-3278.248590876898,-3497.0209929847133,-3345.8590853722367,-3336.3287401519287,-3354.714967729864
-3340.3166581781798,-3294.3442309321895,-3515.2256252476004,-3362.4344673543897,-3352.9161160741805,-3372.1510696031414
-3357.0551516327055,-3310.4150577133423,-3533.420511660707,-3378.9857070148273,-3369.48120510391,-3389.5793064797663
-3373.7758821816246,-3326.4602385617764,-3551.6048808666837,-3395.5119500541823,-3386.0231677424044,-3406.998867310969
-3390.4780479101055,-3342.478941855951,-3569.777959855348,-3412.012342245151,-3402.5411634781763,-3424.408934776868
-3407.1608433521374,-3358.470336550126,-3587.9389738259447,-3428.486029713489,-3419.0343522952644,-3441.8086856056443
-3423.823463626245,-3374.4335934483884,-3606.087143266623,-3444.932158663738,-3435.5018924016326,-3459.197289669985
-3440.4651008389924,-3390.367883433646,-3624.221688368922,-3461.3498761503865,-3451.942941675131,-3476.57391073083
-3457.0849456917335,-3406.2723785447565,-3642.341824129174,-3477.738328292552,-3468.356656959204,-3493.937705605374
-3473.6821865980305,-3422.146251173829,-3660.4467635734445,-3494.0966620293543,-3484.7421937101626,-3511.287824826217
-3490.2560109458477,-3437.988675934738,-3678.5357159559226,-3510.424024192397,-3501.0987070908973,-3528.6234113785918
-3506.8056031540696,-3453.798826559282,-3696.6078864385213,-3526.7195617299094,-3517.4253509750447,-3545.9436012792016
-3523.3301448224624,-3469.575879004522,-3714.662478440546,-3542.9824219966536,-3533.7212775827106,-3563.247523268589
