SP,num,Seq,ILU,ILURes,SORC
-774.2449501773225,-773.209493433903,-782.0885530082428,-776.5543651302117,-775.8604852293784,-774.023415700546
-776.9059929838245,-775.8394994623762,-784.9579871349307,-779.2713806464192,-778.559751333742,-776.6850010639902
-779.6113732649566,-778.5130271439646,-787.8763691821779,-782.0337743122552,-781.3040338672496,-779.3911752596904
-782.3616556707452,-781.2306203313667,-790.8443583310265,-784.8421260027734,-784.093906518347,-782.1425155040132
-785.1574124640792,-783.9928299449748,-793.8626232399544,-787.697023312897,-786.9299506209918,-784.9396071065631
-787.9992235657911,-786.8002140049653,-796.931842111061,-790.5990615964132,-789.8127551936511,-787.7830435324829
-790.8876765972468,-789.6533376616682,-800.0527027508678,-793.5488439972374,-792.7429169732912,-790.673426460456
-793.8233669150286,-792.5527732152464,-803.225902626564,-796.5469814762355,-795.7210404440191,-793.6113658375309
-796.806897642955,-795.4991001336008,-806.452148914445,-799.594092832636,-798.747737859238,-796.5974799276788
-799.8388796979763,-798.4929050667421,-809.7321585420832,-802.6908047172963,-801.8236292593735,-799.632395357586
-802.9199318086863,-801.5347818498142,-813.066658224515,-805.8377516424492,-804.9493424814988,-802.7167471553353
-806.0506805311527,-804.625331503424,-816.4563844920834,-809.0355759818168,-808.1255131650635,-805.8511787856183
-809.2317602548735,-807.7651622293732,-819.9020837119431,-812.28492796581,-811.3527847477574,-809.0363421752487
-812.4638132060239,-810.9548893941538,-823.4045121014302,-815.586465667901,-814.6318084568725,-812.2728977390886
-815.7474894392008,-814.1951355102422,-826.9644357314767,-818.9408549853403,-817.9632432915877,-815.5615143929717
-819.0834468256942,-817.4865302072759,-830.5826305225652,-822.3487696072497,-821.3477559961813,-818.9028695633573
-822.4723510325572,-820.8297101968517,-834.2598822306296,-825.810890978561,-824.7860210292566,-822.2976491917212
-825.9148754936922,-824.2253192271934,-837.9969864224374,-829.3279082548368,-828.2787205177393,-825.7465477261647
-829.4117013728909,-827.6740080338664,-841.7947484435423,-832.9005182438324,-831.8265442097369,-829.2502681107003
-832.9635175175719,-831.1764342764562,-845.6539833721772,-836.5294253414214,-835.4301894114416,-832.8095217614675
-836.5710204052085,-834.7332624683172,-849.5755159624281,-840.2153414547023,-839.0903609158181,-836.4250285392307
-840.2349140775233,-838.3451638971457,-853.5601805771256,-843.9589859161591,-842.8077709245027,-840.0975167099929
-843.955910065969,-842.012816534501,-857.6088211053072,-847.7610853858197,-846.5831389526895,-843.8277228968577
-847.7347273083287,-845.7369049374453,-861.7222908719739,-851.6223737438255,-850.4171917301175,-847.616392021886
-851.5720920518112,-849.5181201347733,-865.9014525271094,-855.5435919653266,-854.3106630847928,-851.4642772383054
-855.468737748263,-853.3571595072111,-870.1471779258071,-859.52548799152,-858.2642938158557,-855.372139851297
-859.4254049329209,-857.2547266513955,-874.4603479933259,-863.5688165797053,-862.2788315558743,-859.3407492299434
-863.4428410973716,-861.2115312355248,-878.841852571598,-867.6743391459869,-866.3550306179403,-863.370882702736
-867.5218005435783,-865.2282888412711,-883.292590252922,-871.8428235898119,-870.4936518326267,-867.4633254469255
-871.6630442302824,-869.3057207895423,-887.8134681931267,-876.0750441050844,-874.6954623648438,-871.6188703605177
-875.867339599268,-873.4445539585524,-892.4054019117797,-880.3717809785239,-878.9612355239288,-875.8383179248394
-880.1354603967976,-877.6455205826205,-897.0693150738495,-884.7338203691478,-883.2917505499055,-880.1224760512455
-884.4681864718098,-881.9093580430833,-901.806139248105,-889.1619540742457,-887.6877923933382,-884.4721599120891
-888.8663035628401,-886.2368086359563,-906.6168136529079,-893.6569792791253,-892.1501514744745,-888.8881917644301
-893.3306030715919,-890.6286193317221,-911.5022848727122,-898.2196982856782,-896.6796234211587,-893.3714007485434
-897.8618818148924,-895.0855415144486,-916.4635065669464,-902.8509182302016,-901.2770087996233,-897.922622677259
-902.4609417663391,-899.6083307078582,-921.5014391432923,-907.5514507738776,-905.9431128219394,-902.5426998097971
-907.128589774505,-904.1977462835193,-926.6170494210616,-912.3221117861091,-910.6787450344278,-907.232480602325
-911.8656372682532,-908.8545511505288,-931.8113102603204,-917.1637209958367,-915.4847189895289,-911.9928194500629
-916.6728999446748,-913.5795114320159,-937.0852001789502,-922.0771016339048,-920.3618518997325,-916.8245764033787
-921.5511974333484,-918.373396116386,-942.4397029345345,-927.063080050156,-925.310964265614,-921.7286168710816
-926.5013529447343,-923.236976698508,-947.8758070922971,-932.1224853075045,-930.3328794945802,-926.7058113001494
-931.5241928996566,-928.1710267927112,-953.3945055556429,-937.2561487629744,-935.4284234869026,-931.7570348409805
-936.620546535356,-933.1763217344081,-958.9967950825171,-942.4649036136375,-940.5984242081732,-936.8831669890527
-941.7912454974506,-938.2536381577281,-964.6836757631113,-947.7495844363513,-945.8437112365792,-942.0850912043032
-947.0371234023725,-943.4037535530055,-970.4561504800906,-953.1110266907434,-951.1651152923158,-947.363694515068
-952.359015384954,-948.6274458048963,-976.315224331783,-958.5500662052481,-956.5634677396029,-952.7198670953994
-957.7577576184341,-953.9254927102313,-982.2619040356117,-964.0675386420004,-962.0396000672367,-958.1545018196065
-963.2341868204429,-959.298671469444,-988.2971972928441,-969.6642789322083,-967.594343346258,-963.668493801186
-968.7891397250439,-964.7477581632836,-994.4221121302786,-975.3411206896224,-973.2285276650941,-969.2627398971966
-974.423452541601,-970.2735271996844,-1000.6376562110407,-981.0988955992359,-978.9429815360866,-974.9381381974962
-980.1379603823804,-975.876750748717,-1006.9448361083571,-986.9384327814873,-984.7385312834422,-980.6955874905568
-985.9334966764613,-981.5581981432903,-1013.3446565550456,-992.8605581277145,-990.6160004012373,-986.5359866952804
-991.8108925421212,-987.3186352652916,-1019.8381196577325,-998.866093619086,-996.576208892877,-992.4602342779573
-997.7709761557708,-993.1588239033434,-1026.426224079858,-1004.9558566033552,-1002.6199725760425,-998.4692276380268
-1003.8145720800449,-999.0795210936326,-1033.109964190277,-1011.1306590642625,-1008.7481023679285,-1004.5638624686734
-1009.9425005746294,-1005.0814784303917,-1039.8903291854137,-1017.3913068510303,-1014.9614035464151,-1010.7450320931928
-1016.1555768804176,-1011.1654413579352,-1046.768302171785,-1023.7385988900949,-1021.2606749847383,-1017.0136267743344
-1022.4546104782169,-1017.3321484357601,-1053.7448592192538,-1030.1733263673807,-1027.6467083566656,-1023.3705329967299
-1028.8404043238445,-1023.5823305830962,-1060.8209683794146,-1036.696271881255,-1034.1202873196994,-1029.816632721447
-1035.3137540540156,-1029.9167103030286,-1067.9975886788438,-1043.308208575157,-1040.6821866718499,-1036.352802614215
-1041.8754471736536,-1036.3360008724508,-1075.275669063771,-1050.009899245115,-1047.3331714853132,-1042.979913249084
-1048.5262622118041,-1042.840905523309,-1082.6561473342676,-1056.802095414123,-1054.0739962115617,-1049.6988282801665
-1055.266967861954,-1049.4321165914287,-1090.139949026677,-1063.685536392182,-1060.9054037613887,-1056.5104035923516
-1062.098322082714,-1056.1103146465746,-1097.7279862812713,-1070.6609483035581,-1067.828124567601,-1063.415486419133
-1069.021071190542,-1062.8761676013476,-1105.421156661007,-1077.7290430915248,-1074.8428756157,-1070.4149144381981
-1076.0359489204418,-1069.7303297964338,-1113.2203419622178,-1084.890517505344,-1081.9503594539228,-1077.5095148368093
-1083.1436754642432,-1076.6734410688716,-1121.126406976175,-1092.146052056041,-1089.1512631850892,-1084.7001033545448
-1090.3449564890718,-1083.7061257950256,-1129.1401982366142,-1099.4963099562922,-1096.4462574312854,-1091.987483298869
-1097.6404821312994,-1090.828991919897,-1137.2625427351682,-1106.9419360410595,-1103.8359952792641,-1099.3724445366843
-1105.030925969462,-1098.0426299652154,-1145.4942466083116,-1114.4835556609703,-1111.321111206522,-1106.8557624571395
-1112.5169439826118,-1105.3476120206026,-1153.8360938020298,-1122.12177356381,-1118.9022199884078,-1114.4381969151354
-1120.0991734815223,-1112.7444907175247,-1162.2888447167888,-1129.8571727558553,-1126.5799155890452,-1122.1204911496313
-1127.7782320248011,-1120.2337981898668,-1170.8532348340111,-1137.6903133475384,-1134.3547700308106,-1129.903370678938
-1135.5547163237165,-1127.8160450160492,-1179.5299733101863,-1145.6217313862599,-1142.2273322558915,-1137.7875421774932
-1143.4292011241778,-1135.4917191595612,-1188.3197415677837,-1153.6519376731771,-1150.1981269691762,-1145.7736923318555
-1151.4022380805359,-1143.261284881122,-1197.223191866318,-1161.7814165745274,-1158.2676534720006,-1153.8624866750902
-1159.4743546091959,-1151.1251816592373,-1206.2409458626353,-1170.0106248136453,-1166.4363844847014,-1162.0545684063184
-1167.6460527390595,-1159.0838230926054,-1215.3735931553952,-1178.33999026993,-1174.7047649610333,-1170.35055719467
-1175.9178079527494,-1167.1375957930943,-1224.6216898297803,-1186.7699107581152,-1183.0732109035819,-1178.7510479629684
-1184.2900680120963,-1175.2868582889319,-1233.9857569991614,-1195.300752820798,-1191.5421081540148,-1187.2566096681871
-1192.7632517957456,-1183.5319399132145,-1243.4662793350171,-1203.9328505025023,-1200.1118112186216,-1195.8677840650764
-1201.337748112991,-1191.873139687589,-1253.063703611116,-1212.6665041385663,-1208.7826420505382,-1204.5850844609863
-1210.01391453274,-1200.3107252312986,-1262.7784372462684,-1221.5019791540608,-1217.554888868297,-1213.4089944732395
-1218.7920762017957,-1208.8449316532271,-1272.6108468595742,-1230.4395048514402,-1226.428804972564,-1222.3399667560393
-1227.6725246866624,-1217.4759604559256,-1282.561256832851,-1239.4792732223402,-1235.4046075637132,-1231.378421763629
-1236.6555167970243,-1226.203978453798,-1292.6299478990306,-1248.6214377736005,-1244.4824765777144,-1240.5247464800345
-1245.741273445649,-1235.029116699469,-1302.817155746661,-1257.8661123636205,-1253.662553534972,-1249.7792931737517
-1254.9299784958905,-1243.951469433915,-1313.123069641765,-1267.213370063362,-1262.9449404012757,-1259.1423781416033
-1264.22177763986,-1252.9710930328351,-1323.5478310999051,-1276.6632420352173,-1272.329698489325,-1268.6142804830326
-1273.6167772899428,-1262.0880050012343,-1334.0915325621218,-1286.215716446886,-1281.816847352921,-1278.1952408582786
-1283.1150434961273,-1271.3021829771803,-1344.754216140718,-1295.8707374101052,-1291.406363734446,-1287.8854602878182
-1292.7166008848671,-1280.6135637546045,-1355.535872377629,-1305.6282039507296,-1301.0981805334654,-1297.6850989471836
-1302.4214316218715,-1290.022042358054,-1366.4364390753267,-1315.4879690120715,-1310.8921858107499,-1307.594275003461
-1312.2294744193568,-1299.5274711259497,-1377.4558001664664,-1325.4498385249083,-1320.7882218278178,-1317.6130634628928
-1322.1406235602376,-1309.1296588489072,-1388.593784638543,-1335.5135704810652,-1330.7860841359102,-1327.7414950557916
-1332.1547279803935,-1318.8283699375477,-1399.850165533851,-1345.6788740912264,-1340.885520689737,-1337.9795551402349
-1342.2715903698804,-1328.6233236343064,-1411.2246589838444,-1355.9454089741175,-1351.0862310347084,-1348.3271826580767
-1352.4909663440847,-1338.5141932847428,-1422.716923366077,-1366.31278440517,-1361.3878655349406,-1358.7842691149224
-1362.812563640493,-1348.5006056250368,-1434.326558485562,-1376.7805586334757,-1371.790024650197,-1369.3506576057193
-1373.2360413867782,-1358.5821401583419,-1446.0531048544906,-1387.3482382481113,-1382.2922582792996,-1380.0261419081385
-1383.76100940752,-1368.7583285647436,-1457.8960430775114,-1398.0152776175191,-1392.8940651676785,-1390.8104655876764
-1394.3870276063656,-1379.0286541765195,-1469.8547932875986,-1408.7810784003664,-1403.594892372707,-1401.7033211850742
-1405.1136053953858,-1389.3925515178366,-1481.9287146961478,-1419.6449891163813,-1414.394134808493,-1412.7043494522486
-1415.9402011984816,-1399.8494059009615,-1494.1171052523969,-1430.6063048128774,-1425.291134853589,-1423.8131386516022
-1426.8662220277786,-1410.3985530960608,-1506.4192013590487,-1441.664266797737,-1436.2851820339645,-1435.0292239218338
-1437.8910231069203,-1421.0392790706771,-1518.8341777462354,-1452.8180624548681,-1447.375512790032,-1446.3520866938734
-1449.0139076064795,-1431.7708197987088,-1531.3611474032198,-1464.0668251480618,-1458.5613103199196,-1457.7811542050022
-1460.2341264366082,-1442.5923611468374,-1543.9991616499406,-1475.40963420692,-1469.841704501252,-1469.3157990710042
-1471.550878095918,-1453.5030388330285,-1556.747210321183,-1486.8455150056616,-1481.2157719173188,-1480.9553389418754
-1482.9633086528186,-1464.5019384795705,-1569.6042220282761,-1498.3734391300995,-1492.6825359441104,-1492.6990362291588
-1494.4705117688572,-1475.5880957264885,-1582.5690645970465,-1509.9923246474198,-1504.2409669448552,-1504.54609792759
-1506.071528828469,-1486.7604964405953,-1595.6405455594354,-1521.701036448212,-1515.8899825474898,-1516.4956755142498
-1517.765349146451,-1498.0180769989659,-1608.8174128085054,-1533.4983867061462,-1527.628448010276,-1528.546864945984
-1529.5509102814146,-1509.3597246809488,-1622.0983553493645,-1545.383135422418,-1539.4551766950472,-1540.6987067327275
-1541.427098415654,-1520.784278107622,-1635.4820041656772,-1557.353991069907,-1551.3689306221443,-1552.9501861117305
-1553.3927488282425,-1532.2905278069236,-1648.9669332396115,-1569.4096113382118,-1563.3684211149562,-1565.3002333127954
-1565.4466464957395,-1543.87721684047,-1662.5516606302574,-1581.5486039594916,-1575.4523095530576,-1577.7477239196871
-1577.5875267372069,-1555.543041519593,-1676.234649719353,-1593.769527645394,-1587.6192082025461,-1590.2914793154412
-1589.8140759733608,-1567.2866522292209,-1690.0143105355671,-1606.0708931201304,-1599.8676811431085,-1602.9302672506894
-1602.1249325772187,-1579.106654293542,-1703.8890012074094,-1618.4511642301843,-1612.1962453066417,-1615.6628024693289
-1614.5186878171821,-1591.0016089892147,-1717.8570295250515,-1630.908759167734,-1624.6033715670658,-1628.4877474629777
-1626.993886872006,-1602.9700345754572,-1731.9166545817761,-1643.4420517646731,-1637.0874859569801,-1641.4037133016532
-1639.5490299562196,-1615.0104074488647,-1746.0660885625232,-1656.049372885568,-1649.6469709376465,-1654.4092605704145
-1652.1825735086009,-1627.1211633711189,-1760.303498567119,-1668.72901189606,-1662.280166771919,-1667.5029003905674
