-1041628.3393538509,-994869.8538415681,-979445.3057286796
-1041628.3393538509,-994869.8538415681,-979445.3057286796
-1041629.9416488109,-994871.4561365279,-979446.9080236395
-1041631.4000732928,-994872.9145610098,-979448.3664481214
-1041632.8880101647,-994874.4024978818,-979449.8543849932
-1041634.4063321045,-994875.9208198214,-979451.3727069331
-1041635.955944962,-994877.470432679,-979452.9223197906
-1041637.5377897053,-994879.0522774224,-979454.5041645339
-1041639.1528438455,-994880.6673315627,-979456.1192186743
-1041640.802123283,-994882.3166110001,-979457.7684981116
-1041642.4866841936,-994884.0011719107,-979459.4530590221
-1041644.2076250272,-994885.7221127441,-979461.1739998556
-1041645.9660886267,-994887.4805763438,-979462.9324634554
-1041647.7632644769,-994889.277752194,-979464.7296393055
-1041649.6003910889,-994891.1148788059,-979466.5667659175
-1041651.4787585371,-994892.993246254,-979468.4451333656
-1041653.3997111542,-994894.9141988712,-979470.3660859828
-1041655.3646503983,-994896.8791381153,-979472.3310252267
-1041657.3750379033,-994898.8895256204,-979474.3414127319
-1041659.4323987335,-994900.9468864505,-979476.398773562
-1041661.5383248474,-994903.0528125644,-979478.5046996758
-1041663.6944787967,-994905.2089665137,-979480.6608536253
-1041665.9025976765,-994907.4170853936,-979482.868972505
-1041668.1644973448,-994909.6789850618,-979485.1308721734
-1041670.4820769359,-994911.996564653,-979487.4484517645
-1041672.8573236938,-994914.3718114109,-979489.8236985224
-1041675.2923181483,-994916.8068058655,-979492.258692977
-1041677.7892396688,-994919.3037273858,-979494.7556144972
-1041680.3503724214,-994921.8648601385,-979497.3167472499
-1041682.9781117766,-994924.4925994937,-979499.9444866051
-1041685.674971196,-994927.189458913,-979502.6413460246
-1041688.4435896482,-994929.9580773654,-979505.4099644771
-1041691.2867396052,-994932.8012273222,-979508.2531144337
-1041694.2073356663,-994935.7218233832,-979511.1737104948
-1041697.20844388,-994938.722931597,-979514.1748187086
-1041700.2932918235,-994941.8077795404,-979517.259666652
-1041703.4652795184,-994944.9797672355,-979520.4316543471
-1041706.7279912701,-994948.2424789872,-979523.6943660986
-1041710.0852085183,-994951.5996962353,-979527.0515833468
-1041713.5409238131,-994955.0554115302,-979530.5072986417
-1041717.0993560328,-994958.61384375,-979534.0657308615
-1041720.7649669762,-994962.2794546932,-979537.7313418047
-1041724.5424794822,-994966.0569671993,-979541.508854311
-1041728.43689726,-994969.9513849771,-979545.4032720886
-1041732.4535266039,-994973.9680143209,-979549.4199014325
-1041736.5980002399,-994978.112487957,-979553.5643750685
-1041740.8763035408,-994982.3907912578,-979557.8426783695
-1041745.2948034097,-994986.8092911268,-979562.2611782383
-1041749.8602801613,-994991.3747678782,-979566.8266549899
-1041754.579962785,-994996.0944505022,-979571.5463376137
-1041759.4615680358,-995000.976055753,-979576.4279428646
-1041764.513343857,-995006.0278315741,-979581.4797186856
-1041769.744117733,-995011.25860545,-979586.7104925616
-1041775.1633506631,-995016.6778383802,-979592.1297254917
-1041780.7811975607,-995022.2956852778,-979597.7475723893
-1041786.6085750218,-995028.1230627389,-979603.5749498504
-1041792.6572375791,-995034.1717252962,-979609.6236124076
-1041798.93986375,-995040.4543514671,-979615.9062385787
-1041805.4701534407,-995046.9846411579,-979622.4365282694
-1041812.2629385532,-995053.7774262703,-979629.2293133818
-1041819.3343090198,-995060.8487967369,-979636.3006838486
-1041826.7017569225,-995068.2162446396,-979643.6681317511
-1041834.3843419139,-995075.8988296309,-979651.3507167425
-1041842.4028818448,-995083.9173695619,-979659.3692566734
-1041850.7801733502,-995092.2946610672,-979667.7465481788
-1041859.5412482381,-995101.0557359551,-979676.5076230668
-1041868.7136728811,-995110.2281605983,-979685.6800477098
-1041878.3278995595,-995119.8423872765,-979695.294274388
-1041888.4176809326,-995129.9321686497,-979705.3840557613
-1041899.0205617241,-995140.5350494412,-979715.9869365527
-1041910.1784654616,-995151.6929531787,-979727.1448402903
-1041921.9383991014,-995163.4528868186,-979738.9047739301
-1041934.3533049478,-995175.867792665,-979751.3196797766
-1041947.4830981428,-995188.9975858597,-979764.4494729713
-1041961.3959399766,-995202.9104276936,-979778.3623148052
-1041976.1698137266,-995217.6843014436,-979793.1361885552
-1041991.8944925093,-995233.4089802264,-979808.8608673379
-1042008.6740206815,-995250.1885083986,-979825.6403955101
-1042026.6298759632,-995268.1443636804,-979843.5962507919
-1042045.905045473,-995287.4195331902,-979862.8714203017
-1042066.669345914,-995308.1838336311,-979883.6357207426
-1042089.1264633362,-995330.6409510532,-979906.0928381649
-1042113.5234093008,-995355.0378970179,-979930.4897841294
-1042140.1634349502,-995381.6779226672,-979957.1298097786
-1042169.4239933632,-995410.9384810802,-979986.3903681918
-1042201.7822362676,-995443.2967239846,-980018.7486110962
-1042237.852032471,-995479.366520188,-980054.8184072996
-1042278.4390853714,-995519.9535730885,-980095.4054602
-1042324.6253363738,-995566.1398240909,-980141.5917112024
-1042377.90231987,-995619.416807587,-980194.8686946986
-1042440.3892750365,-995681.9037627536,-980257.355649865
-1042515.203602757,-995756.718090474,-980332.1699775856
-1042607.1158113566,-995848.6302990736,-980424.0821861852
-1042723.7553642513,-995965.2698519684,-980540.72173908
-1042877.9169555136,-996119.4314432307,-980694.8833303421
-1043092.1248595124,-996333.6393472294,-980909.0912343409
-1043408.0629051925,-996649.5773929097,-981225.0292800212
-1043908.0947659364,-997149.6092536534,-981725.061140765
-1044775.2071746669,-998016.7216623839,-982592.1735494954
-1046505.260088389,-999746.7745761061,-984322.2264632176
-1050879.2951330037,-1004120.8096207208,-988696.2615078323
-1041628.3393538509,-994869.8538415681,-979445.3057286796
-1041636.678163124,-994878.1926508411,-979453.6445379527
-1041645.1285876195,-994886.6430753366,-979462.0949624481
-1041653.9312789312,-994895.4457666483,-979470.8976537598
-1041663.1049400574,-994904.6194277745,-979480.0713148859
-1041672.6691766852,-994914.1836644022,-979489.6355515138
-1041682.6445690101,-994924.1590567272,-979499.6109438387
-1041693.0527459568,-994934.567233674,-979510.0191207856
-1041703.9164619553,-994945.4309496724,-979520.882836784
-1041715.2596760588,-994956.7741637757,-979532.2260508873
-1041727.1076354423,-994968.6221231594,-979544.0740102708
-1041739.486963208,-994981.001450925,-979556.4533380365
-1041752.4257512286,-994993.9402389455,-979569.3921260571
-1041765.9536586287,-995007.4681463459,-979582.9200334573
-1041780.102016523,-995021.6165042402,-979597.0683913517
-1041794.9039396407,-995036.4184273578,-979611.8703144692
-1041810.3944455145,-995051.9089332317,-979627.3608203433
-1041826.6105819449,-995068.125069662,-979643.5769567735
-1041843.5915635048,-995085.1060512218,-979660.5579383334
-1041861.3789179176,-995102.8934056347,-979678.3452927462
-1041880.0166432054,-995121.5311309225,-979696.9830180341
-1041899.5513765913,-995141.0658643084,-979716.5177514199
-1041920.0325762269,-995161.547063944,-979736.9989510556
-1041941.5127169321,-995183.0272046492,-979758.4790917608
-1041964.0475012381,-995205.5619889552,-979781.0138760668
-1041987.6960871747,-995229.2105748918,-979804.6624620033
-1042012.5213343799,-995254.035822097,-979829.4877092084
-1042038.5900702964,-995280.1045580135,-979855.5564451249
-1042065.9733784001,-995307.4878661172,-979882.9397532287
-1042094.7469106324,-995336.2613983494,-979911.713285461
