R,Height1,Height2,Height3
0.04999999999999989,-100,-119.65150629287218,-140.83898207477978
0.050333333333333216,-100,-119.63344147362214,-140.80793284530444
0.050666666666666554,-100,-119.61547311743796,-140.77705679627906
0.05099999999999988,-100,-119.59760122431967,-140.74635392770375
0.05133333333333322,-100,-119.57982437322445,-140.71582161473114
0.05166666666666654,-100,-119.56214118399572,-140.68545730949677
0.05199999999999988,-100,-119.54455165663349,-140.65526101200064
0.05233333333333322,-100,-119.52705443099207,-140.62523021211095
0.05266666666666654,-100,-119.50964818552202,-140.5953624722998
0.05299999999999987,-100,-119.49233292022345,-140.56565779256732
0.053333333333333205,-100,-119.4751073324445,-140.53611377098565
0.05366666666666653,-100,-119.45797015599716,-140.506728074156
0.05399999999999987,-100,-119.44092139088148,-140.47750070207843
0.05433333333333319,-100,-119.42395978876965,-140.44842935496848
0.05466666666666653,-100,-119.40708413580973,-140.41951179777664
0.054999999999999855,-99.99999999999999,-119.39029443200175,-140.3907480305029
0.05533333333333319,-100,-119.37358948038653,-140.36213584986237
0.05566666666666652,-100,-119.35696811662562,-140.33367311376662
0.05599999999999984,-100,-119.34043034071911,-140.3053598222156
0.05633333333333318,-100,-119.32397500431821,-140.27719386316087
0.05666666666666652,-100,-119.3076009899625,-140.24917318244954
0.05699999999999984,-100,-119.29130829765197,-140.22129778008158
0.05733333333333318,-100,-119.27509582507192,-140.1935656303335
0.057666666666666505,-100,-119.25896249917638,-140.16597476229416
0.05799999999999983,-100,-119.24290831996535,-140.1385251759636
0.05833333333333317,-100,-119.22693222874943,-140.11121492735555
0.05866666666666649,-100,-119.21103319459255,-140.0840421244143
0.05899999999999983,-100,-119.19521121749473,-140.05700676713997
0.05933333333333317,-100,-119.17946528013783,-140.03010698899445
0.05966666666666649,-100,-119.16379439153803,-140.00334097267364
0.05999999999999982,-100,-119.14819855169533,-139.97670871817755
0.060333333333333156,-100,-119.13267678255188,-139.95020843240306
0.060666666666666494,-100,-119.11722813105416,-139.92383836895576
0.06099999999999982,-100,-119.1018525972022,-139.89759852783564
0.061333333333333157,-100,-119.08654924021957,-139.87148718561593
0.06166666666666648,-100,-119.0713171430869,-139.84550266321193
0.061999999999999805,-100,-119.05615630580421,-139.81964496062363
0.062333333333333144,-100,-119.04106582302035,-139.79391242057702
0.06266666666666647,-100,-119.0260448119703,-139.76830342792172
0.0629999999999998,-100,-119.01109327265405,-139.7428179826578
0.06333333333333314,-100,-118.99621033340298,-139.71745449035978
0.06366666666666647,-100,-118.98139514403474,-139.69221139664236
0.0639999999999998,-100,-118.96664770454929,-139.6670887015055
0.06433333333333313,-100,-118.95196717532315,-139.64208487027014
0.06466666666666647,-100,-118.93735273718502,-139.61719840634035
0.0649999999999998,-100,-118.92280439013496,-139.59242930971624
0.06533333333333313,-100,-118.90832132505514,-139.5677761025499
0.06566666666666646,-100,-118.89390275230691,-139.54323734323796
0.06599999999999978,-100,-118.87954867189033,-139.51881303178035
0.06633333333333312,-100,-118.8652583037447,-139.49450174442075
0.06666666666666644,-100,-118.85103088637223,-139.47030209191604
0.06699999999999978,-100,-118.836866419773,-139.4462140742664
0.06733333333333312,-100,-118.82276415157934,-139.422236319229
0.06766666666666644,-100,-118.80872334712332,-139.39836748744435
0.06799999999999977,-100,-118.79474400640498,-139.3746075789125
0.06833333333333311,-100,-118.78082540346435,-139.35095527047602
0.06866666666666645,-100,-118.7669668292273,-139.32740927032668
0.06899999999999977,-100,-118.75316828369391,-139.30396957846443
0.06933333333333311,-100,-118.7394290660998,-139.28063491853
0.06966666666666643,-100,-118.72574849179883,-139.25740404406665
0.06999999999999976,-99.99999999999999,-118.712126560791,-139.2342769550744
0.0703333333333331,-100,-118.69856259636401,-139.21125241983586
0.07066666666666642,-100,-118.68505593719898,-139.18832923517107
0.07099999999999976,-100,-118.67160658329594,-139.16550740108005
0.0713333333333331,-100,-118.65821388091489,-139.14278572845353
0.07166666666666642,-100,-118.64487719102449,-139.12016305542969
0.07199999999999974,-99.99999999999999,-118.6315965136248,-139.0976393820086
0.07233333333333308,-100,-118.618371216928,-139.0752135597673
0.07266666666666642,-100,-118.60520068320773,-139.0528844663141
0.07299999999999976,-100,-118.59208491246409,-139.03065210164908
0.0733333333333331,-100,-118.57902329389705,-139.00851535622104
0.07366666666666642,-100,-118.56601523015581,-138.98647314535998
0.07399999999999975,-99.99999999999999,-118.5530607212404,-138.96452546906596
0.0743333333333331,-100,-118.54015917642641,-138.94267125494503
0.07466666666666642,-100,-118.52731001785918,-138.92090945439614
0.07499999999999976,-100,-118.51451324553874,-138.8992400674194
0.0753333333333331,-100,-118.50176828795271,-138.87766205715533
0.07566666666666642,-100,-118.48907458590988,-138.85617440950793
0.07599999999999976,-100,-118.47643213941019,-138.8347771244772
0.0763333333333331,-100,-118.46384039533568,-138.81346919920338
0.07666666666666642,-100,-118.45129881236942,-138.79224965261486
0.07699999999999976,-100,-118.43880739051144,-138.77111848471168
0.0773333333333331,-100,-118.42636559426313,-138.75007472517947
0.07766666666666643,-100,-118.413972899434,-138.7291174245686
0.07799999999999976,-100,-118.40162930602413,-138.7082465828791
0.0783333333333331,-100,-118.38933429541952,-138.6874612609645
0.07866666666666643,-100,-118.37708735984685,-138.6667605396677
0.07899999999999975,-99.99999999999999,-118.36488849930622,-138.6461444189888
0.0793333333333331,-99.99999999999999,-118.3527372113711,-138.62561198964357
0.07966666666666643,-99.99999999999999,-118.34063300401219,-138.60516236150622
0.07999999999999977,-99.99999999999999,-118.3285758772295,-138.58479553457676
0.08033333333333312,-100,-118.31656534412258,-138.56451062819457
0.08066666666666646,-100,-118.30460092776674,-138.5443067800692
0.08099999999999978,-100,-118.29268262816208,-138.52418399020078
0.08133333333333312,-100,-118.28080997330581,-138.50414140537623
0.08166666666666643,-100,-118.26898250077065,-138.48417819000488
0.08199999999999977,-99.99999999999999,-118.25720021055663,-138.46429434408688
0.0823333333333331,-100,-118.24546264496183,-138.44448904074042
0.08266666666666643,-100,-118.23376935547911,-138.4247614699957
0.08299999999999978,-100,-118.22212034210847,-138.4051116318527
0.0833333333333331,-100,-118.21051516088127,-138.38553872470106
0.08366666666666643,-100,-118.19895337666159,-138.36604196316623
0.08399999999999977,-100,-118.18743498944951,-138.3466213472483
0.08433333333333311,-100,-118.17595956846975,-138.32727609959963
0.08466666666666645,-100,-118.16452669143554,-138.30800545846648
0.08499999999999978,-100,-118.15313635834694,-138.288809423849
0.08533333333333312,-100,-118.14178815110847,-138.26968724170385
0.08566666666666645,-100,-118.13048165978526,-138.25063817297064
0.08599999999999978,-100,-118.1192168843774,-138.23166221764933
0.08633333333333312,-100,-118.10799341898024,-138.2127586440896
0.08666666666666646,-100,-118.09681086553744,-138.19392673504126
0.08699999999999979,-100,-118.08566922404901,-138.17516649050432
0.08733333333333314,-100,-118.07456810033544,-138.15647720035238
0.08766666666666646,-100,-118.0635071077678,-138.13785816830588
0.08799999999999979,-100,-118.05248624634615,-138.1193093943648
0.08833333333333312,-100,-118.04150513317205,-138.10083018910018
0.08866666666666645,-100,-118.03056339261424,-138.08241987640196
0.08899999999999979,-100,-118.01966102467273,-138.06407845627018
0.08933333333333313,-100,-118.00879765730714,-138.04580525918567
0.08966666666666646,-100,-117.9979729254737,-138.02759962844507
0.08999999999999979,-100,-117.98718682917244,-138.00946156404842
0.09033333333333314,-100,-117.9764390068174,-137.99139041563498
0.09066666666666647,-100,-117.96572910356117,-137.97338554518075
0.09099999999999979,-100,-117.9550571194038,-137.9554469526858
0.09133333333333313,-100,-117.94442270282866,-137.93757400623218
0.09166666666666645,-100,-117.93382550881138,-137.91976608578102
0.09199999999999979,-100,-117.92326553735202,-137.90202319133235
0.09233333333333313,-100,-117.91274244663568,-137.88434470872778
0.09266666666666647,-100,-117.90225590110447,-137.86673003525115
0.09299999999999979,-100,-117.89180590075846,-137.84917917090252
0.09333333333333314,-100,-117.8813921131334,-137.83169151863132
0.09366666666666647,-100,-117.8710142117974,-137.8142664924121
0.09399999999999979,-100,-117.86067219675053,-137.79690409224486
0.09433333333333313,-100,-117.85036574454391,-137.77960373756383
0.09466666666666645,-100,-117.84009453754597,-137.76236485843006
0.09499999999999979,-100,-117.8298585757568,-137.74518745484366
0.09533333333333313,-99.99999999999999,-117.81965754442224,-137.72807096212938
0.09566666666666647,-99.99999999999999,-117.80949113440022,-137.71101482585797
0.09599999999999981,-100,-117.79935934569082,-137.69401904602958
0.09633333333333315,-100,-117.78926187192789,-137.6770830732905
0.09666666666666647,-100,-117.77919841216132,-137.66020636816995
0.0969999999999998,-99.99999999999999,-117.76916896639106,-137.64338893066792
0.09733333333333315,-100,-117.7591732363461,-137.62663022620941
0.09766666666666647,-100,-117.74921092898335,-137.60992972975464
0.09799999999999981,-100,-117.7392820443028,-137.59328744130372
0.09833333333333315,-100,-117.72938629184785,-137.57670284053992
0.09866666666666647,-100,-117.71952338620996,-137.56017541634998
0.0989999999999998,-99.99999999999999,-117.70969332738918,-137.5437051687339
0.09933333333333315,-100,-117.6998958324748,-137.52729159113755
0.09966666666666647,-100,-117.69013062343191,-137.51093418589062
0.09999999999999981,-100,-117.68039770026063,-137.49463295299304
0.10033333333333315,-100,-117.67069678733895,-137.47838739917682
0.10066666666666647,-100,-117.66102761375573,-137.46219703975285
0.10099999999999981,-100,-117.65139017951094,-137.4460618747211
0.10133333333333315,-100,-117.64178421602506,-137.42998142364425
0.10166666666666647,-100,-117.63220945927117,-137.4139552143716
0.10199999999999981,-100,-117.62266590924928,-137.39798324690318
0.10233333333333315,-100,-117.61315330418617,-137.38206505319567
0.10266666666666648,-100,-117.60367138670959,-137.36620017321292
0.10299999999999981,-100,-117.59422015681959,-137.35038860695488
0.10333333333333315,-100,-117.58479935932284,-137.3346298983548
0.10366666666666648,-100,-117.57540874328174,-137.3189235990843
0.1039999999999998,-99.99999999999999,-117.56604830869638,-137.3032697091434
0.10433333333333314,-100,-117.55671780673636,-137.28766778404074
0.10466666666666648,-100,-117.54741699268759,-137.2721173867663
0.10499999999999982,-100,-117.53814586655007,-137.25661851732008
0.10533333333333315,-100,-117.52890418564817,-137.24117074240203
0.10566666666666648,-100,-117.51969171128876,-137.225773635947
0.10599999999999983,-100,-117.51050844347188,-137.21042719795508
0.10633333333333318,-100,-117.50135414547671,-137.1951310059486
0.10666666666666651,-100,-117.49222858443667,-137.1798846444488
0.10699999999999983,-100,-117.48313176035178,-137.16468811345564
0.10733333333333318,-100,-117.47406344226442,-137.14954100096122
0.10766666666666651,-100,-117.4650234029478,-137.13444290172842
0.10799999999999983,-100,-117.45601164240193,-137.11939381575726
0.10833333333333318,-100,-117.44702793524813,-137.10439334116973
0.10866666666666648,-100,-117.43807205972016,-137.0894410826411
0.10899999999999983,-100,-117.42914401581807,-137.07453704017138
0.10933333333333319,-100,-117.42024358356524,-137.05968082168621
0.10966666666666651,-100,-117.41137054648358,-137.04487204145568
0.10999999999999983,-100,-117.40252490457314,-137.03011069947993
0.11033333333333319,-100,-117.39370644308953,-137.01539641317615
0.11066666666666651,-100,-117.38491495067727,-137.00072880610426
0.11099999999999983,-100,-117.3761504273364,-136.98610787826433
0.11133333333333319,-100,-117.36741266339115,-136.97153325626437
0.11166666666666648,-100,-117.35870145244975,-136.95700457266176
0.11199999999999984,-100,-117.3500167945122,-136.94252182745655
0.11233333333333319,-100,-117.34135848481426,-136.9280846561582
0.11266666666666651,-100,-117.33272632177471,-136.9136927000406
0.11299999999999984,-100,-117.32412030539358,-136.89934595910378
0.11333333333333319,-100,-117.31554023566719,-136.88504407748115
0.11366666666666651,-100,-117.30698591567749,-136.87078670489205
0.11399999999999984,-100,-117.29845734542451,-136.85657384133648
0.11433333333333319,-100,-117.28995432951986,-136.84240513930573
0.11466666666666649,-100,-117.28147667556709,-136.8282802567036
0.11499999999999984,-100,-117.27302438356624,-136.8141991935303
0.11533333333333319,-100,-117.2645972626042,-136.80016161037724
0.11566666666666651,-100,-117.25619512466989,-136.78616717308378
0.11599999999999984,-100,-117.2478179697633,-136.77221588165
0.11633333333333319,-100,-117.23946561131207,-136.75830740452017
0.11666666666666652,-100,-117.23113786555903,-136.744441415228
0.11699999999999984,-100,-117.22283473250423,-136.73061791377356
0.11733333333333319,-100,-117.21455602978642,-136.71683657621682
0.11766666666666649,-100,-117.20630157777606,-136.70309708355342
0.11799999999999984,-100,-117.19807137647315,-136.68939943578337
0.1183333333333332,-100,-117.18986524760274,-136.6757433163534
0.11866666666666652,-100,-117.18168301554103,-136.6621284134979
0.11899999999999984,-100,-117.17352468028801,-136.64855472721698
0.1193333333333332,-100,-117.16539006753482,-136.63502194812335
0.11966666666666652,-100,-117.15727900554604,-136.6215297714757
0.11999999999999984,-100,-117.14919149432178,-136.6080781972741
0.1203333333333332,-100,-117.14112736340316,-136.59466692308447
0.12066666666666649,-100,-117.13308644483021,-136.58129565098275
0.12099999999999984,-100,-117.12506873860298,-136.5679643809689
0.1213333333333332,-100,-117.11707407800097,-136.55467281735818
0.12166666666666652,-100,-117.10910229873056,-136.5414206688432
0.12199999999999984,-100,-117.10115340079179,-136.52820793542404
0.1223333333333332,-100,-117.09322722109493,-136.5150343279682
0.12266666666666652,-100,-117.08532359890751,-136.5018995615932
0.12299999999999985,-100,-117.07744253422958,-136.48880363629914
0.1233333333333332,-100,-117.06958386749812,-136.47574626931507
0.12366666666666655,-100,-117.0617474414405,-136.46272718199765
0.12399999999999987,-100,-117.05393325605678,-136.44974637434694
0.1243333333333332,-100,-117.04614115521058,-136.43680356977063
0.12466666666666652,-100,-117.03837098499113,-136.4238984956863
0.12499999999999985,-100,-117.0306227453985,-136.41103115209398
0.12533333333333319,-100,-117.02289628362622,-136.39820126840274
0.1256666666666665,-100,-117.01519144903112,-136.38540857791787
0.12599999999999983,-100,-117.00750824161322,-136.37265308063934
0.1263333333333332,-100,-116.99984651180259,-136.3599345118083
0.12666666666666648,-100,-116.99220611213244,-136.34725261045077
0.12699999999999984,-100,-116.98458704260277,-136.3346073765668
0.1273333333333332,-100,-116.97698915679021,-136.32199855106367
0.1276666666666665,-100,-116.96941231031626,-136.30942587852851
0.12799999999999986,-100,-116.96185650318095,-136.29688935896135
0.1283333333333332,-100,-116.95432159202052,-136.28438873877738
0.12866666666666654,-100,-116.9468074354597,-136.2719237679692
0.12899999999999986,-100,-116.93931403349856,-136.259494446537
0.1293333333333332,-100,-116.93184124574883,-136.2471005262499
0.1296666666666665,-100,-116.9243889337565,-136.23474176235635
0.12999999999999984,-100,-116.91695709752163,-136.2224181548564
0.1303333333333332,-100,-116.90954559955036,-136.21012946072634
0.13066666666666651,-100,-116.90215430423052,-136.19787544032485
0.13099999999999984,-100,-116.8947832115622,-136.18565609365191
0.1313333333333332,-100,-116.88743218686741,-136.17347118274768
0.13166666666666652,-100,-116.88010109729933,-136.16132047294172
0.13199999999999987,-100,-116.87278994285796,-136.14920396423418
0.1323333333333332,-100,-116.86549859160549,-136.1371214235901
0.13266666666666654,-100,-116.85822691338619,-136.12507262117543
0.13299999999999987,-100,-116.85097490820009,-136.11305755699027
0.13333333333333322,-100,-116.8437424467762,-136.10107600279144
0.13366666666666654,-100,-116.83652940157826,-136.08912773345028
0.13399999999999987,-100,-116.8293357726063,-136.07721274896682
0.1343333333333332,-100,-116.82216143318536,-136.06533082576047
0.13466666666666652,-100,-116.81500625832932,-136.05348174328216
0.13499999999999984,-100,-116.80787024803826,-136.0416655015319
0.1353333333333332,-100,-116.80075327816458,-136.02988188146713
0.1356666666666665,-100,-116.79365522620542,-136.01813066699572
0.13599999999999984,-100,-116.7865760921608,-136.00641185811764
0.1363333333333332,-100,-116.77951575434433,-135.99472524020763
0.13666666666666652,-100,-116.77247409267133,-135.98307060151302
0.13699999999999987,-100,-116.76545110714191,-135.97144794203376
0.1373333333333332,-100,-116.75844667846673,-135.95985705144489
0.13766666666666655,-100,-116.75146068891661,-135.9482977222192
0.13799999999999987,-100,-116.74449313849163,-135.93676995435675
0.13833333333333322,-100,-116.73754391023749,-135.92527354172003
0.13866666666666655,-100,-116.73061288871975,-135.91380828089615
0.13899999999999987,-100,-116.7237000739384,-135.90237417188513
0.1393333333333332,-100,-116.71680535121408,-135.89097101262854
0.13966666666666652,-100,-116.70992860734833,-135.87959860372095
0.13999999999999985,-100,-116.70306984234116,-135.86825694516244
0.1403333333333332,-100,-116.69622894372985,-135.85694583886703
0.14066666666666652,-100,-116.68940580049505,-135.84566508933386
0.14099999999999988,-100,-116.6826004126368,-135.83441469656302
0.14133333333333323,-100,-116.6758126698526,-135.82319446633878
0.14166666666666655,-100,-116.66904246324697,-135.81200420696456
0.14199999999999988,-100,-116.66228979281996,-135.80084391844036
0.14233333333333323,-100,-116.65555455037502,-135.78971341032153
0.14266666666666655,-100,-116.64883662908706,-135.7786124946188
0.14299999999999988,-100,-116.64213602895607,-135.7675411713324
0.1433333333333332,-100,-116.6354526438384,-135.7564992536928
0.14366666666666655,-100,-116.62878636892769,-135.745486557324
0.14399999999999988,-100,-116.62213720422395,-135.73450308222596
