x,y
1.0,0.6842996723025702
2.0,1.373236536312567
3.0,2.061672582610487
4.0,2.747239131219949
5.0,3.4169244675692916
6.0,4.0994305610173
7.0,4.778764925092716
8.0,5.471023750832388
9.0,6.169782829767789
10.0,6.884720272433641
11.0,7.593239205357647
12.0,8.320408766856012
13.0,9.044022693207571
14.0,9.782213467060428
15.0,10.526974907720561
16.0,11.29480435062541
17.0,12.051618102803934
18.0,12.837593093783184
19.0,13.634752712354368
20.0,14.453591081861468
21.0,15.274320569512899
22.0,16.112484339769907
23.0,16.95330092310297
24.0,17.82468714351339
25.0,18.714761663130023
26.0,19.625451327506468
27.0,20.54164554721861
28.0,21.49071707834348
29.0,22.450032978049908
30.0,23.44273101487894
31.0,24.452597393352974
32.0,25.50861869637326
33.0,26.57085627967677
34.0,27.58553974045043
35.0,28.62799001753936
36.0,29.611012080233387
37.0,30.607397658264418
38.0,31.561107302476493
39.0,32.537300321291134
40.0,33.47088766962147
41.0,34.42046078492628
42.0,35.32736082539879
43.0,36.26943595202801
44.0,37.15914717749756
45.0,38.06995736992286
46.0,38.922924883871026
47.0,39.80150903147615
48.0,40.633573441146865
49.0,41.48709032891948
50.0,42.31130073134011
51.0,43.15481412357244
52.0,43.91659105548728
53.0,44.68057158780955
54.0,45.37440533753426
55.0,46.07217989708242
56.0,46.66855015003573
57.0,47.262789542112685
58.0,47.792771773822544
59.0,48.31499768802262
60.0,48.764382668023565
61.0,49.20863899741952
62.0,49.56631952692198
63.0,49.913622114256725
64.0,50.25326191022155
65.0,50.5913521384
66.0,50.92026253678992
67.0,51.239702716895096
68.0,51.55408132334941
69.0,51.855782513732656
70.0,52.151641695600446
71.0,52.44705921694633
72.0,52.73316043053105
73.0,53.00612771651182
74.0,53.27427604868642
75.0,53.534327055827035
76.0,53.786557702622424
77.0,54.03511155166236
78.0,54.273859504946266
79.0,54.50164031668544
80.0,54.72249694344897
81.0,54.94238837871528
82.0,55.15128350136257
83.0,55.354353252699084
84.0,55.55105629441296
85.0,55.73921813509099
86.0,55.91951053650955
87.0,56.09686938114857
88.0,56.27131906998123
89.0,56.44120190257623
90.0,56.6027788147292
91.0,56.75723023946664
92.0,56.905170479285836
93.0,57.04879016408124
94.0,57.18891320826521
95.0,57.32856394154696
96.0,57.462046726579075
97.0,57.592018215003904
98.0,57.718459237541666
99.0,57.837851807220105
100.0,57.95241899109156
101.0,58.06335548634499
102.0,58.17088698607005
103.0,58.27370414088115
104.0,58.375094097794246
105.0,58.478153634991024
106.0,58.584253896209006
107.0,58.68546102204319
108.0,58.78281879830558
109.0,58.87804338872109
110.0,58.972343605149355
111.0,59.063062169944104
112.0,59.150466315421646
113.0,59.237500648418646
114.0,59.32057216461968
115.0,59.39731268004658
116.0,59.472706657762004
117.0,59.54761888894563
118.0,59.621230119882874
119.0,59.692091482517505
120.0,59.75837831951486
121.0,59.823656835889125
122.0,59.890674936055056
123.0,59.95743881247277
124.0,60.01992863653109
125.0,60.078295796345216
126.0,60.134328957269744
127.0,60.18859993476118
128.0,60.24209467750337
129.0,60.30294294566578
130.0,60.36391791959331
131.0,60.421562589896986
132.0,60.47594415221234
133.0,60.52872988555185
134.0,60.58025294953229
135.0,60.6318777439476
136.0,60.68323129699534
137.0,60.73092848458124
138.0,60.777799793105984
139.0,60.8225469071395
140.0,60.86688289472855
141.0,60.909001408958474
142.0,60.94905054215413
143.0,60.98777775093705
144.0,61.028326260134435
145.0,61.06765381977854
146.0,61.10488639600273
147.0,61.14016895017719
148.0,61.174483268476884
149.0,61.20598276838426
150.0,61.23580974980897
151.0,61.264640682676216
152.0,61.29257755534609
153.0,61.318486117434816
154.0,61.343729030750474
