x,y
1.0,0.6867761538729272
2.0,1.376041578392819
3.0,2.0683736517851803
4.0,2.7911395490397135
5.0,3.528038221730721
6.0,4.30915840944111
7.0,5.106334644552001
8.0,5.924923916886383
9.0,6.774883498876013
10.0,7.651074246958919
11.0,8.59674346086312
12.0,9.57376209846151
13.0,10.571379748517034
14.0,11.583512100827292
15.0,12.627359926956117
16.0,13.691056569308092
17.0,14.753375601468603
18.0,15.8532349685639
19.0,16.98292830852158
20.0,18.128791550699965
21.0,19.273400911854445
22.0,20.412913439076338
23.0,21.538795531107734
24.0,22.647642404201306
25.0,23.784275596393883
26.0,24.889125736087237
27.0,25.96869975981344
28.0,27.029244180619525
29.0,28.057420390099825
30.0,29.04894394134383
31.0,30.02676647748414
32.0,31.01538913165535
33.0,31.985515520746628
34.0,32.90657603383307
35.0,33.81297163636418
36.0,34.70670095656836
37.0,35.58774315482263
38.0,36.45049575752509
39.0,37.35157105674243
40.0,38.229861436760636
41.0,39.04156223850173
42.0,39.83324282630643
43.0,40.60141857061814
44.0,41.348255015279655
45.0,42.08606812931027
46.0,42.846449181117734
47.0,43.5766205044777
48.0,44.243895479204944
49.0,44.9067487796773
50.0,45.54544779206771
51.0,46.16279636767892
52.0,46.76543272938992
53.0,47.396016668724904
54.0,48.0010475938187
55.0,48.540521557771754
56.0,49.0695372697818
57.0,49.578333751133215
58.0,50.06976127955542
59.0,50.56007584064736
60.0,51.06333887869265
61.0,51.5535072813016
62.0,51.97402379877807
63.0,52.395704010726725
64.0,52.803959733945085
65.0,53.19758184269556
66.0,53.58329319943124
67.0,54.002382689729146
68.0,54.42254906225947
69.0,54.838890930728226
70.0,55.25301146967974
71.0,55.6708374621504
72.0,56.084564070085015
73.0,56.49993152605509
74.0,56.952301387423105
75.0,57.40979818110099
76.0,57.817873483909324
77.0,58.227633341962836
78.0,58.634437454262795
79.0,59.03515466626104
80.0,59.423892254591465
81.0,59.85104813336006
82.0,60.27295590775799
83.0,60.6372243299
84.0,60.99075701403052
85.0,61.34692485762305
86.0,61.69754392149466
87.0,62.04636435840408
88.0,62.427934731557556
89.0,62.817081564133986
90.0,63.186988358615615
91.0,63.540720555494985
92.0,63.8804509969351
93.0,64.22066653626577
94.0,64.56082951112222
95.0,64.94242596940464
96.0,65.31565411912572
97.0,65.63840855488849
98.0,65.95410573285344
99.0,66.27387294616877
100.0,66.58585754826282
101.0,66.8948583490621
102.0,67.19728211351395
103.0,67.50133122172281
104.0,67.75292233978055
105.0,68.01106302230266
106.0,68.26486271859393
107.0,68.50251082371439
108.0,68.7450271603722
109.0,68.98902748756872
110.0,69.23516678768269
111.0,69.42738458545936
112.0,69.6155961611833
113.0,69.80732031119364
114.0,69.99278385653201
115.0,70.17239347962953
116.0,70.34474553959829
117.0,70.52210741040633
118.0,70.64271367558499
119.0,70.75990018859132
120.0,70.87182683981773
121.0,70.98001364589584
122.0,71.08370292353686
123.0,71.18511401939026
124.0,71.28026137167687
125.0,71.32587214375715
126.0,71.37596058775866
127.0,71.42505373398686
128.0,71.47068838874608
129.0,71.51537354113805
130.0,71.55862103496152
131.0,71.60212108233651
132.0,71.64694343146265
133.0,71.69053504674402
134.0,71.73050118500703
135.0,71.77184263825217
136.0,71.81071065351185
137.0,71.84719846253023
138.0,71.88044134635126
139.0,71.91473779004683
140.0,71.94440229521571
141.0,71.97449515756806
142.0,72.0022170840217
143.0,72.0260537601569
144.0,72.04794299617336
145.0,72.06660832248859
146.0,72.08329479977742
147.0,72.10217549978032
148.0,72.12049871305295
149.0,72.13741692696094
150.0,72.15341421318983
151.0,72.16768603058793
152.0,72.18237082185304
153.0,72.19463265857192
154.0,72.2159928910241
