errRxPlant,errW1ds,errW3ds,errC1ds,errC3ds,errWrsi,errWrsiRealInput,errBCS1dsFluxIn,errBCS1dsFluxOut,errBCS1dsFluxOut_sol,errBCS1dsFluxOut_mucil,errOuter_R_bc_wat,errOuter_R_bc_sol,SinkLim3DS,SinkLim1DS,OutLim1DS,sumDiff1d3dCW_abs,sumDiff1d3dCW_rel,diff1d3dCurrant,diff1d3dCurrant_rel,maxDiff1d3dCW_abs,maxDiff1d3dCW_rel,maxdiff1d3dCurrant,maxdiff1d3dCurrant_rel,bulkMassErrorWater_abs,bulkMassErrorWater_rel,bulkMassErrorWater_absLim,bulkMassErrorWater_relLim,bulkMassCErrorPlant_abs,bulkMassCError1ds_abs,bulkMassCErrorPlant_rel,bulkMassCError1ds_rel,rhizoMassWError_relLim,rhizoMassCError_relLim,rhizoMassWError_rel,rhizoMassCError_rel,err,time,n_iter,n_iter2,n_iter3,solveGaveUp
100.0,0.0,0.010547011727736687,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,0.0004974558392090711,0.0,0.0004974558392087935,0.0,0.0004974558392090711,0.0,0.0004974558392090711,0.0,1.2803855750995733e-13,6.892722791781888e-14,1.2803855750995733e-13,6.892722791781888e-14,0.0,0.0,nan,nan,0.0,nan,0.0,nan,100.0,0.013888888888888888,0.0,0.0,1.0,0.0
0.0,0.0004974558392091821,3.503664899506589e-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9.033399441674872,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,1.2057246649432862e-06,0.0,1.2057246646657305e-06,0.0,1.2057246649432862e-06,0.0,1.2057246649432862e-06,0.0,1.434605478434446e-13,7.722937582806827e-14,1.434605478434446e-13,7.722937582806827e-14,0.0,0.0,nan,nan,7.483379709336825e-14,nan,7.483379709336825e-14,nan,0.0004974558392091821,0.013888888888888888,1.0,0.0,1.0,0.0
1.0837843145855397,1.205724664499197e-06,1.2254241046660085e-05,0.0,0.0,0.0,0.0,150.0,0.24179217972413397,0.0,2.5845450476406926,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,3.8066273266856854e-07,0.0,3.806627323910128e-07,0.0,3.8066273266856854e-07,0.0,3.8066273266856854e-07,0.0,1.349518843596264e-13,7.264889164712506e-14,1.349518843596264e-13,7.264889164712506e-14,0.0,0.0,nan,nan,0.0,nan,0.0,nan,1.0837843145855397,0.013888888888888888,2.0,0.0,1.0,0.0
0.0026421743791121013,3.8066273311265775e-07,3.857749786545432e-05,0.0,0.0,0.0,0.0,300.0,0.07639520842810836,0.0,8.83002690490823,0.0,1.20082402303702e-14,1.20082402303702e-14,0.0,0.0,0.0,1.3102101753537099e-06,0.0,1.3102101750761541e-06,0.0,1.3102101753537099e-06,0.0,1.3102101753537099e-06,0.0,1.6112613120141094e-13,8.673932122339224e-14,1.6112613120141094e-13,8.673932122339224e-14,0.0,0.0,nan,nan,5.612550388461006e-14,nan,5.612550388461006e-14,nan,0.0026421743791121013,0.013888888888888888,3.0,0.0,1.0,0.0
100.0,0.0004969706909643268,0.007856935624931805,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9038970841499534e-05,0.0,2.9038970841444023e-05,0.0,2.9038970841499534e-05,0.0,2.9038970841499534e-05,0.0,1.9553867056901382e-13,1.0526468643692095e-13,1.9553867056901382e-13,1.0526468643692095e-13,0.0,0.0,nan,nan,3.7479777564353254e-14,nan,3.7479777564353254e-14,nan,100.0,0.027777777777777776,0.0,0.0,1.0,0.0
1.0835795906866093,2.9038970841499534e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.205813710153322,0.0,0.0,0.0,0.0,0.0,2.0595638700844666e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9553867056901382e-13,1.0526468643692095e-13,1.9553867056901382e-13,1.0526468643692095e-13,0.0,0.0,nan,nan,1.8738051852916472e-14,nan,1.8738051852916472e-14,nan,1.0835795906866093,0.027777777777777776,1.0,0.0,1.0,0.0
0.063705166554536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0595638700844666e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9553867056901382e-13,1.0526468643692095e-13,1.9553867056901382e-13,1.0526468643692095e-13,0.0,0.0,nan,nan,1.8738051852916472e-14,nan,1.8738051852916472e-14,nan,0.063705166554536,0.027777777777777776,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0595638700844666e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9553867056901382e-13,1.0526468643692095e-13,1.9553867056901382e-13,1.0526468643692095e-13,0.0,0.0,nan,nan,1.8738051852916472e-14,nan,1.8738051852916472e-14,nan,1.0526468643692095e-13,0.027777777777777776,3.0,0.0,1.0,0.0
100.0,0.00046793172012282724,0.00683010768502493,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,2.0595638700844666e-14,0.0,0.0,8.329174996257738e-05,0.0,8.329174996252187e-05,0.0,8.329174996257738e-05,0.0,8.329174996257738e-05,0.0,1.9824041767955297e-13,1.0671912284888604e-13,1.9824041767955297e-13,1.0671912284888604e-13,0.0,0.0,nan,nan,1.8767695910377658e-14,nan,1.8767695910377658e-14,nan,100.0,0.041666666666666664,0.0,0.0,1.0,0.0
1.0213378712468677,8.329174996246635e-05,9.272190286951957e-16,0.0,0.0,0.0,0.0,250.0,21.654470784221196,0.0,7.282676883548392e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1621219354825416e-13,1.1639390147977462e-13,2.1621219354825416e-13,1.1639390147977462e-13,0.0,0.0,nan,nan,7.504964965724059e-14,nan,7.504964965724059e-14,nan,1.0213378712468677,0.041666666666666664,1.0,0.0,1.0,0.0
