x,y
1,-0.157555737
2,0.85811453
3,-0.05064653
4,0.421025679
5,-0.124324599
6,0.053280309
7,-0.016009975
8,-0.122188388
9,-0.192384964
10,1.560690399
11,0.755917609
12,-0.048734291
13,-0.120175894
14,-0.163982958
15,-0.199488966
16,-0.139308254
17,0.205644202
18,-0.136724694
19,-0.183836472
20,-0.037513546
21,-0.225140415
22,-0.34521008
23,-0.349848327
24,-0.073842966
25,0.078872361
26,-0.219642984
27,-0.030837974
28,-0.279377657
29,-0.18946308
30,1.77288935
31,0.093593296
32,0.176723784
33,0.418360531
34,1.712141167
35,0.820838789
36,-0.107232521
37,-0.219975468
38,-0.298707166
39,-0.378069842
40,-0.407470794
41,4.317099743
42,-0.165060078
43,-0.399983066
44,-0.37285468
45,-0.351310984
46,-0.165857583
47,-0.28036173
48,-0.346225551
49,-0.332781329
50,-0.358347476
51,-0.410775169
52,-0.340568349
53,0.250439412
54,0.568882897
55,4.596271716
56,0.222774281
57,-0.028037429
58,-0.204100027
59,-0.220238931
60,-0.216043912
61,-0.224288657
62,-0.211330505
63,-0.232001627
64,-0.210565848
65,-0.243563203
66,-0.161036291
67,-0.169693325
68,-0.20598438
69,-0.224231483
70,-0.193643944
71,0.91946131
72,-0.174449221
73,-0.198351388
74,-0.15574148
75,-0.175141607
76,-0.168241157
77,-0.17082637
78,-0.142984051
79,-0.139666175
80,-0.155641145
81,-0.153827535
82,-0.161359048
83,-0.144614793
84,-0.135554222
85,-0.144842597
86,0.009110041
87,-0.119291489
88,-0.141954049
89,-0.155826818
90,0.050291016
91,-0.121469555
92,-0.095879888
93,-0.104232188
94,-0.113428063
95,-0.051046114
96,0.577670179
97,-0.094748608
98,-0.05814004
99,-0.103561875
100,-0.10961795
101,1.166164482
102,-0.070639766
103,-0.07725436
104,0.097048773
105,-0.036698966
106,-0.051674539
107,-0.061770662
108,-0.062282903
109,-0.060399597
110,-0.068096629
111,1.67963063
112,-0.04298159
113,-0.041259558
114,-0.046698236
115,0.140710621
116,0.192154942
117,0.835168433
118,0.080915347
119,0.780972127
120,0.117541995
121,0.002135875
122,-0.014237387
123,-0.003873463
124,-0.016571978
125,-0.006062001
126,-0.013489398
127,-0.007959505
128,-0.011366724
129,-0.015321997
130,-0.016893106
131,-0.019090491
132,0.029399028
133,0.497700075
134,-0.008333994
135,-0.009842667
136,0.253933426
137,0.052680593
138,0.003179889
139,2.313560042
140,0.00400194
141,0.285631892
142,-0.008605774
143,0.165237937
144,-0.005667299
145,-0.007871624
146,-0.010400134
147,-0.008210311
148,-0.006720885
149,0.025262489
150,-0.006548284
151,-0.006333305
152,-0.005887093
153,-0.006184644
154,-0.007392606
