x,y
1,1.61212203116273E-05
2,0.000106445234623
3,7.67350742901452E-05
4,0.000316424937838
5,0.000237728745079
6,0.000619029962554
7,0.001146354394691
8,0.001642708436367
9,0.001871005970515
10,0.002545199577121
11,0.000758804669597
12,0.003266437576893
13,0.004112052874629
14,0.00452337489679
15,0.005349204273565
16,0.006356666905688
17,0.006085460738755
18,0.004613077659572
19,0.003144667473285
20,0.001971998414799
21,0.003090581330957
22,0.00777122784172
23,0.010990334624778
24,0.013728735050438
25,0.012851940978779
26,0.015497427624683
27,0.019647996143894
28,0.020364455387979
29,0.026405950881496
30,0.029139564466461
31,0.030017912005703
32,0.02575562857799
33,0.033093717211187
34,0.025946330693044
35,0.014406742316132
36,0.011423495728021
37,0.027956604759848
38,0.026719999257855
39,0.023217317634346
40,0.032254918235308
41,0.042733211918789
42,0.030582182753918
43,0.044242950498381
44,0.027128242942141
45,0.041916679749956
46,0.033662352046451
47,0.043316648706525
48,0.035883028766621
49,0.058034049849327
50,0.05206016994591
51,0.057324113100807
52,0.067816330116686
53,0.069442954658659
54,0.065037058839862
55,0.052229797123458
56,0.059752795791819
57,0.040744500060307
58,0.064164494682718
59,0.071523931498986
60,0.075290012577796
61,0.060202190782676
62,0.077951512523913
63,0.076388018681962
64,0.083846081356526
65,0.089114095734025
66,0.084008802192672
67,0.081874644164378
68,0.024132389762806
69,0.080523352091937
70,0.083446997523114
71,0.051739728563419
72,0.098084244339804
73,0.081392687589541
74,0.064114139572241
75,0.035570876897356
76,0.080137231457969
77,0.083483622625208
78,0.035774814377498
79,0.063352766053454
80,0.094904267893784
81,0.049091369914731
82,0.099876239680995
83,0.061725773174382
84,0.023503612046811
85,0.039701756629372
86,0.047500485223583
87,0.070902535376625
88,0.107605025101211
89,0.096311845109491
90,0.099528023638913
91,0.082129467449857
92,0.084302095101711
93,0.095470607785344
94,0.05884877498224
95,0.088520489207359
96,0.070107797688884
97,0.095990086504932
98,0.086226402413471
99,0.101749266178421
100,0.068968178840255
101,0.06963778868193
102,0.07229251739036
103,0.099940670478703
104,0.109920132154117
105,0.058768555049082
106,0.072891680163444
107,0.051649324923641
108,0.038802398894396
109,0.063159184766174
110,0.083151385604693
111,0.092795281438058
112,0.07064683850925
113,0.074525520549433
114,0.087494657171481
115,0.063080229784443
116,0.078968895637186
117,0.073317002530907
118,0.066386857246425
119,0.080899964739945
120,0.084180549387063
121,0.036936952082228
122,0.041646114789152
123,0.038244037196447
124,0.034280056048317
125,0.033505951408079
126,0.034560800518775
127,0.024050113034898
128,0.032536070854541
129,0.040120629874223
130,0.032427797989751
131,0.031171655417538
132,0.032311347631522
133,0.025689272178799
134,0.024880320376685
135,0.03434405316291
136,0.041783606348087
137,0.013536683102412
138,0.004082449850827
139,0.007798937244577
140,0.013842353984455
141,0.015895247550853
142,0.016089594458792
143,0.016841702952962
144,0.010891373195067
145,0.01080252540806
146,0.015464195902227
147,0.012114240304387
148,0.010160023750913
149,0.014171283397327
150,0.014080627993838
151,0.016880501986824
152,0.01874765072203
153,0.015763907754674
154,0.017443256911767
