1.5765166949677223e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,4.764560328305439e-22,1.9836227177325365e-12,1.5599209032495615e-11,1.7499956772230676e-11,2.0780128130290722e-11,1.0134233619192472e-11,2.0954225630414212e-11,1.0132589302843944e-11,nan,1.680731330895202e-12
8.881784197001252e-16,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,5.293955920339377e-23,1.097567749046834e-13,8.191042740448747e-13,9.39753091782504e-13,8.664909873976681e-13,4.453129689078391e-13,8.737467454320614e-13,4.4524086338756134e-13,0.0,1.0292899151243527e-13
1.2989609388114332e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,1.164670302474663e-21,2.023729772804627e-12,1.5586004171476333e-11,1.7499811318499622e-11,2.1258208952786637e-11,1.0091859913501384e-11,2.1616457300969403e-11,1.0088931609284486e-11,nan,1.991738590851559e-12
9.992007221626409e-16,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,1.0587911840678754e-22,1.2351665914718864e-13,8.187184312919464e-13,9.397451462482881e-13,8.864374002783238e-13,4.43449896974374e-13,9.01381759462512e-13,4.4332099309266575e-13,0.0,1.273657027533488e-13
1.4210854715202004e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,2.117582368135751e-22,2.2012948743899016e-12,1.5572136521646205e-11,1.749967018326522e-11,2.174612408730068e-11,1.0050932836949836e-11,2.2297391692209875e-11,1.0047104382506166e-11,nan,4.0713764977522304e-13
1.2212453270876722e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,2.117582368135751e-22,1.4905301890134382e-13,8.18340791292565e-13,9.397374446513265e-13,9.067738553118102e-13,4.416523561099998e-13,9.29758516062972e-13,4.4148417047162527e-13,0.0,1.5665308911213077e-14
1.3988810110276972e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,6.352747104407253e-22,2.201273477276475e-12,1.5558207218750693e-11,1.7499533646918282e-11,2.2242628687873882e-11,1.0011508782291018e-11,2.2994762086073958e-11,1.0007165404792447e-11,nan,3.815441799295331e-13
9.992007221626409e-16,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,2.117582368135751e-22,1.2096948902130997e-13,8.179651649503513e-13,9.397299975034603e-13,9.274589689044659e-13,4.399216208273504e-13,9.588020463815843e-13,4.397312823076691e-13,0.0,3.57782776358652e-14
1.4432899320127035e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.2271665198627763e-12,1.5544349901435245e-11,1.74994006722801e-11,2.2750614166182535e-11,9.97330256101874e-12,2.3714228124872684e-11,9.96872841345843e-12,nan,0.0
1.1102230246251565e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.3551398629018015e-13,8.175919691684839e-13,9.397227468019319e-13,9.486158889075947e-13,4.382448123789562e-13,9.887528082577903e-13,4.3804489054673673e-13,0.0,0.0
1.3100631690576847e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.1244338937335615e-12,1.5530652446589454e-11,1.7499271306425016e-11,2.3269816907628397e-11,9.936309619267409e-12,2.4455458010300842e-11,9.931778196942967e-12,nan,0.0
1.2212453270876722e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.490691807869371e-13,8.172215747117504e-13,9.397156867629042e-13,9.702553761225518e-13,4.366199588224454e-13,1.0196391397327065e-12,4.3642204453434033e-13,0.0,0.0
1.3433698597964394e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.324029088997082e-12,1.5517195075212494e-11,1.7499145363428832e-11,2.3800745031752803e-11,9.90046573308405e-12,2.5219616705181785e-11,9.896223056819828e-12,nan,0.0
1.3322676295501878e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.6262375248053769e-13,8.16856002603352e-13,9.397088117685073e-13,9.92388436798453e-13,4.3504517894513755e-13,1.0514902639440689e-12,4.348599535137465e-13,0.0,0.0
1.2989609388114332e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.328292008746543e-12,1.550401081949511e-11,1.749902268243484e-11,2.4343930637556634e-11,9.865711022173856e-12,2.6007943138439637e-11,9.861978595540511e-12,nan,0.0
1.2212453270876722e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.477690610730708e-13,8.164955516094975e-13,9.3970211637739e-13,1.0150263281799301e-12,4.335186771073835e-13,1.0843363167610175e-12,4.333559760245982e-13,0.0,0.0
1.2878587085651816e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.261982778310007e-12,1.5491127497970646e-11,1.74989032212525e-11,2.4899396129257158e-11,9.832024183122047e-12,2.6820681199128846e-11,9.829010336794472e-12,nan,0.0
1.2212453270876722e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.5101855829611684e-13,8.161404068511563e-13,9.396955953104496e-13,1.0381805642297583e-12,4.320387384365794e-13,1.1182083752870244e-12,4.3190761013815243e-13,0.0,0.0
1.1213252548714081e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.219107184724388e-12,1.54785591281029e-11,1.7498786843984497e-11,2.546760615724516e-11,9.799355683739488e-12,2.76589631046809e-11,9.797248868032031e-12,nan,0.0
1.1102230246251565e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.399236970394768e-13,8.157906812228699e-13,9.396892434456242e-13,1.0618629214819382e-12,4.30603724342602e-13,1.1531384872526328e-12,4.3051248445293907e-13,0.0,0.0
1.1657341758564144e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.2968196561553148e-12,1.546631767708328e-11,1.7498673488908847e-11,2.604870076808443e-11,9.767679124812405e-12,2.8523282697382775e-11,9.766654486965178e-12,nan,0.0
1.2212453270876722e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.5101012335263715e-13,8.154464236930706e-13,9.396830558132133e-13,1.0860854450282619e-12,4.2921206832985064e-13,1.189159701325769e-12,4.291683497824752e-13,0.0,0.0
1.2989609388114332e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.354572834635325e-12,1.5454406504195683e-11,1.749856304455569e-11,2.664315709066217e-11,9.736949837688276e-12,2.941482741291046e-11,9.737165558875341e-12,nan,0.0
1.4432899320127035e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.7464753248305544e-13,8.151076957238841e-13,9.396770275906941e-13,1.110860454641577e-12,4.2786227208323384e-13,1.2263060983682804e-12,4.278730714736035e-13,0.0,0.0
1.3211653993039363e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.515929059747593e-12,1.5442825933141353e-11,1.7498455432626444e-11,2.7251171182998398e-11,9.707141459702802e-12,3.03342253595997e-11,9.708743708565096e-12,nan,0.0
1.5543122344752192e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,1.880840755779479e-13,8.147745523865355e-13,9.396711540984405e-13,1.1362005510383605e-12,4.2655290180739574e-13,1.2646128236681512e-12,4.2662462230018234e-13,0.0,0.0
1.4210854715202004e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.4802817027456194e-12,1.5431573428348345e-11,1.7498350595616058e-11,2.7872900767790405e-11,9.678230197654654e-12,3.128203073576131e-11,9.68135398558944e-12,nan,0.0
1.7763568394002505e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,2.1495527689130906e-13,8.144470419088301e-13,9.396654307954792e-13,1.1621186222839619e-12,4.2528258480025814e-13,1.3041161201778546e-12,4.254210758823171e-13,0.0,0.0
1.2878587085651816e-14,6.776263578034403e-19,7.806255641895632e-17,3.7947076036992655e-19,9.486769009248164e-19,3.7947076036992655e-19,9.486769009248164e-19,0.0,0.0,2.449622755132779e-12,1.542064098352095e-11,1.7498248436530766e-11,2.8508776625788204e-11,9.65017960854971e-12,3.225937392902652e-11,9.654946704516385e-12,nan,0.0
1.6653345369377348e-15,6.776263578034403e-20,5.204170427930421e-18,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,2.0152217483984965e-13,8.141252051201011e-13,9.396598532753525e-13,1.188627850343723e-12,4.2405000624354315e-13,1.3448533627902273e-12,4.242606005861965e-13,0.0,0.0
