% Model:              Onedradial_solutes_zeroconc.mph
% Version:            COMSOL 5.5.0.306
% Date:               Apr 20 2020, 17:27
% Dimension:          1
% Nodes:              1741
% Expressions:        49
% Description:        Liniengraph
% R                       Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height                   Height
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
3.333333333333348E-4      0.0032980934337358183    3.000306556022347E-4     2.3431876925169702E-4    2.0869713356009954E-4    1.946822822410775E-4     1.856584063169001E-4     1.7771050382666887E-4    1.7102700210486384E-4    1.6710072844730922E-4    1.6464452249889049E-4    1.6268387557796996E-4    1.6099620991570385E-4    1.5981804210056448E-4    1.5934928942077614E-4    1.5955209010143427E-4    1.5989458116502653E-4    1.603927699175736E-4     1.6124126428235892E-4    1.6260057311328247E-4    1.6445831371648698E-4    1.6672282073536564E-4    1.6941968175340622E-4    1.7275843178123058E-4    1.770247631617115E-4     1.8292535734227753E-4    1.9111675992987344E-4    2.0453643643235985E-4    2.4590659968150584E-4    2.5766761495341273E-4    2.59242206338133E-4      2.5799624677736924E-4    2.553606841798684E-4     2.522435106406607E-4     2.490025914253521E-4     2.4577432811779805E-4    2.4265367569388608E-4    2.3967842907523845E-4    2.3684454914596947E-4    2.341355473952807E-4     2.3156450732663867E-4    2.2912666463952504E-4    2.2681506348550847E-4    2.2461906000748543E-4    2.2253361869305463E-4    2.2055094202134122E-4    2.1866347004891756E-4    2.1686393105990276E-4    2.1514509770075826E-4    2.1350139413775997E-4
6.666666666666661E-4      0.006596186867471637     6.000613112044694E-4     4.6863753850339405E-4    4.173942671201991E-4     3.89364564482155E-4      3.713168126338002E-4     3.5542100765333773E-4    3.420540042097277E-4     3.3420145689461845E-4    3.2928904499778097E-4    3.2536775115593993E-4    3.219924198314077E-4     3.1963608420112897E-4    3.186985788415523E-4     3.1910418020286854E-4    3.1978916233005306E-4    3.207855398351472E-4     3.2248252856471784E-4    3.2520114622656493E-4    3.2891662743297396E-4    3.3344564147073127E-4    3.3883936350681245E-4    3.4551686356246115E-4    3.54049526323423E-4      3.6585071468455506E-4    3.822335198597469E-4     4.090728728647197E-4     4.918131993630117E-4     5.153352299068255E-4     5.18484412676266E-4      5.159924935547385E-4     5.107213683597368E-4     5.044870212813214E-4     4.980051828507042E-4     4.915486562355961E-4     4.8530735138777216E-4    4.793568581504769E-4     4.7368909829193894E-4    4.682710947905614E-4     4.6312901465327735E-4    4.582533292790501E-4     4.5363012697101693E-4    4.4923812001497086E-4    4.4506723738610925E-4    4.4110188404268243E-4    4.373269400978351E-4     4.337278621198055E-4     4.3029019540151653E-4    4.2700278827551995E-4
0.0010000000000000009     0.009894280301207455     9.00091966806704E-4      7.029563077550911E-4     6.260914006802987E-4     5.840468467232325E-4     5.569752189507004E-4     5.331315114800066E-4     5.130810063145915E-4     5.013021853419277E-4     4.939335674966715E-4     4.880516267339099E-4     4.829886297471116E-4     4.794541263016935E-4     4.7804786826232846E-4    4.786562703043028E-4     4.796837434950796E-4     4.8117830975272083E-4    4.8372379284707676E-4    4.878017193398474E-4     4.93374941149461E-4      5.001684622060969E-4     5.082590452602187E-4     5.182752953436918E-4     5.310742894851345E-4     5.487760720268326E-4     5.733502797896203E-4     6.136093092970796E-4     7.377197990445176E-4     7.730028448602383E-4     7.77726619014399E-4      7.739887403321078E-4     7.660820525396053E-4     7.567305319219821E-4     7.470077742760564E-4     7.373229843533942E-4     7.279610270816583E-4     7.190352872257154E-4     7.105336474379085E-4     7.024066421858421E-4     6.94693521979916E-4      6.873799939185752E-4     6.804451904565255E-4     6.738571800224563E-4     6.676008560791639E-4     6.616528260640237E-4     6.559904101467527E-4     6.505917931797083E-4     6.454352931022748E-4     6.4050418241328E-4
0.0013333333333333357     0.009938245847400287     0.0011838000017943698    9.248880368110547E-4     8.237915418387508E-4     7.684221204888479E-4     7.32751801884434E-4      7.013405807877257E-4     6.749093857613554E-4     6.593231774199292E-4     6.495178701642035E-4     6.416607436216486E-4     6.348694560480489E-4     6.300630801314527E-4     6.280267817098696E-4     6.286143508463308E-4     6.297260781915657E-4     6.314092773878849E-4     6.344213660297013E-4     6.393865104974151E-4     6.462231860482109E-4     6.545015622884371E-4     6.642751578120989E-4     6.764464647654971E-4     6.923332822193842E-4     7.137256828701239E-4     7.422603279688551E-4     7.87466436048518E-4      9.090583304640364E-4     9.542947087485448E-4     9.657630905604397E-4     9.66098948865565E-4      9.60668515381382E-4      9.527111826197443E-4     9.436725097468487E-4     9.34190896101111E-4      9.247224162709677E-4     9.154801520256155E-4     9.065051986652725E-4     8.97781646086929E-4      8.893926823026598E-4     8.813493871240393E-4     8.736486201189076E-4     8.662703185451158E-4     8.592106657944713E-4     8.524560393789241E-4     8.459855935093293E-4     8.397837257557004E-4     8.338290469296792E-4     8.281087884186621E-4
0.001666666666666667      0.009982211393593118     0.0014675080367820355    0.0011468197658670181    0.0010214916829972029    9.527973942544632E-4     9.085283848181676E-4     8.695496500954448E-4     8.367377652081192E-4     8.173441694979306E-4     8.051021728317353E-4     7.952698605093871E-4     7.867502823489861E-4     7.806720339612119E-4     7.780056951574108E-4     7.785724313883588E-4     7.797684128880518E-4     7.816402450230488E-4     7.851189392123257E-4     7.909713016549827E-4     7.990714309469609E-4     8.088346623707772E-4     8.202912703639789E-4     8.346176341873023E-4     8.535922749536339E-4     8.786752937134151E-4     9.111703761480898E-4     9.613235627999564E-4     0.0010803968618835552    0.0011355865726368514    0.0011537995621064801    0.001158209157399022     0.0011552549782231586    0.0011486918333175064    0.0011403372452176408    0.0011310588078488277    0.001121483805460277     0.0011119250168255155    0.0011024767498926365    0.0010931566499880157    0.0010840918426254034    0.0010753187803295035    0.0010668520497812896    0.001058683457067775     0.0010508204755097787    0.0010432592526938244    0.001035980776871906     0.0010289756583316924    0.0010222228007570834    0.0010157133944240441
0.0020000000000000018     0.01002617693978595      0.0017512160717697014    0.0013687514949229818    0.0012191918241556549    0.0011371726680200786    0.0010843049677519013    0.001037758719403164     9.985661446548831E-4     9.75365161575932E-4      9.606864754992672E-4     9.488789773971257E-4     9.386311086499235E-4     9.312809877909711E-4     9.27984608604952E-4      9.285305119303868E-4     9.298107475845379E-4     9.318712126582129E-4     9.358165123949502E-4     9.425560928125504E-4     9.519196758457108E-4     9.631677624531173E-4     9.76307382915859E-4      9.927888036091077E-4     0.0010148512676878836    0.0010436249045567064    0.0010800804243273246    0.0011351806895513949    0.0012517353933030738    0.0013168784365251579    0.0013418360336525208    0.0013503193659324792    0.0013498414410649353    0.0013446724840152685    0.0013370019806884332    0.0013279267195965444    0.0013182451946495864    0.0013083698816254157    0.0012984483011200007    0.0012885316538891027    0.0012787910029481472    0.0012692881735349678    0.0012600554794436718    0.0012510965955904345    0.001242430285225086     0.0012340624660087248    0.0012259759602344824    0.0012181675909076846    0.0012106165545844878    0.0012033180004294261
0.0023333333333333366     0.010015289111543847     0.0020189225919551813    0.0015789957483749724    0.0014066316242452445    0.001311968609715283     0.0012509283787520184    0.0011972188972558086    0.001151973897042326     0.0011250993266756731    0.0011080153316162232    0.001094233630580126     0.0010822413945069343    0.0010735629995425038    0.0010695202296999787    0.0010698664202486389    0.001071016555494957     0.001073029044998163     0.0010771545926705757    0.0010844080079400306    0.0010945608436049993    0.001106739464599315     0.0011209324475126156    0.001138773644212618     0.0011627760031787606    0.0011938745941022916    0.0012319944935763336    0.0012887035990166555    0.0013995766799970186    0.0014664413274945935    0.0014955627331215146    0.0015075805676908562    0.0015100446914974644    0.0015071527751129663    0.001501204595884103     0.0014934179146469453    0.0014846964983708409    0.0014755277575340228    0.0014661085928600402    0.0014565243779223814    0.00144698377283115      0.0014375737641105378    0.0014283466844071673    0.0014193218505090936    0.001410532180744895     0.0014019965749788533    0.0013937028436454568    0.001385657029809361     0.0013778412805468948    0.0013702573966680141
0.002666666666666668      0.010004401283301741     0.0022866291121406614    0.0017892400018269627    0.001594071424334834     0.0014867645514104872    0.0014175517897521352    0.001356679075108453     0.0013053816494297686    0.001274833491775414     0.0012553441877331793    0.0012395882837631263    0.0012258516803639451    0.0012158450112940364    0.0012110558507950051    0.0012112023285668907    0.0012122223634053759    0.0012141868773381129    0.0012184926729462012    0.0012262599230675108    0.0012372020113642877    0.0012503111667455126    0.0012655575121093719    0.001284758484816128     0.0013107007386696378    0.0013441242836478768    0.0013839085628253424    0.0014422265084819159    0.001547417966690963     0.0016160042184640286    0.0016492894325905083    0.0016648417694492333    0.0016702479419299936    0.001669633066210664     0.0016654072110797728    0.0016589091096973461    0.0016511478020920954    0.0016426856334426298    0.0016337688846000795    0.0016245171019556596    0.0016151765427141525    0.0016058593546861078    0.0015966378893706623    0.0015875471054277524    0.0015786340762647037    0.0015699306839489816    0.001561429727056431     0.001553146468711037     0.0015450660065093019    0.0015371967929066021
0.0030000000000000027     0.009993513455059637     0.002554335632326141     0.001999484255278953     0.0017815112244244239    0.0016615604931056916    0.001584175200752252     0.0015161392529610975    0.0014587894018172115    0.001424567656875155     0.0014026730438501352    0.0013849429369461265    0.0013694619662209559    0.001358127023045569     0.0013525914718900318    0.0013525382368851427    0.001353428171315795     0.001355344709678063     0.0013598307532218267    0.001368111838194991     0.0013798431791235762    0.0013938828688917105    0.0014101825767061284    0.001430743325419638     0.0014586254741605147    0.001494373973193462     0.0015358226320743512    0.0015957494179471765    0.0016952592533849078    0.001765567109433464     0.0018030161320595022    0.0018221029712076104    0.0018304511923625227    0.0018321133573083617    0.0018296098262754427    0.001824400304747747     0.0018175991058133499    0.0018098435093512368    0.001801429176340119     0.0017925098259889381    0.0017833693125971551    0.0017741449452616778    0.0017649290943341576    0.0017557723603464112    0.0017467359717845126    0.00173786479291911      0.0017291566104674053    0.0017206359076127132    0.001712290732471709     0.0017041361891451902
