x,y
1,0.000282881
2,0.001519482
3,0.003552986
4,0.006029195
5,0.007719294
6,0.017224706
7,0.02343995
8,0.023621568
9,0.03563795
10,0.034085643
11,0.039659503
12,0.074241557
13,0.044881135
14,0.090578893
15,0.10341896
16,0.124451963
17,0.129170928
18,0.137218204
19,0.124943124
20,0.195433841
21,0.276413814
22,0.316940404
23,0.261358584
24,0.249940296
25,0.240845531
26,0.301804663
27,0.173390459
28,0.229160821
29,0.267779913
30,0.206874349
31,0.297876638
32,0.347399202
33,0.506005593
34,0.475659301
35,0.443418192
36,0.602860309
37,0.78968488
38,0.969008572
39,1.624035762
40,1.946121103
41,2.22861565
42,2.101402076
43,2.064209002
44,1.790751734
45,1.829166817
46,2.264899285
47,2.193779279
48,1.653636828
49,2.076416351
50,2.45686364
51,2.978434133
52,3.231702155
53,3.0755958
54,2.936155247
55,3.250278015
56,3.15316744
57,3.399695935
58,3.281964731
59,3.798728768
60,3.004158316
61,3.591526875
62,2.298902571
63,2.816153704
64,3.34030828
65,2.206899423
66,3.449170648
67,2.790537971
68,3.836721465
69,3.8411098
70,4.125498944
71,2.818293091
72,5.439366632
73,4.060832269
74,4.177533034
75,3.78344742
76,4.72741332
77,4.886511293
78,4.560515569
79,4.622157232
80,2.445038312
81,3.386756029
82,3.233898123
83,2.817168657
84,4.541476665
85,4.777504488
86,4.043669772
87,3.809156976
88,4.96553398
89,2.205131269
90,3.643941868
91,4.294480959
92,4.513035977
93,4.956857072
94,3.489935972
95,4.3836742
96,5.555006982
97,5.068767885
98,5.290858954
99,5.584427669
100,2.101624432
101,4.715910492
102,3.883309258
103,4.567182061
104,6.548105649
105,5.32392962
106,4.308921374
107,2.255306283
108,1.280364938
109,4.979259185
110,4.625983647
111,4.892448519
112,3.913234749
113,5.601883962
114,5.281710117
115,5.107335196
116,1.496650576
117,2.117727539
118,1.871493817
119,2.085625636
120,1.61376895
121,1.925644767
122,1.233335356
123,1.107547618
124,1.324843618
125,1.228180456
126,1.564032889
127,1.506651602
128,1.393206445
129,1.295904027
130,1.537441891
131,2.09896565
132,1.853385457
133,1.49510336
134,1.605215899
135,1.969920552
136,1.481724003
137,1.423071247
138,1.599398424
139,0.602996956
140,1.037541531
141,1.031389072
142,1.134679229
143,0.889509976
144,0.826739788
145,0.976461124
146,1.49832902
147,1.272733648
148,0.475300357
149,0.515279121
150,0.751421379
151,0.92774621
152,0.292646429
153,1.084175222
154,0.904602711
