date,prcp,tmin,tmax,awnd,geom
2020-01-01,0,13.627906976744185,27.72093023255814,11.134883720930233,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-02,0,20.232558139534884,37.86046511627907,10.234883720930233,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-03,0.00627906976744186,27.558139534883722,38.81395348837209,8.134883720930233,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-04,0.12116279069767442,20.72093023255814,33.04651162790697,10.8,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-05,0,19.162790697674417,34.883720930232556,17.574418604651164,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-06,0,19.046511627906977,37.2093023255814,8.446511627906977,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-07,0,17.25581395348837,36.51162790697674,11.486046511627906,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-08,0.0013953488372093023,4,30.74418604651163,13.679069767441861,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-09,0,6.72093023255814,31.46511627906977,15.016279069767442,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
2020-01-10,0.0013953488372093023,18.790697674418606,41.06976744186046,14.762790697674419,"c(-95.1595, -91.951435, -91.916283, -95.05856, -95.01381, -93.680297, -93.058959, -93.490033, -94.97123, -94.97285, -94.65380636, -94.23049161, -93.34243, -93.328639, -92.38388179, -92.3122, -92.3118, -91.94022, -90.37001, -90.35775, -88.93718, -89.3683, -89.059072, -88.69072, 42.93871, 42.077671, 42.079386, 42.30604, 42.33751, 41.887424, 43.371678, 42.784108, 43.66026, 43.66034, 44.35078592, 44.53819025, 43.76351, 43.811574, 43.82775101, 43.0938, 43.0938, 42.847677, 42.73389, 42.73303, 42.66173, 
42.8427, 41.803605, 42.369766)"
