5.333038635729759e-06,8.36517228819389e-08,4.921526661511022e-06,8.343281532319224e-08,4.268651872252338e-07,1.1858292597866082e-08,2.0697682678871843e-08,4.7893724208769584e-08,4.0051094718496216e-08,4.8482863668208864e-08,4.335607070582448e-08,9.005999723754599e-09,4.2053567789190893e-07,1.0402857036906354e-07,4.704210393446928e-06,5.665270390586841e-07,4.131162558151935e-06,7.546441500028145e-07,6.304569495074741e-07,3.6706798751673375e-06,3.974717758620239e-06,1.0931260921720476e-06,5.931009877946369e-07,7.503287270116399e-07,9.038562832630603e-07,8.158344070308132e-07,6.81781960470973e-07,8.614727571576442e-07,6.189463103378756e-06,2.035379789155911e-07,2.648339611499573e-07,5.3517736161023954e-06,6.382861690024111e-07,1.6911230432126167e-06,1.4663786299939918e-06,1.195686790134154e-06,3.848461813504844e-06,5.931133457703908e-07,4.163158131870182e-06,1.730833902008344e-06,6.071831974152619e-07,9.420733752263377e-07,1.4347457460983648e-06,1.5548359808548184e-06,2.067290127000243e-06,2.4432635092885846e-07,2.4043224738923286e-07,3.5910387821691536e-07,6.363193764680197e-07,2.0076397512780453e-06,1.656292347829158e-06,3.574348164669949e-08,5.858823334814467e-08,4.355399338407118e-08,1.4138082274350872e-07,2.1815013295789498e-07
2.0463602479203757e-09,4.492847760495522e-11,4.1014820706397614e-09,1.1907910768549357e-10,1.740445648712452e-09,2.2312213188158125e-10,3.7615049963690694e-11,1.925300197047619e-10,1.3365025752776205e-10,1.612224242997229e-10,2.871355098132966e-10,1.327057352895622e-10,1.0912876158286622e-09,3.029080597460876e-10,5.333564562226556e-09,7.524102729750126e-10,1.433814550422241e-08,9.194764394315769e-11,5.193326324537395e-11,9.86328105301304e-09,4.09951225743832e-09,7.905118781792453e-10,7.6332318243999e-10,7.592973666481484e-09,3.0376041959545574e-09,3.936322517938962e-09,6.640196364982032e-09,1.6212697850903623e-10,1.594960311046556e-08,5.0283555097507815e-09,6.140938063614598e-09,1.747312539102097e-08,5.06512221054578e-10,7.676205227014066e-10,2.135768728539489e-09,2.0028181890729968e-10,4.047559232223108e-09,7.778774790967447e-09,5.939247982311713e-09,5.141703091071648e-09,3.179550234211348e-10,6.598669666235679e-10,5.175016720704306e-09,2.841681612242297e-09,2.185287034661698e-09,9.042117610214007e-10,3.032609718900403e-10,8.508849180799416e-11,5.715020123808756e-10,1.8003389334886322e-09,3.592934116891655e-09,7.479224184425703e-10,5.150133097764353e-10,5.952785209206723e-10,7.528373480170103e-10,9.118616972614291e-11
7.525292333721012e-10,4.106576190210376e-12,7.25714072169481e-10,1.0040857034709916e-12,4.9327597562154324e-11,1.4747036924944723e-11,7.821576719635459e-12,2.0698831537657725e-11,1.7889828507478e-11,2.1607687861191494e-11,1.6987355966335826e-11,2.8802349394396742e-11,8.12501177449576e-11,3.992114971929084e-11,1.8893014930299046e-10,1.3207127058656454e-10,4.00909264119953e-09,3.9517158989532675e-10,1.97364929954702e-10,1.0078264334190123e-09,9.958607272153586e-10,3.685188265656336e-11,8.377287752381335e-11,4.951474785741539e-10,7.180187555633211e-10,7.153532211034985e-10,4.3795436721616454e-10,2.9332619666533333e-10,3.936124787218276e-09,1.2235021051854034e-09,1.1580829073487564e-09,2.4325680636483327e-09,7.254186140670527e-11,6.149201703387064e-10,2.0340487627557025e-10,8.48207615256058e-12,8.30107732552321e-10,4.641901585333841e-10,6.700935917258732e-10,5.147872961241973e-10,6.134354135767239e-11,5.970507421793059e-11,4.1726250232798634e-10,5.397503555215621e-10,3.8923167466897723e-10,2.5587809648897064e-11,2.0867779726430058e-11,4.0361269881827866e-11,4.109534934571002e-11,4.909673501085621e-10,4.567762834639666e-10,3.3683056344102624e-12,1.4250545188332353e-12,5.127287483475129e-12,2.0752538576473967e-11,1.1492276574820437e-10
1.3227391404413424e-11,5.871692021486297e-13,1.4094309053191978e-11,5.299927163804341e-13,1.5503154315865686e-12,1.566524687746096e-13,7.216449660063518e-15,4.674871600940378e-13,5.764277943853813e-13,6.215583603363939e-13,4.946681952944232e-12,1.6478485242998886e-13,1.013994443965771e-12,7.015499292606364e-13,1.2075507260789209e-11,4.946043574705072e-13,1.5422080279492434e-11,5.215550213932829e-13,9.556244684461035e-13,7.813055757921461e-12,1.303673835550967e-11,2.6492141813605485e-12,2.1038726316646716e-14,2.1715684805911906e-12,7.161077286710338e-12,5.990957729906654e-12,3.20976578649379e-12,1.1246836795208992e-12,2.181890779162643e-11,7.709000104938468e-12,8.13341061167705e-12,6.309952560457077e-12,1.2208289934534378e-12,8.181039179433469e-12,1.3572365453740076e-11,5.062339436534558e-13,9.933526223804279e-12,1.341982081015658e-13,1.3208961702204647e-11,5.61412027977326e-13,5.287048576718689e-12,1.1173284519827575e-12,1.1717571357650058e-12,8.164413589639707e-12,4.127087560590326e-12,9.207912210484892e-13,3.232969447708456e-12,3.706868145769704e-12,5.255240687063178e-13,7.87167553362167e-12,4.3309245079115044e-12,3.3029134982598407e-12,3.9435482657168563e-11,2.7684521342052903e-12,4.255484853388225e-13,3.499020517772067e-11
1.1521248004797702e-05,2.0331977620968722e-07,1.100579180782213e-05,1.8931622974838191e-07,6.129795526166326e-07,1.2522211018106688e-08,5.059735519452602e-08,8.327296263654915e-08,7.333543036724954e-08,8.991221758791745e-08,6.228362625648742e-08,3.763364533893032e-08,6.578130466172727e-07,2.7885884990030974e-07,1.0723844171472985e-05,1.0341126735480266e-06,9.801910572343475e-06,1.5327285869393137e-06,1.2720907216490218e-06,8.904798321190954e-06,9.253755774346617e-06,2.2127523272574834e-06,1.3570429897025171e-06,2.5561955765696087e-06,2.425454927346138e-06,2.471652394031576e-06,2.2169677337813276e-06,1.7325741836216046e-06,1.430288457307527e-05,1.47167848260632e-06,1.7650077115682894e-06,1.3036344117950405e-05,1.4486176040662269e-06,3.740081770259307e-06,2.6692222694080225e-06,2.636878552342292e-06,8.82476923783071e-06,2.2129578710616826e-06,9.796301198738977e-06,4.2123411005123845e-06,1.3732517482878404e-06,1.887346069207041e-06,3.5473880101999367e-06,3.7604633204291193e-06,4.779395893966809e-06,6.891983972412419e-07,5.376750660257557e-07,7.923505067342074e-07,1.2648442242191305e-06,4.703699536340311e-06,4.113384291987154e-06,1.7187278028574227e-07,8.183428626407085e-08,1.7750977540642587e-07,4.2141505363080256e-07,4.815898682342112e-07
6.326140694623561e-09,4.369402062387451e-11,5.531420016469113e-09,4.215119919770416e-11,4.3866851817675467e-10,6.405342922732871e-11,1.7041146271878915e-11,1.0398895633478844e-10,9.397072009420526e-11,1.1262352161978129e-10,1.204979449553889e-10,1.1107298414358979e-10,1.0821499252244848e-10,1.1809642153082223e-10,3.485310789974605e-09,2.767404083670044e-10,1.5007866893679278e-08,1.4595770425618326e-09,8.811879004255729e-10,4.092590766280324e-09,6.003526231701528e-09,1.9505616566384276e-10,7.487608311151916e-10,3.4348988375842993e-09,4.026836059045635e-09,3.8056731099800345e-09,1.9384727156790404e-09,1.14560469444136e-09,1.3005683530131762e-08,5.0226803549602295e-09,3.7202039782080476e-09,1.0167463343480065e-08,2.860479353383738e-10,3.0711864995591753e-09,7.113209743447868e-10,6.553936560127482e-10,5.6231935774420094e-09,3.5774154472090203e-09,4.183588919737247e-09,2.7905032173869415e-09,2.991150660491826e-10,6.794742546389898e-11,2.9164668458037113e-09,2.9962893277613034e-09,2.4833582967787038e-09,1.661158155474851e-10,4.759481697647061e-11,1.8350351793650077e-10,2.0253909660539193e-11,2.824578820836976e-09,2.3582940877897585e-09,7.568334847718461e-12,2.5201993270052014e-10,1.5722534385531617e-11,7.610162500171214e-11,3.941352522129904e-10
1.8979565696852774e-09,1.2983364383600815e-11,1.71746397659156e-09,8.02813371336697e-12,1.1277229150508106e-10,3.995379027621482e-11,2.4325402803171414e-11,5.318886997507377e-11,3.991409980308447e-11,5.771527700204615e-11,4.525918528841544e-11,7.31310012547226e-11,1.8943910329305425e-10,9.595682581853282e-11,4.903096539887741e-10,3.0656602256762255e-10,9.294903374756913e-09,9.235812115093722e-10,4.751772308964064e-10,2.3802906590209005e-09,2.448778818608943e-09,5.585185092193967e-11,2.4239291129823926e-10,5.455899065864855e-10,1.816915340402403e-09,1.7720228340234456e-09,7.748658104045347e-10,6.684164610692989e-10,8.68815405730139e-09,2.8804797713721797e-09,2.5906697898037123e-09,5.7299257560927686e-09,1.7427384535473323e-10,1.5031817179878004e-09,4.543005138746281e-10,3.524361358309136e-11,2.106301966176005e-09,5.336053543469887e-10,1.3288911082653954e-09,1.2104292845815934e-09,1.7131729368458082e-10,1.2801329440925713e-10,9.554977919989938e-10,1.3076651428356456e-09,9.442566173412104e-10,5.316899698293298e-11,5.89647219939593e-11,7.826578274361395e-11,7.792433365239049e-11,1.1385410947362118e-09,1.0542908768229609e-09,6.566885923930954e-12,7.18370640750976e-11,1.4372003587226345e-11,4.774289297237999e-11,2.4496088490977286e-10
3.845432305915608e-11,6.857847623109592e-13,4.5674797277683865e-11,6.790956685875926e-13,5.1893489505516754e-12,9.504341758059809e-13,1.1244338793403585e-12,2.204902926905561e-13,5.802358593598456e-12,2.0239365738916604e-13,1.1671802413459886e-11,1.931510507091616e-13,3.887501431876217e-12,2.226885342793139e-12,4.032466027759085e-11,3.5592639946457894e-12,3.655548086456406e-12,4.017952637269673e-12,5.288713911255627e-12,5.018244153554008e-11,4.801758990424787e-11,1.6188994589327876e-11,6.972117327919136e-12,1.8695295311843552e-11,2.252126263257992e-11,2.529376708082509e-11,9.060696637419596e-12,1.5598078384471137e-12,5.657485591115119e-11,2.300626356088742e-11,2.608407934090451e-11,8.445691368486052e-11,2.2683521727628886e-12,2.8537811003204183e-11,5.492009624852301e-11,8.540002038870398e-12,3.865974207428735e-11,1.1355139051261176e-11,5.216943543828734e-11,7.084499653586818e-12,6.5910887858677825e-12,4.927308561164523e-12,1.0494133340088752e-11,2.1156520979559446e-11,1.4377388168895777e-11,2.6961766153021927e-12,6.757372439381015e-12,7.554318282032568e-12,5.269562564080843e-12,1.8000878565516132e-11,1.6117357448663938e-11,3.531924752664395e-12,3.9381886640654784e-11,2.8880231539574197e-12,8.140987883820117e-13,3.4472591448064804e-11
1.167309100089109e-05,1.8393503434244174e-07,1.1605156116895055e-05,1.5782312090539818e-07,2.1214211998188404e-07,4.6480466669995835e-08,3.992069783076424e-08,4.79771511685545e-08,4.538460271485967e-08,5.647688627874459e-08,3.249739505273297e-09,6.176012207204096e-08,3.4462209333452343e-07,3.2187786427884113e-07,1.1450188871386935e-05,7.525310002920449e-07,1.0887592260228063e-05,1.286979857212378e-06,1.1040797042449757e-06,1.0158373826341105e-05,1.012536366926109e-05,1.8402055646793425e-06,1.3650517685370733e-06,3.895157326960774e-06,3.3174078469533352e-06,3.5492685960258896e-06,3.4527458789290755e-06,1.500587035768719e-06,1.5599413359851377e-05,3.0297220032227123e-06,3.447742910084317e-06,1.510876004542916e-05,1.4335173750823493e-06,3.962249712469168e-06,1.8790890056741283e-06,2.4275886604807617e-06,9.639099252084504e-06,3.6093403206205465e-06,1.0809445073228785e-05,4.832811903526801e-06,1.3146505177252799e-06,1.5901490452718825e-06,4.230612514477539e-06,4.404180996286922e-06,5.16413514539682e-06,8.531861004079655e-07,5.407208013841203e-07,7.614653871890198e-07,1.0452221670120831e-06,5.075129111270504e-06,4.847185654438535e-06,3.245485266367698e-07,3.5167244394340713e-09,2.9783263322258335e-07,5.654241220232059e-07,4.487082743975801e-07
7.847261285220952e-09,6.619138570584937e-11,6.8506804118406706e-09,6.345596270662668e-11,5.54108314787527e-10,6.935174656774734e-11,1.2642442648314045e-11,1.1903772412225067e-10,1.0645689885180332e-10,1.286960815694016e-10,1.353266110282192e-10,1.1761219775863196e-10,4.4518000397175683e-11,1.1002668220960743e-10,4.6767492378751996e-09,2.1619808721062839e-10,1.5924260077238017e-08,1.537486221669937e-09,9.82391085146972e-10,4.469398018347448e-09,7.2027385722428505e-09,3.204203846696174e-10,9.416394330941102e-10,5.460209256957782e-09,4.8728003021469846e-09,4.584700286081045e-09,3.4163745443738236e-09,1.2573912744340277e-09,1.3733879061783583e-08,5.772278932614228e-09,4.153624222347219e-09,1.1294705587472365e-08,3.127136327663038e-10,3.5840992951285955e-09,7.244264077499452e-10,9.279187973554315e-10,6.713736511176904e-09,5.6443495433100566e-09,5.1978824022747006e-09,3.307217583126132e-09,3.459662833993349e-10,4.409805853811122e-12,3.723076125172753e-09,3.617687704959849e-09,3.0163905817559566e-09,2.0683718626735015e-10,3.668013115465385e-11,2.164801393700344e-10,8.23659196402815e-11,3.382593788403554e-09,2.821160943744516e-09,1.1076334294202184e-11,2.81576872929179e-10,1.7687490361240066e-11,8.238920656822302e-11,4.6061129910235366e-10
