errRxPlant,errW1ds,errW3ds,errC1ds,errC3ds,max(r.SinkLim3DS),max(r.SinkLim1DS),max(abs(r.OutLim1DS)),max(abs(r.InOutBC_Cdiff)),max(r.maxDiff1d3dCW_abs),errWrsi,bulkMassErrorWater_abs,bulkMassErrorWater_absLim,rhizoMassWError_absLim,rhizoMassWError_abs,bulkMassErrorC_abs,bulkMassCErrorPlant,rhizoMassCError_absLim,rhizoMassCError_abs,sum(abs(diffBCS1dsFluxIn)),sum(abs(diffBCS1dsFluxOut)),sum(abs(diffouter_R_bc_wat)),sum(abs(diffBCS1dsFluxOut_sol)),sum(abs(diffBCS1dsFluxOut_mucil)),sum(abs(diffouter_R_bc_sol)),diff1d3dCurrant,diff1d3dCurrant_rel,rhizoMassWError_rel,err
0.029354199722045414,4.73941394448967e-05,1.7722874397461848e-08,1.4440267418435674e-09,6.787403971544878e-10,6.505213034913027e-19,6.505213034913027e-19,0.0,8.470329472543003e-22,1.5007866893679278e-08,0.21276205483887195,2.2737367544323206e-13,2.2737367544323206e-13,4.503342143635791e-15,4.503342143635791e-15,5.551115123125783e-16,5.273559366969494e-16,3.355944537021538e-18,3.355944537021538e-18,1.4302141889252419e-05,0.017144624041018526,1.6514087077110768e-07,8.382275060530972e-07,9.33909079003177e-11,5.1577153779861535e-11,1.2733352280913657e-07,7.557350646027499e-07,3.438376878619913e-14,0.029354199722045414
0.014348733976922401,5.4192957535011376e-05,8.94282403303328e-09,4.843255090101831e-12,1.7658491111383535e-10,8.673617379884035e-19,8.673617379884035e-19,0.0,8.470329472543003e-22,9.294903374756913e-09,0.21266359069676094,2.2737367544323206e-13,2.2737367544323206e-13,3.965577866082981e-15,3.965577866082981e-15,5.828670879282072e-16,5.551115123125783e-16,3.0442364124319554e-18,3.0442364124319554e-18,1.4764636861215289e-05,0.014702433118890176,7.77345149618977e-08,2.601731393817998e-09,6.712575009031042e-14,8.542274212318924e-12,5.98286311881413e-08,1.2707559484995532e-07,3.0277848758987375e-14,0.014348733976922401
0.014348733976922401,5.4192957535011376e-05,8.94282403303328e-09,4.843255090101831e-12,1.7658491111383535e-10,8.673617379884035e-19,8.673617379884035e-19,0.0,8.470329472543003e-22,9.294903374756913e-09,0.21266359069676094,2.2737367544323206e-13,2.2737367544323206e-13,3.965577866082981e-15,3.965577866082981e-15,5.828670879282072e-16,5.551115123125783e-16,3.0442364124319554e-18,3.0442364124319554e-18,1.4764636861215289e-05,0.014702433118890176,7.77345149618977e-08,2.601731393817998e-09,6.712575009031042e-14,8.542274212318924e-12,5.98286311881413e-08,1.2707559484995532e-07,3.0277848758987375e-14,0.014348733976922401
0.0013339118841891688,5.4192731044459396e-05,7.232537027464499e-11,1.2494767977902724e-12,3.617325997192316e-13,8.673617379884035e-19,4.336808689942018e-19,0.0,8.470329472543003e-22,8.445691368486052e-11,0.21296414172301117,2.8421709430404007e-13,2.8421709430404007e-13,4.735795089416683e-15,4.735795089416683e-15,5.273559366969494e-16,4.996003610813204e-16,3.7184746384463785e-18,3.7184746384463785e-18,1.736444695988821e-05,0.014692218025160061,4.601211358957747e-10,4.5370342612711977e-10,3.179597882179084e-14,1.904229305431451e-14,6.370274863165548e-10,6.370274863165548e-10,3.615858579643378e-14,0.0013339118841891688
0.0013339118841891688,5.4192731044459396e-05,7.232537027464499e-11,1.2494767977902724e-12,3.617325997192316e-13,8.673617379884035e-19,4.336808689942018e-19,0.0,8.470329472543003e-22,8.445691368486052e-11,0.21296414172301117,2.8421709430404007e-13,2.8421709430404007e-13,4.735795089416683e-15,4.735795089416683e-15,5.273559366969494e-16,4.996003610813204e-16,3.7184746384463785e-18,3.7184746384463785e-18,1.736444695988821e-05,0.014692218025160061,4.601211358957747e-10,4.5370342612711977e-10,3.179597882179084e-14,1.904229305431451e-14,6.370274863165548e-10,6.370274863165548e-10,3.615858579643378e-14,0.0013339118841891688
100.0,1.5677419920462081,9.41911337206347,0.0010777677771595358,0.005614288006378774,1.3010426069826053e-18,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.5599413359851377e-05,0.2364792315018427,1.1368683772161603e-13,1.1368683772161603e-13,4.111294638065033e-15,4.111294638065033e-15,7.216449660063518e-16,7.216449660063518e-16,2.9984966332802232e-18,2.9984966332802232e-18,0.09021000202115934,0.01817449097934666,0.0003489496184233815,9.222322746679436e-07,1.329394819397893e-10,5.303762755498166e-08,0.00019672991657870842,0.0006316659857143375,3.139149659585635e-14,100.0
100.0,1.5677419920462081,9.41911337206347,0.0010777677771595358,0.005614288006378774,1.3010426069826053e-18,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.5599413359851377e-05,0.2364792315018427,1.1368683772161603e-13,1.1368683772161603e-13,4.111294638065033e-15,4.111294638065033e-15,7.216449660063518e-16,7.216449660063518e-16,2.9984966332802232e-18,2.9984966332802232e-18,0.09021000202115934,0.01817449097934666,0.0003489496184233815,9.222322746679436e-07,1.329394819397893e-10,5.303762755498166e-08,0.00019672991657870842,0.0006316659857143375,3.139149659585635e-14,100.0
0.027592890560200298,6.642964352307407e-05,2.0818617975463868e-08,3.5273976374005186e-09,1.1853931352782439e-09,8.673617379884035e-19,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.5924260077238017e-08,0.37511700643428536,5.115907697472721e-13,5.115907697472721e-13,4.839878497975292e-15,4.839878497975292e-15,8.326672684688674e-17,8.326672684688674e-17,3.1069168505287736e-18,3.1069168505287736e-18,2.216366228929307e-05,0.020741007860717,1.9575203653600794e-07,2.066455769255594e-06,1.037548178174369e-10,7.100775739794851e-11,1.5080095600028542e-07,8.962733097598572e-07,3.695411711861094e-14,0.027592890560200298
0.027592890560200298,6.642964352307407e-05,2.0818617975463868e-08,3.5273976374005186e-09,1.1853931352782439e-09,8.673617379884035e-19,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.5924260077238017e-08,0.37511700643428536,5.115907697472721e-13,5.115907697472721e-13,4.839878497975292e-15,4.839878497975292e-15,8.326672684688674e-17,8.326672684688674e-17,3.1069168505287736e-18,3.1069168505287736e-18,2.216366228929307e-05,0.020741007860717,1.9575203653600794e-07,2.066455769255594e-06,1.037548178174369e-10,7.100775739794851e-11,1.5080095600028542e-07,8.962733097598572e-07,3.695411711861094e-14,0.027592890560200298
0.013954105462592604,9.636240527121556e-05,1.0087995022162196e-08,6.09730658929479e-12,5.432091347237748e-11,8.673617379884035e-19,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.0178090564805231e-08,0.3752975562225089,5.684341886080802e-14,5.684341886080802e-14,3.2855662635000726e-15,3.2855662635000726e-15,1.3877787807814457e-16,1.3877787807814457e-16,2.4445370857759108e-18,2.430984558619842e-18,1.9947595467688945e-05,0.025660838953274787,8.810454534604921e-08,2.887907722080983e-09,8.040195268685533e-14,4.617859459946371e-13,6.66583192254766e-08,6.66583192254766e-08,2.5086414963112696e-14,0.013954105462592604
0.013954105462592604,9.636240527121556e-05,1.0087995022162196e-08,6.09730658929479e-12,5.432091347237748e-11,8.673617379884035e-19,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.0178090564805231e-08,0.3752975562225089,5.684341886080802e-14,5.684341886080802e-14,3.2855662635000726e-15,3.2855662635000726e-15,1.3877787807814457e-16,1.3877787807814457e-16,2.4445370857759108e-18,2.430984558619842e-18,1.9947595467688945e-05,0.025660838953274787,8.810454534604921e-08,2.887907722080983e-09,8.040195268685533e-14,4.617859459946371e-13,6.66583192254766e-08,6.66583192254766e-08,2.5086414963112696e-14,0.013954105462592604
0.002038707684965137,9.64127665907193e-05,1.6875593156465945e-09,1.236815553024451e-13,5.4429428437578537e-11,1.734723475976807e-18,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.6099738209263137e-09,0.37549964504138444,1.1368683772161603e-13,1.1368683772161603e-13,4.180683577104105e-15,4.180683577104105e-15,1.3877787807814457e-16,1.3877787807814457e-16,2.9036289431877416e-18,2.9036289431877416e-18,3.0850547666719576e-05,0.02565412138812759,1.3061411080256106e-08,4.505819113581023e-11,3.5741473187275466e-14,2.4848416660630525e-13,9.706115217111844e-09,2.1370856402256476e-08,3.192093985253736e-14,0.002038707684965137
0.002038707684965137,9.64127665907193e-05,1.6875593156465945e-09,1.236815553024451e-13,5.4429428437578537e-11,1.734723475976807e-18,8.673617379884035e-19,0.0,1.6940658945086007e-21,1.6099738209263137e-09,0.37549964504138444,1.1368683772161603e-13,1.1368683772161603e-13,4.180683577104105e-15,4.180683577104105e-15,1.3877787807814457e-16,1.3877787807814457e-16,2.9036289431877416e-18,2.9036289431877416e-18,3.0850547666719576e-05,0.02565412138812759,1.3061411080256106e-08,4.505819113581023e-11,3.5741473187275466e-14,2.4848416660630525e-13,9.706115217111844e-09,2.1370856402256476e-08,3.192093985253736e-14,0.002038707684965137
100.0,1.5677145801208154,9.419093899931282,0.0010784344364426067,0.005614265531731735,1.3010426069826053e-18,1.3010426069826053e-18,0.0,2.541098841762901e-21,1.3192730534627994e-05,0.2975965010204966,5.684341886080801e-13,5.684341886080801e-13,3.819861094100929e-15,3.819861094100929e-15,2.7755575615628914e-16,2.7755575615628914e-16,2.7138935630027783e-18,2.7138935630027783e-18,0.11298094363631285,0.032338708609570374,0.00030315091957243233,2.9884691759087625e-06,2.3668093372044696e-10,6.995322350642084e-08,0.0001649021882281776,0.0008283772991695356,2.9166950451413956e-14,100.0
100.0,1.5677145801208154,9.419093899931282,0.0010784344364426067,0.005614265531731735,1.3010426069826053e-18,1.3010426069826053e-18,0.0,2.541098841762901e-21,1.3192730534627994e-05,0.2975965010204966,5.684341886080801e-13,5.684341886080801e-13,3.819861094100929e-15,3.819861094100929e-15,2.7755575615628914e-16,2.7755575615628914e-16,2.7138935630027783e-18,2.7138935630027783e-18,0.11298094363631285,0.032338708609570374,0.00030315091957243233,2.9884691759087625e-06,2.3668093372044696e-10,6.995322350642084e-08,0.0001649021882281776,0.0008283772991695356,2.9166950451413956e-14,100.0
