errRxPlant,errW1ds,errW3ds,errC1ds,errC3ds,max(r.SinkLim3DS),max(r.SinkLim1DS),max(abs(r.OutLim1DS)),max(abs(r.InOutBC_Cdiff)),max(r.maxDiff1d3dCW_abs),errWrsi,bulkMassErrorWater_abs,bulkMassErrorWater_absLim,rhizoMassWError_absLim,rhizoMassWError_abs,bulkMassErrorC_abs,bulkMassCErrorPlant,rhizoMassCError_absLim,rhizoMassCError_abs,sum(abs(diffBCS1dsFluxIn)),sum(abs(diffBCS1dsFluxOut)),sum(abs(diffouter_R_bc_wat)),sum(abs(diffBCS1dsFluxOut_sol)),sum(abs(diffBCS1dsFluxOut_mucil)),sum(abs(diffouter_R_bc_sol)),diff1d3dCurrant,diff1d3dCurrant_rel,rhizoMassWError_rel,err
100.0,1.5677945563712878,9.419139047702636,0.0010770993341359526,0.005614350638924337,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,6.189463103378756e-06,0.05417066936373291,3.410605131648481e-13,3.410605131648481e-13,4.614364446098307e-15,4.614364446098307e-15,9.159339953157541e-16,9.159339953157541e-16,3.079811796216636e-18,3.079811796216636e-18,0.020823958713722994,0.0,0.00012622506503688678,0.0,0.0,3.560257274099967e-09,7.531063446214459e-05,7.531063446214459e-05,3.523095878347846e-14,100.0
100.0,1.5677945563712878,9.419139047702636,0.0010770993341359526,0.005614350638924337,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,6.189463103378756e-06,0.05417066936373291,3.410605131648481e-13,3.410605131648481e-13,4.614364446098307e-15,4.614364446098307e-15,9.159339953157541e-16,9.159339953157541e-16,3.079811796216636e-18,3.079811796216636e-18,0.020823958713722994,0.0,0.00012622506503688678,0.0,0.0,3.560257274099967e-09,7.531063446214459e-05,7.531063446214459e-05,3.523095878347846e-14,100.0
0.01786074315440808,1.5945635012940272e-05,3.311197648680403e-08,2.391892577040876e-10,1.1927860107697564e-08,3.2526065174565133e-19,2.168404344971009e-19,0.0,0.0,1.747312539102097e-08,0.06240805647416364,2.2737367544323206e-13,2.2737367544323206e-13,4.458239333260394e-15,4.458239333260394e-15,0.0,0.0,3.3356157462874347e-18,3.3356157462874347e-18,5.852808383924754e-06,0.005422357094378215,3.645814665036036e-07,1.2071633517953046e-07,3.963427145677978e-11,1.1936966441009284e-10,1.603171937980541e-07,1.1218430519869094e-06,3.403880154111039e-14,0.01786074315440808
0.01786074315440808,1.5945635012940272e-05,3.311197648680403e-08,2.391892577040876e-10,1.1927860107697564e-08,3.2526065174565133e-19,2.168404344971009e-19,0.0,0.0,1.747312539102097e-08,0.06240805647416364,2.2737367544323206e-13,2.2737367544323206e-13,4.458239333260394e-15,4.458239333260394e-15,0.0,0.0,3.3356157462874347e-18,3.3356157462874347e-18,5.852808383924754e-06,0.005422357094378215,3.645814665036036e-07,1.2071633517953046e-07,3.963427145677978e-11,1.1936966441009284e-10,1.603171937980541e-07,1.1218430519869094e-06,3.403880154111039e-14,0.01786074315440808
0.007542504517740143,1.6176259520317063e-05,3.8585784836645e-09,8.273923246267487e-12,1.5152703370085263e-12,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,4.00909264119953e-09,0.0624266589823016,4.547473508864641e-13,4.547473508864641e-13,4.624772786954168e-15,4.624772786954168e-15,2.220446049250313e-16,2.220446049250313e-16,3.4304834363799164e-18,3.4304834363799164e-18,3.977802805199006e-06,0.004500170490778235,3.372139106240757e-08,4.269779984250979e-09,8.497852799189035e-14,2.4399611716232466e-13,2.630649681423236e-08,2.630649681423236e-08,3.531029023956434e-14,0.007542504517740143
0.007542504517740143,1.6176259520317063e-05,3.8585784836645e-09,8.273923246267487e-12,1.5152703370085263e-12,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,4.00909264119953e-09,0.0624266589823016,4.547473508864641e-13,4.547473508864641e-13,4.624772786954168e-15,4.624772786954168e-15,2.220446049250313e-16,2.220446049250313e-16,3.4304834363799164e-18,3.4304834363799164e-18,3.977802805199006e-06,0.004500170490778235,3.372139106240757e-08,4.269779984250979e-09,8.497852799189035e-14,2.4399611716232466e-13,2.630649681423236e-08,2.630649681423236e-08,3.531029023956434e-14,0.007542504517740143
0.0005007105913687257,1.6165539856523497e-05,3.3575756635404314e-11,2.3599275201185137e-14,1.991985704227754e-15,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,3.9435482657168563e-11,0.06235849690375903,1.1368683772161603e-13,1.1368683772161603e-13,4.3021142204224816e-15,4.3021142204224816e-15,3.0531133177191805e-16,3.0531133177191805e-16,2.749468946787459e-18,2.749468946787459e-18,4.9512854112140605e-06,0.00447714903119992,2.801256097569111e-10,1.2099042963915447e-11,1.3889714191457096e-14,1.1440616800889125e-15,3.2395805482643425e-10,1.2884313472304731e-08,3.284678162111829e-14,0.0005007105913687257
0.0005007105913687257,1.6165539856523497e-05,3.3575756635404314e-11,2.3599275201185137e-14,1.991985704227754e-15,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,3.9435482657168563e-11,0.06235849690375903,1.1368683772161603e-13,1.1368683772161603e-13,4.3021142204224816e-15,4.3021142204224816e-15,3.0531133177191805e-16,3.0531133177191805e-16,2.749468946787459e-18,2.749468946787459e-18,4.9512854112140605e-06,0.00447714903119992,2.801256097569111e-10,1.2099042963915447e-11,1.3889714191457096e-14,1.1440616800889125e-15,3.2395805482643425e-10,1.2884313472304731e-08,3.284678162111829e-14,0.0005007105913687257
100.0,1.5677697038671496,9.419128918793708,0.001077321117684481,0.005614314448827407,8.673617379884035e-19,6.505213034913027e-19,0.0,1.2705494208814505e-21,1.430288457307527e-05,0.1522769746880207,9.663381206337363e-13,9.663381206337363e-13,4.81906181626357e-15,4.81906181626357e-15,1.3877787807814457e-16,1.1102230246251565e-16,3.649017936771526e-18,3.649017936771526e-18,0.05877515297845834,0.005412291780883318,0.00030403998717875924,1.2487391727167253e-07,3.956009389483653e-11,2.1502152092720437e-08,0.0001772747450265455,0.0002465287240970197,3.6794697302355416e-14,100.0
100.0,1.5677697038671496,9.419128918793708,0.001077321117684481,0.005614314448827407,8.673617379884035e-19,6.505213034913027e-19,0.0,1.2705494208814505e-21,1.430288457307527e-05,0.1522769746880207,9.663381206337363e-13,9.663381206337363e-13,4.81906181626357e-15,4.81906181626357e-15,1.3877787807814457e-16,1.1102230246251565e-16,3.649017936771526e-18,3.649017936771526e-18,0.05877515297845834,0.005412291780883318,0.00030403998717875924,1.2487391727167253e-07,3.956009389483653e-11,2.1502152092720437e-08,0.0001772747450265455,0.0002465287240970197,3.6794697302355416e-14,100.0
0.029354199722045414,4.73941394448967e-05,1.7722874397461848e-08,1.4440267418435674e-09,6.787403971544878e-10,6.505213034913027e-19,6.505213034913027e-19,0.0,8.470329472543003e-22,1.5007866893679278e-08,0.21276205483887195,2.2737367544323206e-13,2.2737367544323206e-13,4.503342143635791e-15,4.503342143635791e-15,5.551115123125783e-16,5.273559366969494e-16,3.355944537021538e-18,3.355944537021538e-18,1.4302141889252419e-05,0.017144624041018526,1.6514087077110768e-07,8.382275060530972e-07,9.33909079003177e-11,5.1577153779861535e-11,1.2733352280913657e-07,7.557350646027499e-07,3.438376878619913e-14,0.029354199722045414
