beta_C,beta_O,"C_thres,C","C_thres,O",DS_W,"k_C,S","k_d,C","k_d,O",K_L,"k_O,S","k_r,C","k_r,O","m_max,C","m_max,O",p_L,JS_s,JL_l,r_a,r_b,ro_B,"u_max,C","u_max,O","v_max,L",Y,Y_C,Y_O,"q_wr,a",theta,CSS_max,k_sorp,CL_init,CS_init
0.0001009395338,0.05253275209,0.295864832,0.06646013204,0.2242856198,61.06236462,0.567342743,0.228174605,0.0001539513038,66.30636535,10.25242945,0.9790298549,0.000798764535,0.0004791646274,0.1278577574,0.001411680005,0.008129406076,0.00565470796,5.272124861,1.259403778,0.5672994597,0.0280344576,0.5869187521,0.03933120233,0.1109209412,0.3759546758,0.4280169767,0.2807402646,0.2749182781,0.006281039831,7.898749517,0.01306533593
0.0001014868528,0.0260011574,0.1442692985,0.1162338207,1.609717572,183.5303658,0.1642954581,0.1721645558,0.1477738796,371.1546884,2.07874964,0.9754068004,0.009921456359,0.0004411274897,0.02099827991,0.01908429664,0.06490622788,0.03879071712,2.529302768,1.06834588,0.1580615803,0.02085489134,0.003060463311,0.5709923426,0.1777366583,0.4055255343,0.03683812546,0.2850928857,1.136567477,0.009746231491,9.887717614,0.01093135584
0.0001022884124,0.05483494174,0.1879028114,0.1680968137,2.198626398,1.366152221,0.8741349066,4.658166872,3.647024256,7.736719599,17.83400488,8.726054696,0.002879501846,0.0005423716984,0.6475755627,0.2733371543,0.01238499324,0.004858524275,6.214850855,1.422292323,0.1608528451,0.06195137628,0.001339298331,0.03059456066,0.03693706899,0.1751266858,0.04198559943,0.2932417378,0.16756002,0.02476746482,10.498659,0.04262487885
0.0001025951685,0.03478959968,0.2829772442,0.06665149959,0.0537599574,16.66635444,0.8036996712,0.7397260541,0.0008812212012,64.95166884,23.6286109,2.802075218,0.008078783212,0.0007244960395,0.01172163631,0.003128440034,0.006461622429,0.001235092688,4.529900483,1.130453451,0.2334784798,0.01379275266,0.002461128285,0.5156688135,0.09035515116,0.7242740125,0.01154124936,0.2905215071,1.178586204,0.02805347603,7.157065963,0.009803958087
0.0001031964107,0.1522565694,0.1570758804,0.0599563596,0.1529843325,15.52872977,1.94474408,0.5445845747,0.001040943752,135.1693808,76.25884563,1.344296555,0.01876709157,0.0001640443978,0.8053682481,0.003385672595,0.1780102523,0.0145808512,9.572854912,1.584849811,0.1342860757,0.03119680649,0.004569501418,0.3763007589,0.09936662219,0.2111787912,0.01343914228,0.2848218286,0.7549314361,0.07804511053,9.952828267,0.0552328413
0.0001036170226,0.03741487812,0.05306923801,0.02984108978,1.21971442,16.68939111,0.3146745621,3.807262182,0.6973447188,358.6801811,50.75814533,22.55250809,0.003739574487,0.0001658887481,0.5794569202,0.04530562241,0.282831397,0.001530297098,2.514148904,1.053331491,0.1387124445,0.01432341639,0.804050791,0.05657654413,0.02226088783,0.09643758756,0.01069980527,0.3078034488,1.520171668,0.006091820498,8.388148256,0.01348452981
0.0001036666127,0.03986484241,0.01949068167,0.006539336836,0.1631359578,551.9899308,0.1659888905,0.4575947345,0.01335001692,568.9376188,4.95229162,18.50627835,0.01793105981,0.0005573756221,0.03335063866,0.0010675137,0.001699649517,0.002786074521,5.699408425,1.49160601,0.1384401033,0.01470021616,0.07407010261,0.7139329641,0.244975518,0.4751534773,0.1455643687,0.2838725454,0.6555338214,0.0828372125,8.546177188,0.001058050415
0.0001037558096,0.05648515213,0.1922333391,0.08067768949,0.08639836603,60.01149096,0.3495058775,0.1428273762,0.001530364485,112.8932822,8.431627794,3.641056249,0.001796763156,0.000479037701,0.1620439555,0.002540908228,0.004319958722,0.04639953768,6.288131706,1.338907668,0.3209403762,0.02284672942,0.9606582244,0.03790474265,0.111931423,0.4128315065,0.02400582551,0.2839563686,0.4127384009,0.01206923558,7.769718337,0.005128867117
0.000104042135,0.8039633226,0.1470430705,0.0698505955,0.168994297,69.58138769,1.636723557,3.062231447,0.00018794578,419.4832336,45.44531512,3.755031601,0.08699486419,0.01548332372,0.1481061168,0.07187744172,0.001541196549,0.02597266107,5.554938261,1.063492083,0.927283825,0.1080436251,0.6241786312,0.04321182111,0.0179985433,0.02286722281,3.96E-05,0.2857782471,1.600982656,0.01033725435,8.474242202,0.01396496274
0.0001043913588,0.01571452997,0.1059074333,0.09115174877,0.710232297,183.1592411,1.292817631,4.642766981,0.0375737665,355.4472781,47.06239781,26.2700513,0.09707138444,0.00088194305,0.7058491063,0.00474634172,0.008200897038,0.001045071849,3.022359233,1.084299121,0.4164380556,0.1374275733,0.1204298065,0.3639758158,0.3915826426,0.6904654619,0.002031268424,0.3033925552,0.3183913036,0.006089519567,8.571025258,0.06847060371
0.0001045532554,0.01242208667,0.07593784376,0.03201450402,1.116108997,29.24335852,0.4827355136,0.4449991832,0.0001153185565,226.2989721,8.693800441,1.400604155,0.001368104575,0.0005071065291,0.1662560273,0.002205731231,0.003269880609,0.001241534772,1.307226115,1.396320804,0.2166719457,0.01865573398,0.3864433319,0.01990518295,0.06228013167,0.2162369955,0.001730859076,0.2972932334,0.08670310486,0.007596893529,7.180095025,0.02200970835
0.0001047203288,0.1551924517,0.1548822181,0.08449362196,1.298002317,4.590822827,0.9035215367,6.595706562,0.8212286545,103.5401336,15.95535758,30.94034744,0.007538315263,0.00161480757,0.4862127188,0.1319837933,0.01993552489,0.001599527841,6.2229491,1.192726807,0.3692636492,0.03292687958,0.02470743534,0.5596778043,0.02243020483,0.1771840836,0.1522358506,0.3010473547,0.2396574545,0.0639046843,13.63177723,0.02942457113
0.0001047884601,0.1292911899,0.1783311199,0.1700133898,0.08492788974,122.7863022,2.383527958,0.1352578337,0.05891141927,363.5025392,50.00881719,4.170630937,0.007682938916,0.0009438906328,0.02249142835,0.001698866494,0.004129862399,0.003919540028,2.721613301,1.54899726,0.113695468,0.01571607524,0.006606366138,0.2010624275,0.08305777443,0.8117858535,0.422858753,0.3176648819,0.468143222,0.009319982104,7.424556013,0.05969659147
0.0001052212677,0.09173308198,0.0261047177,0.01018346637,0.1543294542,24.48580298,0.2079295079,0.4643441131,0.002305801529,258.6015705,9.003262265,0.9994861695,0.00465832292,0.0001607942611,0.274496222,0.008265797993,0.2385253243,0.005274093344,1.671645925,1.481511416,0.149959859,0.01631557062,0.08780546207,0.1868479386,0.03125305014,0.1572686429,0.0270581771,0.3031843936,0.278897223,0.006547733149,10.04248736,0.002383750282
0.0001054041585,0.2045911759,0.2704658383,0.1006886218,0.1855038441,55.12593941,1.384071137,1.20256262,0.1487188594,488.2338501,60.53987396,24.53990468,0.0372975953,0.001075804087,0.03502733963,0.00502797073,0.003392894219,0.07949133305,6.002281087,1.340115719,0.246312537,0.0400513804,0.0216635386,0.01766385326,0.1100946194,0.2035901039,0.00963570139,0.3080362567,1.39757464,0.04120895883,8.168131997,0.02473705391
0.0001054836986,0.07538758409,0.0214888824,0.01084773681,0.05685986086,20.61678073,0.174809857,0.1442897428,0.0009649899902,58.95479333,64.29162735,1.936419353,0.0006388423548,0.0003358464911,0.5987687682,0.005540260111,0.005703918519,0.01179914967,1.661503409,1.502983029,0.1100135358,0.02281422696,0.03804112689,0.1066507802,0.0573214559,0.2551546643,0.1770320185,0.2959798542,1.386421012,0.07325338515,10.6328992,0.004080497262
0.0001056313462,0.2813724223,0.05221044436,0.02815956764,0.04554440916,30.60172337,1.577952811,4.101522153,0.003255175211,199.1364026,48.71616343,21.10915538,0.001288965063,0.000229491433,0.5204711459,0.007166552265,0.03686582855,0.00164301046,1.276963034,1.123444451,0.392542988,0.02219513023,0.01476083353,0.8121706768,0.1006553471,0.1634083991,0.0001678828545,0.3113612447,0.3290674404,0.02252865773,10.15047817,0.02038035524
0.0001058902816,0.1738866923,0.1827326497,0.1592154129,0.7088841208,5.004093945,0.4880111902,1.172560346,0.05361367691,93.43876752,20.71347075,1.880457067,0.001549165281,0.0002500754737,0.9117298279,0.2048198644,0.007426968337,0.002903168792,4.410158189,1.56747719,0.1810847743,0.02593541119,0.002799208367,0.06032022517,0.04383052393,0.1741484357,0.5702065928,0.2950564439,0.2190671053,0.1089098453,11.57675315,0.01982274633
0.0001060348128,0.02196493841,0.05922009529,0.03593225424,0.03384369429,19.61740981,0.4488618509,0.2434987071,0.0001292479448,288.080544,3.360885906,0.699783545,0.02475692251,0.007710526416,0.228088476,0.004802162923,0.1723253609,0.00982568511,6.983405613,1.599493143,0.4412712426,0.04496300503,0.05122365471,0.2448732689,0.0826548436,0.3581532906,0.004162396805,0.3012165046,0.4128048451,0.04356752803,9.722393917,0.02153219045
0.0001064041801,0.290234405,0.1339953269,0.06986006571,2.153595616,9.236502422,0.4480844545,0.7700374857,0.0002318065786,35.04430382,17.09328971,3.881863452,0.004388993186,0.001284319347,0.03686041993,0.008389963733,0.02251738461,0.007372501978,1.163121384,1.328857047,0.3588333578,0.02185838771,0.001808879602,0.0165159078,0.08301275014,0.9264151525,0.7372011126,0.2857861928,0.6592475953,0.06687324898,8.199340536,0.01200149215
0.0001064520668,0.5304272888,0.1419747106,0.1249241309,0.9727165446,1.282421804,2.7153457,0.9044345186,1.572513477,3.245702761,98.15180945,1.055572428,0.001081460868,0.0001181077678,0.0379479239,0.01476751222,0.03287397741,0.00822559049,3.062268157,1.186442348,1.071552421,0.01179107148,0.001208603736,0.8685436147,0.02665938836,0.03616130234,6.72E-05,0.2817339105,1.466397614,0.01765987778,8.781377732,0.05023165448
0.0001076807492,0.1147624438,0.03403815795,0.02812857273,1.939144388,181.3957475,6.491212313,0.9870786083,0.003660876811,489.5803543,49.8144542,47.98599504,0.007259079489,0.002438543476,0.01513543064,0.02251782274,0.002895292304,0.01391935039,1.195196321,1.106608364,3.512611444,0.01123395529,0.048340318,0.03828122759,0.0116283389,0.2291774678,0.6231660397,0.2834641787,1.093497806,0.006561042123,8.204256265,0.001249163122
0.0001092774331,0.03305816548,0.2632338781,0.117074692,1.448327887,1.85431112,1.372875387,0.107264331,7.481528172,2.294333111,54.29099821,0.1808153073,0.001464132352,0.001138139534,0.01505078937,0.02411836911,0.08630122107,0.002784884329,2.866973049,1.009205081,0.244707036,0.01262989018,0.001689587527,0.397305992,0.4223852734,0.8959339146,0.00293141932,0.2883329616,0.1000413204,0.1594530308,7.759554085,0.0617477743
0.0001094323677,0.1779929657,0.2567935436,0.06045307589,0.07135658078,3.521566223,0.4602442629,11.48012278,0.000150112179,4.305446614,97.21806026,35.07854664,0.001136885435,0.0001199688109,0.2968711301,0.01043027719,0.01012156463,0.002537919127,3.251947273,1.363831389,0.2875259182,0.02847182291,0.2149778411,0.02335609399,0.07009665473,0.3853199652,0.002613591467,0.2847822196,0.2871398033,0.1157930229,7.831481589,0.02683105515
0.000110282523,0.5681689346,0.07016074211,0.03788735956,0.05258645547,51.96665111,1.31122766,7.920057971,0.001062777682,136.273355,67.11679851,12.37835832,0.0004474851725,0.0001819108992,0.09597769981,0.006679989938,0.2345372805,0.001389179348,1.322421281,1.004646284,0.2136793426,0.02942148495,0.009859233786,0.6531943686,0.1017465218,0.2382057802,3.60E-05,0.2959284592,0.5693252678,0.01537577585,10.21265139,0.02724127332
0.0001102934679,0.2899537228,0.1329236365,0.1110634366,2.186858045,11.53689184,2.170128166,2.215798553,0.5920582443,217.9041489,20.15617921,46.55086786,0.004408161247,0.0001593301787,0.09167601951,0.04473230606,0.0393985415,0.009302480304,6.940681209,1.159581433,0.1135483548,0.01214777061,0.00231841544,0.3888262613,0.0109729951,0.6716298099,4.765866743,0.3078522612,1.610524501,0.07818153786,8.764958095,0.03900754393
