line,Date,ET (kg/m2)
810,2022-03-20,3.21908782743974
811,2022-03-21,4.40852449042112
812,2022-03-22,1.65192193999267
813,2022-03-23,1.72446187909247
814,2022-03-24,1.78830976553978
815,2022-03-25,3.31389169468824
816,2022-03-26,4.64175401502031
817,2022-03-27,3.95637274292398
818,2022-03-28,3.75816166731081
819,2022-03-29,4.43516537955482
820,2022-03-30,1.76845510183418
821,2022-03-31,2.56379752169545
822,2022-04-01,3.4839739060958
823,2022-04-02,2.95812354011749
824,2022-04-03,2.87852201604287
825,2022-04-04,3.92587602190652
826,2022-04-05,3.46271144136048
827,2022-04-06,3.58327959065187
828,2022-04-07,3.78126108090314
829,2022-04-08,3.77473447204679
830,2022-04-09,4.27866297473713
831,2022-04-10,5.23735138382926
832,2022-04-11,5.68625429246586
833,2022-04-12,5.29182441606466
834,2022-04-13,3.40356828963096
835,2022-04-14,5.89395153209697
836,2022-04-15,5.13886363009322
837,2022-04-16,4.55507784282501
838,2022-04-17,3.38371304746272
839,2022-04-18,3.75736815184789
840,2022-04-19,4.39319423527481
841,2022-04-20,2.96050714351693
842,2022-04-21,4.91289642496637
843,2022-04-22,3.48749919683176
844,2022-04-23,6.33638856240681
845,2022-04-24,6.85120620046343
846,2022-04-25,4.36292811472284
847,2022-04-26,5.09999069110993
848,2022-04-27,4.58437048050822
849,2022-04-28,4.37182296104403
850,2022-04-29,3.74096260873639
851,2022-04-30,4.49708877690679
852,2022-05-01,3.281617055829
853,2022-05-02,5.0008270434666
854,2022-05-03,3.92208155980958
855,2022-05-04,4.83605218263826
856,2022-05-05,2.91920218679717
857,2022-05-06,5.28672725813729
858,2022-05-07,6.88329147371537
859,2022-05-08,4.86070255270505
860,2022-05-09,7.23187908069733
861,2022-05-10,6.8935739776831
862,2022-05-11,7.52726196286977
863,2022-05-12,8.55176472698634
864,2022-05-13,9.06196793001525
865,2022-05-14,8.57503951603748
866,2022-05-15,7.68209701654862
867,2022-05-16,8.26573753634973
868,2022-05-17,4.80741749021819
869,2022-05-18,5.70436764397705
870,2022-05-19,7.14248018396839
871,2022-05-20,5.41449475531675
872,2022-05-21,4.88678695700259
873,2022-05-22,5.84938324071228
874,2022-05-23,6.2832532787462
875,2022-05-24,5.27527165204373
876,2022-05-25,2.76625634377969
877,2022-05-26,5.03622740559258
878,2022-05-27,6.70932230518441
879,2022-05-28,7.67871377784379
880,2022-05-29,7.43373702705428
881,2022-05-30,8.28569919722421
882,2022-05-31,8.5974718704168
883,2022-06-01,7.39175417993229
884,2022-06-02,8.63437402317892
885,2022-06-03,8.52073702589763
886,2022-06-04,4.5182510384144
887,2022-06-05,5.30027876963768
888,2022-06-06,5.50079074336906
889,2022-06-07,6.37705080676009
890,2022-06-08,6.89192923477718
891,2022-06-09,7.99644992580914
892,2022-06-10,6.07755863145211
893,2022-06-11,5.90882680002524
894,2022-06-12,7.33877143011844
895,2022-06-13,6.51477347205749
896,2022-06-14,9.5101437429645
897,2022-06-15,7.23652784469871
898,2022-06-16,9.78347134590149
899,2022-06-17,8.70149169093318
900,2022-06-18,8.60085467242638
901,2022-06-19,9.18799649748093
902,2022-06-20,9.4617175635374
903,2022-06-21,9.7732516151823
904,2022-06-22,9.16057196511472
905,2022-06-23,8.96712730924868
906,2022-06-24,8.79355859026617
907,2022-06-25,7.2325822200094
908,2022-06-26,8.91232695489166
909,2022-06-27,8.38873081443609
910,2022-06-28,8.56117332954796
911,2022-06-29,8.70358060886839
912,2022-06-30,8.33024408692174
913,2022-07-01,8.10509075193989
914,2022-07-02,7.46975160062139
915,2022-07-03,8.64544657507026
916,2022-07-04,6.77270269984754
917,2022-07-05,8.35091289903958
918,2022-07-06,7.7050803083025
919,2022-07-07,7.49749118211318
920,2022-07-08,5.65753389343228
921,2022-07-09,7.74635423202904
922,2022-07-10,8.25137659968162
923,2022-07-11,7.79973018099893
924,2022-07-12,8.81798002149899
925,2022-07-13,7.81872587492445
926,2022-07-14,7.9843397289949
927,2022-07-15,7.36955006650864
928,2022-07-16,7.24169169674809
929,2022-07-17,7.50263330557604
930,2022-07-18,8.60983032283561
931,2022-07-19,9.86714399521274
932,2022-07-20,10.4139592651028
933,2022-07-21,9.94603309269897
934,2022-07-22,10.1426452711094
935,2022-07-23,8.76213038697535
936,2022-07-24,9.0411507270079
937,2022-07-25,7.04222084551441
938,2022-07-26,7.51666370147171
939,2022-07-27,8.61350327973463
940,2022-07-28,8.7795886388673
941,2022-07-29,8.39495357097759
942,2022-07-30,8.81347755718509
943,2022-07-31,9.03647848955049
944,2022-08-01,9.56135685763623
945,2022-08-02,10.4821369449877
946,2022-08-03,9.54992432566495
947,2022-08-04,8.97764300292157
948,2022-08-05,9.78917710252823
949,2022-08-06,8.71344511223952
950,2022-08-07,5.57206020654117
951,2022-08-08,6.68866902346514
952,2022-08-09,6.88443432535444
953,2022-08-10,7.15202776058075
954,2022-08-11,6.74251486921449
955,2022-08-12,5.67483163627174
956,2022-08-13,7.94694176203308
957,2022-08-14,6.72495269601616
958,2022-08-15,5.63323797150882
959,2022-08-16,6.55415043469421
960,2022-08-17,7.45374423282835
961,2022-08-18,7.68814226837269
962,2022-08-19,6.64422259125696
963,2022-08-20,5.19744322564094
964,2022-08-21,6.32551144424055
965,2022-08-22,6.60746968313834
966,2022-08-23,6.81844767363356
967,2022-08-24,7.08593760774017
968,2022-08-25,7.13052907629541
969,2022-08-26,6.70402748261527
970,2022-08-27,7.73137856954736
971,2022-08-28,6.90584008843141
972,2022-08-29,7.29383498621404
973,2022-08-30,7.89993513812129
974,2022-08-31,7.54512842959635
975,2022-09-01,8.01396631951235
976,2022-09-02,7.95984416765652
977,2022-09-03,6.55756552521758
978,2022-09-04,5.90031370129599
979,2022-09-05,6.38111443144239
980,2022-09-06,6.54216930765452
981,2022-09-07,6.69731836537926
982,2022-09-08,8.30071465093262
983,2022-09-09,6.84564139752624
984,2022-09-10,4.04318228668096
985,2022-09-11,4.60801370272484
986,2022-09-12,5.29068614529451
987,2022-09-13,5.74783257388513
988,2022-09-14,6.37090750581669
989,2022-09-15,7.35559977126191
990,2022-09-16,6.18948891350549
991,2022-09-17,6.28455510118612
992,2022-09-18,5.53129103336668
993,2022-09-19,6.16105838593519
994,2022-09-20,7.00662288773512
995,2022-09-21,7.1080774765668
996,2022-09-22,5.38771945776814
997,2022-09-23,2.77461836758577
998,2022-09-24,5.14440509477093
999,2022-09-25,6.93674562728092
1000,2022-09-26,6.52608068587134
1001,2022-09-27,5.2654306101382
1002,2022-09-28,4.49853913811831
1003,2022-09-29,5.11546596233073
1004,2022-09-30,5.02277980949024
1005,2022-10-01,4.60851719810386
1006,2022-10-02,5.03448673413724
1007,2022-10-03,5.09461064032841
1008,2022-10-04,5.52162522320845
1009,2022-10-05,4.60521370485295
1010,2022-10-06,5.0553454087705
1011,2022-10-07,4.16892842561789
1012,2022-10-08,4.6286653765089
1013,2022-10-09,4.92060517691315
1014,2022-10-10,4.61415947978073
1015,2022-10-11,5.65856800812674
1016,2022-10-12,5.42473032123493
1017,2022-10-13,5.87588986710974
1018,2022-10-14,3.79242609345704
1019,2022-10-15,4.63773695807415
1020,2022-10-16,4.00326866085258
1021,2022-10-17,4.72486064368017
1022,2022-10-18,4.09247769906291
1023,2022-10-19,3.39467513908798
1024,2022-10-20,4.04165444533957
1025,2022-10-21,4.10360590292483
1026,2022-10-22,4.69316392111709
1027,2022-10-23,5.35893250484856
1028,2022-10-24,5.13060997873979
1029,2022-10-25,3.26658439931647
1030,2022-10-26,3.12782835595462
1031,2022-10-27,2.73491005768929
1032,2022-10-28,2.94524358477954
1033,2022-10-29,3.1712382610442
1034,2022-10-30,2.80237077067962
1035,2022-10-31,2.75236683849343
1036,2022-11-01,3.24062311101933
1037,2022-11-02,4.11941523628402
1038,2022-11-03,4.03615801622847
1039,2022-11-04,2.69658709693233
1040,2022-11-05,2.17347842464414
1041,2022-11-06,3.0759628971186
1042,2022-11-07,2.97949766660918
1043,2022-11-08,2.74406260686435
1044,2022-11-09,3.0721439488949
1045,2022-11-10,2.43774526155725
1046,2022-11-11,3.28649387693266
1047,2022-11-12,2.33831005628185
1048,2022-11-13,2.35772995576914
1049,2022-11-14,1.81319511588391
1050,2022-11-15,0.811647959944111
1051,2022-11-16,1.26569949096997
1052,2022-11-17,1.89674832539378
1053,2022-11-18,2.94510933296326
1054,2022-11-19,3.08018097846223
1055,2022-11-20,2.17138542360884
1056,2022-11-21,1.93924803636512
1057,2022-11-22,1.36093454110727
1058,2022-11-23,1.01650473640542
1059,2022-11-24,0.956613921883459
1060,2022-11-25,1.42971953393419
1061,2022-11-26,2.12856639960764
1062,2022-11-27,1.63387449229076
1063,2022-11-28,1.3070365939474
1064,2022-11-29,0.756536588802833
1065,2022-11-30,3.07797879380318
